,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_prazo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total,datas,tic
7,364.24,72050.0,2170.0,9660.0,11830.0,11470.0,48740.0,6.82,7.144.255.843,0,7.144.255.843,31/03/2023,HAPV3
8,1270.0,73210.0,1730.0,9990.0,11720.0,10450.0,48750.0,6.82,7.144.255.743,0,7.144.255.743,31/12/2022,HAPV3
9,568.71,71130.0,1190.0,9630.0,10820.0,10250.0,49050.0,6.87,7.142.378.316,0,7.142.378.316,30/09/2022,HAPV3
10,593.36,71950.0,1270.0,10230.0,11500.0,10910.0,48910.0,6.85,7.142.378.316,0,7.142.378.316,30/06/2022,HAPV3
11,1020.0,72660.0,1310.0,9490.0,10800.0,9780.0,49150.0,6.88,7.142.378.316,0,7.142.378.316,31/03/2022,HAPV3
12,347.26,21030.0,713.25,4880.0,5600.0,5250.0,10570.0,2.72,3.891.569.750,0,3.891.569.750,31/12/2021,HAPV3
13,506.14,17400.0,649.85,1410.0,2060.0,1560.0,10620.0,2.73,3.891.569.750,0,3.891.569.750,30/09/2021,HAPV3
14,226.62,17310.0,93.56,2000.0,2090.0,1870.0,10660.0,2.74,3.891.569.750,0,3.891.569.750,30/06/2021,HAPV3
15,175.82,13790.0,40.72,2000.0,2040.0,1870.0,7980.0,2.15,3.714.929.530,0,3.714.929.530,31/03/2021,HAPV3
16,143.21,13520.0,42.92,2029.9999999999998,2080.0,1930.0,7830.0,2.11,3.714.929.530,0,3.714.929.530,31/12/2020,HAPV3
17,172.19,13150.0,30.1,2029.9999999999998,2060.0,1890.0,7840.0,10.55,742.985.906,0,742.985.906,30/09/2020,HAPV3
18,206.93,13250.0,56.96,2029.9999999999998,2090.0,1880.0,7700.0,10.37,742.985.906,0,742.985.906,30/06/2020,HAPV3
19,497.97,12800.0,42.23,2029.9999999999998,2070.0,1570.0,7420.0,9.99,742.985.906,0,742.985.906,31/03/2020,HAPV3
20,224.23,12450.0,75.04,2040.0,2110.0,1890.0,7260.0,9.77,742.985.906,0,742.985.906,31/12/2019,HAPV3
21,169.62,10900.0,21.01,2000.0,2020.0,1850.0,6710.0,9.13,734.652.573,0,734.652.573,30/09/2019,HAPV3
22,142.95,6090.0,,,,-142.95,3910.0,5.82,671.958.573,0,671.958.573,30/06/2019,HAPV3
23,143.04,5980.0,,,,-143.04,3810.0,5.67,671.958.573,0,671.958.573,31/03/2019,HAPV3
24,185.48,4880.0,,,,-185.48,3600.0,5.36,671.958.573,0,671.958.573,31/12/2018,HAPV3
25,89.15,4930.0,4.11,,4.11,-85.04,3560.0,5.29,671.958.573,0,671.958.573,30/09/2018,HAPV3
26,113.05,5030.0,6.1,,6.1,-106.95,3370.0,5.01,671.958.573,0,671.958.573,30/06/2018,HAPV3
27,347.75,2690.0,,,,-347.75,685.53,1.22,560.000.000,0,560.000.000,31/03/2018,HAPV3
28,104.21,2610.0,,,,-104.21,471.88,0.84,560.000.000,0,560.000.000,31/12/2017,HAPV3
0,1740.0,24560.0,1390.0,7990.0,9380.0,7640.0,12100.0,19.10,633.420.823,0,633.420.823,31/12/2024,HYPE3
1,3210.0,25870.0,1960.0,8320.0,10280.0,7070.0,12210.0,19.28,633.420.823,0,633.420.823,30/09/2024,HYPE3
2,2840.0,25370.0,1880.0,8290.0,10180.0,7340.0,12010.0,18.97,633.420.823,0,633.420.823,30/06/2024,HYPE3
3,3170.0,25270.0,2390.0,8200.0,10590.0,7410.0,11710.0,18.49,633.420.823,0,633.420.823,31/03/2024,HYPE3
4,2580.0,24510.0,2120.0,7820.0,9940.0,7360.0,11500.0,18.16,633.420.823,0,633.420.823,31/12/2023,HYPE3
5,2220.0,24270.0,1810.0,8029.999999999999,9840.0,7620.0,11390.0,17.98,633.420.823,0,633.420.823,30/09/2023,HYPE3
6,2140.0,23810.0,1750.0,8080.0,9830.0,7690.0,11050.0,17.44,633.420.823,0,633.420.823,30/06/2023,HYPE3
7,1090.0,22520.0,1170.0,7610.0,8780.0,7690.0,10810.0,17.06,633.420.823,0,633.420.823,31/03/2023,HYPE3
8,2860.0,23760.0,2230.0,7380.0,9610.0,6750.0,10650.0,16.81,633.420.823,0,633.420.823,31/12/2022,HYPE3
9,2220.0,22550.0,1450.0,7400.0,8850.0,6630.0,10490.0,16.57,633.420.823,0,633.420.823,30/09/2022,HYPE3
10,1500.0,20920.0,1370.0,6670.0,8039.999999999999,6540.0,10210.0,16.12,633.420.823,0,633.420.823,30/06/2022,HYPE3
11,1600.0,20370.0,1640.0,6560.0,8200.0,6600.0,9890.0,15.62,633.420.823,0,633.420.823,31/03/2022,HYPE3
12,2290.0,19820.0,565.65,6800.0,7360.0,5070.0,9830.0,15.51,633.420.823,0,633.420.823,31/12/2021,HYPE3
13,3140.0,20050.0,893.38,6520.0,7420.0,4270.0,9680.0,15.28,633.420.823,0,633.420.823,30/09/2021,HYPE3
14,2050.0,18550.0,1050.0,5540.0,6590.0,4540.0,9590.0,15.14,633.420.823,0,633.420.823,30/06/2021,HYPE3
15,1700.0,17970.0,680.01,5970.0,6650.0,4950.0,9350.0,14.76,633.420.823,0,633.420.823,31/03/2021,HYPE3
16,4740.0,17250.0,461.82,5050.0,5510.0,769.75,9240.0,14.59,633.420.823,0,633.420.823,31/12/2020,HYPE3
17,4930.0,17070.0,406.26,5170.0,5570.0,643.48,9300.0,14.68,633.320.423,0,633.320.423,30/09/2020,HYPE3
18,5180.0,15640.0,649.2,4160.0,4810.0,-371.46,9060.0,14.32,632.238.060,0,632.238.060,30/06/2020,HYPE3
19,2250.0,12100.0,618.54,1400.0,2020.0,-230.57,8790.0,13.90,632.238.060,0,632.238.060,31/03/2020,HYPE3
20,2250.0,11920.0,108.62,1290.0,1400.0,-843.83,8710.0,13.78,632.238.060,0,632.238.060,31/12/2019,HYPE3
21,1390.0,10840.0,104.65,427.92,532.57,-854.5,8640.0,13.67,632.238.060,0,632.238.060,30/09/2019,HYPE3
22,1230.0,10530.0,105.27,435.64,540.91,-686.68,8560.0,13.54,632.238.060,0,632.238.060,30/06/2019,HYPE3
23,8.65,10330.0,104.34,446.97,551.31,542.66,8430.0,13.33,632.238.060,0,632.238.060,31/03/2019,HYPE3
24,14.57,10560.0,106.55,457.76,564.31,549.74,8270.0,13.08,632.238.060,0,632.238.060,31/12/2018,HYPE3
25,1530.0,10250.0,123.18,394.1,517.28,-1010.0,8170.0,12.93,632.238.060,0,632.238.060,30/09/2018,HYPE3
26,1180.0,9880.0,123.33,304.99,428.32,-750.95,8060.000000000001,12.75,632.238.060,0,632.238.060,30/06/2018,HYPE3
27,972.19,9680.0,173.93,311.17,485.09,-487.1,7910.0,12.51,632.238.060,0,632.238.060,31/03/2018,HYPE3
28,1520.0,10130.0,337.81,318.52,656.33,-865.81,7740.0,12.24,632.238.060,0,632.238.060,31/12/2017,HYPE3
29,1400.0,9930.0,322.97,315.3,638.27,-762.31,8039.999999999999,12.71,632.238.060,0,632.238.060,30/09/2017,HYPE3
30,2120.0,10480.0,326.59,317.85,644.43,-1470.0,7850.0,12.42,632.238.060,0,632.238.060,30/06/2017,HYPE3
31,2170.0,10640.0,484.55,365.84,850.39,-1320.0,8520.0,13.48,632.238.060,0,632.238.060,31/03/2017,HYPE3
32,1350.0,11490.0,176.11,684.05,860.16,-487.85,8810.0,13.94,632.238.060,0,632.238.060,31/12/2016,HYPE3
33,1160.0,12450.0,208.25,1100.0,1310.0,156.28,9030.0,14.29,632.238.060,0,632.238.060,30/09/2016,HYPE3
34,1840.0,13030.0,435.48,1420.0,1860.0,23.67,9070.0,14.34,632.238.060,0,632.238.060,30/06/2016,HYPE3
35,2050.0,13320.0,822.21,1290.0,2120.0,61.06,9040.0,14.30,632.238.060,0,632.238.060,31/03/2016,HYPE3
36,2760.0,15820.0,765.66,4160.0,4920.0,2170.0,8029.999999999999,12.70,632.238.060,0,632.238.060,31/12/2015,HYPE3
37,1620.0,14870.0,1520.0,3910.0,5430.0,3810.0,7750.0,12.26,632.238.060,0,632.238.060,30/09/2015,HYPE3
38,1620.0,14260.0,1730.0,3250.0,4980.0,3360.0,7680.0,12.15,632.117.926,0,632.117.926,30/06/2015,HYPE3
39,1670.0,14280.0,1690.0,3360.0,5050.0,3390.0,7570.0,11.97,632.100.787,0,632.100.787,31/03/2015,HYPE3
40,1830.0,13890.0,1730.0,3070.0,4800.0,2970.0,7480.0,11.83,632.100.787,0,632.100.787,31/12/2014,HYPE3
41,1820.0,13590.0,964.78,3580.0,4550.0,2720.0,7410.0,11.72,632.100.787,0,632.100.787,30/09/2014,HYPE3
42,1720.0,13110.0,532.33,3770.0,4310.0,2590.0,7290.0,11.53,632.100.787,0,632.100.787,30/06/2014,HYPE3
43,1460.0,12840.0,704.88,3420.0,4130.0,2660.0,7150.0,11.32,632.100.787,0,632.100.787,31/03/2014,HYPE3
44,1160.0,12500.0,769.23,3140.0,3910.0,2750.0,7080.0,11.20,632.100.787,0,632.100.787,31/12/2013,HYPE3
45,2170.0,13300.0,980.44,3640.0,4620.0,2450.0,7020.0,11.10,632.100.787,0,632.100.787,30/09/2013,HYPE3
46,1730.0,12820.0,983.42,3180.0,4160.0,2430.0,6930.0,10.97,632.100.787,0,632.100.787,30/06/2013,HYPE3
47,1830.0,12660.0,743.37,3300.0,4040.0,2210.0,6980.0,11.12,627.396.559,0,627.396.559,31/03/2013,HYPE3
48,1740.0,12660.0,346.1,3610.0,3960.0,2220.0,6870.0,10.95,627.396.559,0,627.396.559,31/12/2012,HYPE3
49,2160.0,12910.0,312.89,3920.0,4230.0,2070.0,6740.0,10.74,627.396.559,0,627.396.559,30/09/2012,HYPE3
50,2300.0,13220.0,555.94,3870.0,4430.0,2130.0,6670.0,10.63,627.396.559,0,627.396.559,30/06/2012,HYPE3
51,2280.0,13050.0,487.66,3780.0,4260.0,1990.0,6690.0,10.67,627.396.559,0,627.396.559,31/03/2012,HYPE3
52,2600.0,13330.0,532.49,4010.0,4550.0,1950.0,6650.0,10.60,626.784.912,0,626.784.912,31/12/2011,HYPE3
53,2530.0,13590.0,453.66,4190.0,4640.0,2120.0,6600.0,10.52,626.785.000,0,626.785.000,30/09/2011,HYPE3
54,2760.0,13730.0,600.54,3890.0,4490.0,1740.0,6780.0,10.82,626.785.000,0,626.785.000,30/06/2011,HYPE3
55,1840.0,13030.0,548.75,2850.0,3400.0,1560.0,6740.0,10.77,625.860.000,0,625.860.000,31/03/2011,HYPE3
56,2410.0,9990.0,488.65,2460.0,2950.0,540.8,5060.0,9.23,547.846.000,0,547.846.000,31/12/2010,HYPE3
57,1940.0,8910.0,281.8,1500.0,1780.0,-164.68,5000.0,9.13,547.846.000,0,547.846.000,30/09/2010,HYPE3
58,1440.0,8470.0,253.1,888.96,1140.0,-294.16,4950.0,9.16,541.061.000,0,541.061.000,30/06/2010,HYPE3
59,641.92,6670.0,366.65,682.82,1050.0,407.55,3530.0,7.34,481.201.000,0,481.201.000,31/03/2010,HYPE3
60,499.28,6290.0,401.52,398.05,799.57,300.29,3440.0,7.14,481.201.000,0,481.201.000,31/12/2009,HYPE3
61,874.53,4350.0,209.94,255.23,465.16,-409.37,2690.0,12.06,223.101.000,0,223.101.000,30/09/2009,HYPE3
62,317.27,3630.0,328.94,140.21,469.15,151.88,2140.0,10.77,198.601.000,0,198.601.000,30/06/2009,HYPE3
63,255.6,3600.0,361.39,86.96,448.35,192.75,1990.0,10.03,198.601.000,0,198.601.000,31/03/2009,HYPE3
64,149.76,3570.0,248.84,195.52,444.36,294.6,1920.0,9.65,198.601.000,0,198.601.000,31/12/2008,HYPE3
65,459.16,3440.0,54.71,262.63,317.34,-141.82,2090.0,10.51,198.601.000,0,198.601.000,30/09/2008,HYPE3
66,620.18,2380.0,63.36,167.74,231.09,-389.08,1330.0,8.35,158.881.000,0,158.881.000,30/06/2008,HYPE3
67,144.64,1920.0,88.17,182.56,270.73,126.09,687.36,5.59,122.858.000,0,122.858.000,31/03/2008,HYPE3
68,99.33,1970.0,129.6,166.78,296.38,197.05,691.33,5.63,122.858.000,0,122.858.000,31/12/2007,HYPE3
0,49.04,8500.0,262.03,3170.0,3440.0,3390.0,4310.0,3.54,774.849.080,443.082.050,1.217.931.130,31/12/2024,IGTI3
1,21.48,8360.0,293.86,3200.0,3490.0,3470.0,4260.0,3.50,774.849.080,443.082.050,1.217.931.130,30/09/2024,IGTI3
2,43.08,8430.0,706.89,3290.0,4000.0,3960.0,4160.0,3.42,774.849.080,443.082.050,1.217.931.130,30/06/2024,IGTI3
3,24.48,7760.0,696.37,2640.0,3340.0,3310.0,4230.0,3.43,797.612.750,435.494.160,1.233.106.910,31/03/2024,IGTI3
4,59.47,7790.0,695.03,2670.0,3370.0,3310.0,4180.0,3.39,797.612.750,435.494.160,1.233.106.910,31/12/2023,IGTI3
5,36.68,7270.0,670.09,2230.0,2900.0,2860.0,4150.0,3.39,785.167.052,439.642.726,1.224.809.778,30/09/2023,IGTI3
6,45.32,7410.0,307.71,2780.0,3090.0,3040.0,4100.0,3.33,797.612.750,435.494.160,1.233.106.910,30/06/2023,IGTI3
7,38.34,8000.0,898.54,2810.0,3710.0,3670.0,4040.0,3.27,797.612.750,435.494.160,1.233.106.910,31/03/2023,IGTI3
8,52.16,8050.000000000001,924.02,2180.0,3100.0,3050.0,4090.0,3.32,797.612.750,435.494.160,1.233.106.910,31/12/2022,IGTI3
9,38.58,7560.0,1030.0,2210.0,3240.0,3200.0,4000.0,3.25,797.612.750,435.494.160,1.233.106.910,30/09/2022,IGTI3
10,25.84,6920.0,904.6,2430.0,3340.0,3310.0,3240.0,2.88,761.136.750,362.542.160,1.123.678.910,30/06/2022,IGTI3
11,5.65,7240.0,339.95,3040.0,3380.0,3370.0,3410.0,2.91,830.937.870,339.275.120,1.170.212.990,31/03/2022,IGTI3
12,38.93,7370.0,321.9,3100.0,3420.0,3380.0,3430.0,3.05,764.687.130,361.358.700,1.126.045.830,31/12/2021,IGTI3
13,23.61,7250.0,240.08,3180.0,3420.0,3390.0,1760.0,20.05,87.889.000,0,87.889.000,30/09/2021,IGTI3
14,33.93,7250.0,483.41,2800.0,3290.0,3250.0,1820.0,20.67,87.889.000,0,87.889.000,30/06/2021,IGTI3
15,20.48,6980.0,636.44,2850.0,3490.0,3470.0,1640.0,18.63,87.889.000,0,87.889.000,31/03/2021,IGTI3
16,28.61,7010.0,680.08,2890.0,3570.0,3550.0,1620.0,18.39,87.889.000,0,87.889.000,31/12/2020,IGTI3
17,3.27,6410.0,636.2,2400.0,3040.0,3040.0,1600.0,18.24,87.889.000,0,87.889.000,30/09/2020,IGTI3
18,6.14,6370.0,350.18,2560.0,2910.0,2910.0,1550.0,17.64,87.889.000,0,87.889.000,30/06/2020,IGTI3
19,11.17,6020.0,141.05,2480.0,2620.0,2610.0,1540.0,17.48,87.889.000,0,87.889.000,31/03/2020,IGTI3
20,46.98,5750.0,133.11,2330.0,2470.0,2420.0,1540.0,17.49,87.889.000,0,87.889.000,31/12/2019,IGTI3
21,10.94,5450.0,126.25,2140.0,2260.0,2250.0,1520.0,17.29,87.889.000,0,87.889.000,30/09/2019,IGTI3
22,22.02,5400.0,145.64,2130.0,2280.0,2260.0,1480.0,16.85,87.889.000,0,87.889.000,30/06/2019,IGTI3
23,13.29,5360.0,123.3,2140.0,2260.0,2250.0,1470.0,16.68,87.889.000,0,87.889.000,31/03/2019,IGTI3
24,24.3,5390.0,131.53,2200.0,2330.0,2300.0,1450.0,16.46,87.889.000,0,87.889.000,31/12/2018,IGTI3
25,46.99,5300.0,272.58,2070.0,2340.0,2290.0,1440.0,16.41,87.889.000,0,87.889.000,30/09/2018,IGTI3
26,42.12,5320.0,279.28,2070.0,2350.0,2310.0,1420.0,16.19,87.889.000,0,87.889.000,30/06/2018,IGTI3
27,49.12,5060.0,255.52,1820.0,2080.0,2029.9999999999998,1430.0,16.22,87.889.000,0,87.889.000,31/03/2018,IGTI3
28,52.79,5180.0,230.67,1950.0,2190.0,2130.0,1430.0,16.28,87.892.000,0,87.892.000,31/12/2017,IGTI3
29,41.08,5440.0,287.73,2080.0,2370.0,2330.0,1430.0,15.31,38.577.000,54.794.000,93.371.000,30/09/2017,IGTI3
30,38.27,5230.0,321.5,1830.0,2150.0,2110.0,1410.0,15.12,38.577.000,54.794.000,93.371.000,30/06/2017,IGTI3
31,156.91,5200.0,301.55,1840.0,2140.0,1990.0,1440.0,15.41,38.577.000,54.794.000,93.371.000,31/03/2017,IGTI3
32,186.47,5400.0,359.09,2009.9999999999998,2360.0,2180.0,1430.0,15.20,38.578.000,55.487.000,94.065.000,31/12/2016,IGTI3
33,170.9,5370.0,325.73,2060.0,2380.0,2210.0,1420.0,14.75,38.582.000,57.812.000,96.394.000,30/09/2016,IGTI3
34,94.2,5140.0,350.67,1810.0,2160.0,2070.0,1410.0,14.59,38.582.000,57.812.000,96.394.000,30/06/2016,IGTI3
35,135.52,5330.0,359.42,1960.0,2320.0,2180.0,1420.0,1.48,385.823.000,578.116.000,963.939.000,31/03/2016,IGTI3
36,132.88,5440.0,407.34,1960.0,2360.0,2230.0,1430.0,1.48,385.823.000,578.116.000,963.939.000,31/12/2015,IGTI3
37,189.02,5350.0,356.9,1970.0,2330.0,2140.0,1440.0,1.50,385.823.000,578.116.000,963.939.000,30/09/2015,IGTI3
38,83.33,5650.0,379.46,1770.0,2150.0,2060.0,1590.0,1.65,385.823.000,578.116.000,963.939.000,30/06/2015,IGTI3
39,94.33,5660.0,314.81,1810.0,2130.0,2029.9999999999998,1590.0,1.65,385.823.000,578.116.000,963.939.000,31/03/2015,IGTI3
40,259.13,5830.0,339.95,2000.0,2340.0,2080.0,1580.0,1.64,385.823.000,578.116.000,963.939.000,31/12/2014,IGTI3
41,246.5,6000.0,309.07,2020.0,2330.0,2080.0,1630.0,1.70,385.823.000,578.116.000,963.939.000,30/09/2014,IGTI3
42,67.25,5770.0,320.98,1810.0,2130.0,2070.0,1630.0,1.69,385.823.000,578.116.000,963.939.000,30/06/2014,IGTI3
43,123.99,5600.0,356.88,1700.0,2060.0,1940.0,1730.0,1.79,385.823.000,578.116.000,963.939.000,31/03/2014,IGTI3
44,279.39,5770.0,341.39,1880.0,2220.0,1940.0,1730.0,1.79,385.823.000,578.116.000,963.939.000,31/12/2013,IGTI3
45,462.54,5680.0,301.08,1840.0,2140.0,1680.0,1720.0,1.78,385.823.000,578.116.000,963.939.000,30/09/2013,IGTI3
46,798.26,5410.0,308.07,1690.0,2000.0,1200.0,1720.0,1.78,385.823.000,578.116.000,963.939.000,30/06/2013,IGTI3
47,1280.0,5280.0,296.7,1850.0,2150.0,864.32,1660.0,1.72,385.823.000,578.116.000,963.939.000,31/03/2013,IGTI3
48,1710.0,16860.0,953.41,7050.0,8010.0,6290.0,1670.0,1.73,385.823.000,578.116.000,963.939.000,31/12/2012,IGTI3
49,2320.0,16780.0,1010.0,6660.0,7670.0,5350.0,1670.0,1.73,385.823.000,578.116.000,963.939.000,30/09/2012,IGTI3
50,2220.0,16360.0,989.81,6700.0,7690.0,5470.0,1600.0,1.66,385.823.000,578.116.000,963.939.000,30/06/2012,IGTI3
51,3700.0,17340.0,1050.0,6810.0,7850.0,4160.0,1760.0,1.82,385.823.000,578.116.000,963.939.000,31/03/2012,IGTI3
52,3160.0,17200.0,1090.0,6160.0,7260.0,4100.0,1670.0,1.73,385.823.000,578.116.000,963.939.000,31/12/2011,IGTI3
53,3090.0,16740.0,1100.0,5660.0,6760.0,3670.0,1730.0,1.80,385.823.000,578.116.000,963.939.000,30/09/2011,IGTI3
54,2960.0,16219.999999999998,942.04,5150.0,6090.0,3130.0,1870.0,1.94,385.823.000,578.116.000,963.939.000,30/06/2011,IGTI3
55,3940.0,16990.0,1030.0,5590.0,6610.0,2670.0,1860.0,1.93,385.823.000,578.116.000,963.939.000,31/03/2011,IGTI3
56,2940.0,20070.0,1810.0,6840.0,8640.0,5710.0,1080.0,1.12,385.823.000,578.116.000,963.939.000,31/12/2010,IGTI3
57,3020.0,20070.0,2029.9999999999998,6870.0,8900.0,5880.0,1160.0,1.21,385.823.000,578.116.000,963.939.000,30/09/2010,IGTI3
58,2800.0,20040.0,2800.0,6250.0,9050.0,6240.0,1140.0,1.18,385.823.000,578.116.000,963.939.000,30/06/2010,IGTI3
59,2350.0,19700.0,2320.0,6150.0,8470.0,6120.0,1130.0,1.17,385.823.000,578.116.000,963.939.000,31/03/2010,IGTI3
60,2180.0,15440.0,1780.0,5740.0,7520.0,5340.0,941.84,0.98,385.823.000,578.116.000,963.939.000,31/12/2009,IGTI3
61,1700.0,14710.0,2050.0,5200.0,7250.0,5550.0,845.23,0.88,385.823.000,578.116.000,963.939.000,30/09/2009,IGTI3
62,1740.0,14350.0,1420.0,5970.0,7390.0,5650.0,824.13,0.85,385.823.000,578.116.000,963.939.000,30/06/2009,IGTI3
63,1910.0,14100.0,1290.0,5430.0,6720.0,4810.0,839.2,0.87,385.823.000,578.116.000,963.939.000,31/03/2009,IGTI3
64,2630.0,10930.0,900.34,4740.0,5640.0,3010.0,831.17,0.86,385.823.000,578.116.000,963.939.000,31/12/2008,IGTI3
65,2290.0,10350.0,519.15,4580.0,5100.0,2810.0,856.32,0.89,385.823.000,578.116.000,963.939.000,30/09/2008,IGTI3
66,1860.0,9460.0,1410.0,2640.0,4050.0,2190.0,911.93,0.95,385.823.000,578.116.000,963.939.000,30/06/2008,IGTI3
67,1450.0,5000.0,390.79,1260.0,1650.0,201.37,913.62,0.95,385.823.000,578.116.000,963.939.000,31/03/2008,IGTI3
68,1260.0,4860.0,384.18,1090.0,1480.0,216.61,912.39,0.95,385.823.000,578.116.000,963.939.000,31/12/2007,IGTI3
69,1210.0,4670.0,328.07,1110.0,1440.0,231.38,904.93,0.94,385.823.000,578.116.000,963.939.000,30/09/2007,IGTI3
70,1110.0,4410.0,220.49,1050.0,1270.0,157.58,890.62,0.92,385.823.000,578.116.000,963.939.000,30/06/2007,IGTI3
71,1070.0,4240.0,220.17,894.15,1110.0,44.3,882.35,0.92,385.823.000,578.116.000,963.939.000,31/03/2007,IGTI3
72,571.47,3760.0,263.4,925.03,1190.0,616.96,598.27,0.62,385.823.000,578.116.000,963.939.000,31/12/2006,IGTI3
73,436.26,3590.0,254.47,855.79,1110.0,674.0,588.14,0.61,385.823.000,578.116.000,963.939.000,30/09/2006,IGTI3
74,441.33,3560.0,297.95,866.85,1160.0,723.47,569.37,0.59,385.823.000,578.116.000,963.939.000,30/06/2006,IGTI3
75,609.01,3720.0,416.01,912.91,1330.0,719.92,563.55,0.58,385.823.000,578.116.000,963.939.000,31/03/2006,IGTI3
76,465.63,3650.0,455.02,751.49,1210.0,740.88,557.83,0.58,385.823.000,578.116.000,963.939.000,31/12/2005,IGTI3
77,472.47,3670.0,496.1,856.02,1350.0,879.65,433.08,0.50,344.212.000,515.766.000,859.978.000,30/09/2005,IGTI3
78,461.06,3630.0,463.81,937.59,1400.0,940.34,425.88,0.50,344.212.000,515.766.000,859.978.000,30/06/2005,IGTI3
79,571.24,3760.0,368.07,1090.0,1460.0,886.61,431.84,0.50,344.212.000,515.766.000,859.978.000,31/03/2005,IGTI3
80,631.01,3840.0,368.83,1170.0,1540.0,906.02,426.56,0.50,344.212.000,515.766.000,859.978.000,31/12/2004,IGTI3
81,556.94,3760.0,399.21,1150.0,1550.0,996.67,415.17,0.48,344.212.000,515.766.000,859.978.000,30/09/2004,IGTI3
82,553.71,3770.0,420.99,1200.0,1620.0,1060.0,407.9,0.47,344.212.000,515.766.000,859.978.000,30/06/2004,IGTI3
83,512.92,4030.0000000000005,532.92,1200.0,1740.0,1220.0,419.04,0.49,344.212.000,515.766.000,859.978.000,31/03/2004,IGTI3
84,535.42,4140.0,492.17,1230.0,1730.0,1190.0,419.8,0.49,344.212.000,515.766.000,859.978.000,31/12/2003,IGTI3
85,320.65,3900.0,507.67,1130.0,1640.0,1310.0,425.71,0.50,344.212.000,515.766.000,859.978.000,30/09/2003,IGTI3
86,259.35,3870.0,455.27,1190.0,1650.0,1390.0,434.62,0.51,344.212.000,515.766.000,859.978.000,30/06/2003,IGTI3
87,229.81,3960.0,301.96,1260.0,1560.0,1330.0,471.31,0.55,344.212.000,515.766.000,859.978.000,31/03/2003,IGTI3
88,233.34,4010.0,381.67,1210.0,1590.0,1350.0,485.27,0.56,344.212.000,515.766.000,859.978.000,31/12/2002,IGTI3
89,194.7,3880.0,324.79,1220.0,1550.0,1350.0,495.69,0.58,344.212.000,515.766.000,859.978.000,30/09/2002,IGTI3
90,145.27,3810.0,278.03,1230.0,1510.0,1360.0,482.98,0.56,344.212.000,515.766.000,859.978.000,30/06/2002,IGTI3
91,201.65,3880.0,292.78,1170.0,1460.0,1260.0,503.5,0.59,344.212.000,515.766.000,859.978.000,31/03/2002,IGTI3
92,230.39,3980.0,314.4,1120.0,1440.0,1210.0,520.51,0.61,344.212.000,515.766.000,859.978.000,31/12/2001,IGTI3
93,105.24,3310.0,287.2,605.47,892.67,787.43,517.44,0.60,344.212.000,515.766.000,859.978.000,30/06/2001,IGTI3
94,216.84,3210.0,214.7,556.39,771.09,554.26,533.03,0.62,344.212.000,515.766.000,859.978.000,31/03/2001,IGTI3
95,302.88,3060.0,255.57,495.64,751.21,448.33,425.14,0.70,244.148.000,365.830.000,609.978.000,31/12/2000,IGTI3
96,159.6,2970.0,176.09,372.29,548.38,388.78,423.73,0.69,244.148.000,365.830.000,609.978.000,30/09/2000,IGTI3
97,204.06,2890.0,328.58,254.39,582.97,378.91,440.76,0.72,244.148.000,365.830.000,609.978.000,30/06/2000,IGTI3
98,134.4,2780.0,313.77,222.68,536.45,402.05,438.03,0.72,244.148.000,365.830.000,609.978.000,31/03/2000,IGTI3
0,49.04,8500.0,262.03,3170.0,3440.0,3390.0,4310.0,3.54,774.849.080,443.082.050,1.217.931.130,31/12/2024,IGTI11
1,21.48,8360.0,293.86,3200.0,3490.0,3470.0,4260.0,3.50,774.849.080,443.082.050,1.217.931.130,30/09/2024,IGTI11
2,43.08,8430.0,706.89,3290.0,4000.0,3960.0,4160.0,3.42,774.849.080,443.082.050,1.217.931.130,30/06/2024,IGTI11
3,24.48,7760.0,696.37,2640.0,3340.0,3310.0,4230.0,3.43,797.612.750,435.494.160,1.233.106.910,31/03/2024,IGTI11
4,59.47,7790.0,695.03,2670.0,3370.0,3310.0,4180.0,3.39,797.612.750,435.494.160,1.233.106.910,31/12/2023,IGTI11
5,36.68,7270.0,670.09,2230.0,2900.0,2860.0,4150.0,3.39,785.167.052,439.642.726,1.224.809.778,30/09/2023,IGTI11
6,45.32,7410.0,307.71,2780.0,3090.0,3040.0,4100.0,3.33,797.612.750,435.494.160,1.233.106.910,30/06/2023,IGTI11
7,38.34,8000.0,898.54,2810.0,3710.0,3670.0,4040.0,3.27,797.612.750,435.494.160,1.233.106.910,31/03/2023,IGTI11
8,52.16,8050.000000000001,924.02,2180.0,3100.0,3050.0,4090.0,3.32,797.612.750,435.494.160,1.233.106.910,31/12/2022,IGTI11
9,38.58,7560.0,1030.0,2210.0,3240.0,3200.0,4000.0,3.25,797.612.750,435.494.160,1.233.106.910,30/09/2022,IGTI11
10,25.84,6920.0,904.6,2430.0,3340.0,3310.0,3240.0,2.88,761.136.750,362.542.160,1.123.678.910,30/06/2022,IGTI11
11,5.65,7240.0,339.95,3040.0,3380.0,3370.0,3410.0,2.91,830.937.870,339.275.120,1.170.212.990,31/03/2022,IGTI11
12,38.93,7370.0,321.9,3100.0,3420.0,3380.0,3430.0,3.05,764.687.130,361.358.700,1.126.045.830,31/12/2021,IGTI11
