,retorno_sobre_capital_tangivel_inicial,retorno_sobre_capital_investido_inicial,retorno_sobre_capital_tangivel_inicial_pre_impostos,retorno_sobre_capital_investido_inicial_pre_impostos,retorno_sobre_patrimonio_liquido_inicial,retorno_sobre_ativo_inicial,margem_bruta,margem_liquida,margem_ebit,margem_ebitda,giro_do_ativo_inicial,alavancagem_financeira,passivo_patrimonio_liquido,divida_liquida_ebitda,datas,tic
78,0.125,0.151,0.19,0.228,0.762,0.108,0.253,0.121,0.159,,0.89,3.31,2.31,NA,30/06/2005,BRKM3
79,0.127,0.152,0.193,0.229,0.365,0.058,0.256,0.067,0.165,,0.87,3.44,2.44,NA,31/03/2005,BRKM3
80,0.113,0.138,0.171,0.209,0.327,0.05,0.255,0.057,0.166,,0.88,3.56,2.56,NA,31/12/2004,BRKM3
81,0.105,0.128,0.159,0.193,0.004,0.001,0.233,0.001,0.155,,0.86,4.30,3.30,NA,30/09/2004,BRKM3
82,0.09,0.111,0.137,0.168,-0.234,-0.04,0.226,-0.051,0.142,,0.78,7.06,6.06,NA,30/06/2004,BRKM3
83,0.076,0.091,0.115,0.137,0.048,0.007,0.214,0.009,0.13,,0.69,6.25,5.25,NA,31/03/2004,BRKM3
84,0.074,0.086,0.112,0.13,0.118,0.015,0.202,0.021,0.125,,0.72,6.57,5.57,NA,31/12/2003,BRKM3
85,0.119,0.139,0.181,0.211,1.863,0.109,0.194,0.15,0.212,,0.73,5.98,4.98,NA,30/09/2003,BRKM3
86,0.254,0.272,0.385,0.412,-0.086,-0.026,0.191,-0.016,0.196,,1.71,5.90,4.90,NA,30/06/2003,BRKM3
87,0.232,0.248,0.352,0.376,-0.377,-0.145,0.19,-0.095,0.211,,1.53,7.45,6.45,NA,31/03/2003,BRKM3
88,0.182,0.195,0.276,0.296,-0.451,-0.173,0.18,-0.149,0.214,,1.16,7.73,6.73,NA,31/12/2002,BRKM3
89,,,,,,,0.187,-0.411,0.082,,NA,17.03,16.03,NA,30/09/2002,BRKM3
90,,,,,,,0.159,-0.13,0.066,,NA,3.25,2.25,NA,30/06/2002,BRKM3
91,,,,,,,0.16,-0.024,0.082,,NA,2.61,1.61,NA,31/03/2002,BRKM3
92,0.062,0.064,0.094,0.096,-0.012,-0.008,0.158,-0.009,0.101,,0.88,2.60,1.60,NA,31/12/2001,BRKM3
93,0.053,0.054,0.08,0.081,0.027,0.016,0.142,0.02,0.094,,0.82,1.71,0.71,NA,30/06/2001,BRKM3
94,0.063,0.064,0.095,0.097,0.054,0.033,0.16,0.04,0.11,,0.82,1.71,0.71,NA,31/03/2001,BRKM3
95,0.075,0.077,0.114,0.117,0.109,0.064,0.186,0.079,0.131,,0.82,1.65,0.65,NA,31/12/2000,BRKM3
96,0.095,0.096,0.144,0.146,0.149,0.087,0.236,0.111,0.175,,0.78,1.67,0.67,NA,30/09/2000,BRKM3
97,0.104,0.106,0.158,0.16,0.14,0.083,0.266,0.114,0.21,,0.72,1.63,0.63,NA,30/06/2000,BRKM3
98,0.097,0.098,0.147,0.149,0.124,0.072,0.274,0.115,0.224,,0.63,1.65,0.65,NA,31/03/2000,BRKM3
0,-0.014,-0.022,-0.021,-0.034,-2.836,-0.123,0.078,-0.146,-0.014,0.05,0.84,-21.24,-22.24,9.88,31/12/2024,BRKM5
1,-0.003,-0.004,-0.004,-0.006,-1.443,-0.079,0.078,-0.097,-0.003,0.067,0.81,-3.706.00,-3.707.00,6.58,30/09/2024,BRKM5
2,-0.024,-0.039,-0.037,-0.059,-1.254,-0.103,0.059,-0.129,-0.026,0.048,0.80,1.141.89,1.140.89,9.64,30/06/2024,BRKM5
3,-0.042,-0.064,-0.063,-0.098,-0.78,-0.068,0.047,-0.088,-0.048,0.027,0.76,30.34,29.34,15.18,31/03/2024,BRKM5
4,-0.037,-0.06,-0.056,-0.092,-0.625,-0.052,0.043,-0.065,-0.04,0.034,0.80,22.98,21.98,11.62,31/12/2023,BRKM5
5,-0.044,-0.073,-0.067,-0.11,-0.543,-0.051,0.026,-0.065,-0.05,0.023,0.79,18.32,17.32,17.57,30/09/2023,BRKM5
6,-0.027,-0.044,-0.041,-0.067,-0.359,-0.037,0.044,-0.042,-0.028,0.035,0.89,12.17,11.17,8.54,30/06/2023,BRKM5
7,0.013,0.02,0.019,0.031,-0.348,-0.046,0.081,-0.045,0.011,0.067,1.03,11.56,10.56,4.41,31/03/2023,BRKM5
8,0.049,0.082,0.075,0.125,-0.043,-0.004,0.118,-0.003,0.044,0.093,1.04,12.03,11.03,2.57,31/12/2022,BRKM5
9,0.135,0.187,0.204,0.284,0.149,0.02,0.172,0.018,0.093,0.137,1.12,10.61,9.61,1.66,30/09/2022,BRKM5
10,0.221,0.313,0.334,0.475,0.756,0.074,0.223,0.06,0.144,0.185,1.24,9.69,8.69,1.23,30/06/2022,BRKM5
11,0.328,0.506,0.498,0.767,,0.163,0.273,0.14,0.21,0.249,1.17,7.49,6.49,0.77,31/03/2022,BRKM5
12,0.406,0.665,0.615,1.008,-6.35,0.162,0.304,0.132,0.247,0.286,1.23,11.77,10.77,0.87,31/12/2021,BRKM5
13,0.301,0.538,0.455,0.816,-3.203,0.166,0.315,0.149,0.244,0.284,1.12,7.40,6.40,0.80,30/09/2021,BRKM5
14,0.221,0.369,0.334,0.559,-2.766,0.111,0.305,0.112,0.195,0.242,0.99,10.15,9.15,1.20,30/06/2021,BRKM5
15,0.089,0.149,0.135,0.226,0.548,-0.007,0.252,-0.008,0.092,0.15,0.89,218.66,217.66,2.88,31/03/2021,BRKM5
16,-0.001,-0.002,-0.002,-0.003,-1.37,-0.098,0.191,-0.114,-0.001,0.068,0.86,-39.09,-40.09,7.05,31/12/2020,BRKM5
17,-0.094,-0.107,-0.143,-0.162,-1.44,-0.16,0.15,-0.199,-0.091,-0.014,0.80,-19.30,-20.30,-44.28,30/09/2020,BRKM5
18,-0.073,-0.085,-0.111,-0.128,-1.179,-0.156,0.12,-0.199,-0.073,0.004,0.78,-25.01,-26.01,154.84,30/06/2020,BRKM5
19,-0.038,-0.043,-0.057,-0.064,-0.878,-0.119,0.117,-0.142,-0.034,0.038,0.84,-77.16,-78.16,14.77,31/03/2020,BRKM5
20,-0.001,-0.001,-0.002,-0.002,-0.412,-0.047,0.127,-0.054,-0.001,0.068,0.88,13.95,12.95,6.28,31/12/2019,BRKM5
21,0.104,0.112,0.157,0.17,0.006,0.001,0.131,0.001,0.086,0.147,0.90,9.01,8.01,2.77,30/09/2019,BRKM5
22,0.161,0.173,0.244,0.262,0.396,0.039,0.157,0.04,0.12,0.177,0.99,7.57,6.57,1.95,30/06/2019,BRKM5
23,0.193,0.21,0.292,0.318,0.398,0.06,0.184,0.055,0.147,0.2,1.10,7.38,6.38,1.67,31/03/2019,BRKM5
24,0.19,0.208,0.288,0.315,0.44,0.054,0.2,0.049,0.143,0.195,1.09,8.72,7.72,1.74,31/12/2018,BRKM5
25,0.222,0.254,0.337,0.385,0.431,0.063,0.233,0.06,0.168,0.221,1.05,8.47,7.47,1.65,30/09/2018,BRKM5
26,0.203,0.23,0.307,0.349,0.432,0.051,0.239,0.054,0.164,0.222,0.95,10.11,9.11,1.80,30/06/2018,BRKM5
27,0.229,0.258,0.347,0.392,0.625,0.064,0.239,0.067,0.168,0.228,0.95,6.61,5.61,1.66,31/03/2018,BRKM5
28,0.282,0.319,0.428,0.483,1.491,0.079,0.261,0.083,0.19,0.249,0.95,8.18,7.18,1.62,31/12/2017,BRKM5
29,0.127,0.193,0.192,0.293,0.218,0.022,0.258,0.024,0.121,0.181,0.92,6.88,5.88,1.88,30/09/2017,BRKM5
30,0.125,0.183,0.19,0.278,0.223,0.024,0.263,0.026,0.13,0.189,0.92,8.47,7.47,1.95,30/06/2017,BRKM5
31,0.122,0.188,0.185,0.285,0.132,0.01,0.271,0.012,0.131,0.189,0.85,9.78,8.78,1.75,31/03/2017,BRKM5
32,0.112,0.179,0.17,0.271,-0.203,-0.007,0.267,-0.009,0.125,0.181,0.79,18.92,17.92,1.93,31/12/2016,BRKM5
33,0.154,0.239,0.233,0.362,0.989,0.038,0.258,0.047,0.178,0.23,0.81,9.92,8.92,1.33,30/09/2016,BRKM5
34,0.178,0.254,0.27,0.385,0.603,0.057,0.252,0.06,0.178,0.225,0.94,9.15,8.15,1.52,30/06/2016,BRKM5
35,0.178,0.259,0.27,0.392,0.973,0.068,0.244,0.074,0.174,0.218,0.91,13.12,12.12,1.66,31/03/2016,BRKM5
36,0.156,0.208,0.236,0.315,0.52,0.064,0.22,0.066,0.149,0.194,0.96,29.65,28.65,2.17,31/12/2015,BRKM5
37,0.136,0.185,0.206,0.28,0.4,0.061,0.196,0.064,0.137,0.182,0.95,25.69,24.69,2.54,30/09/2015,BRKM5
38,0.11,0.141,0.167,0.214,0.203,0.036,0.168,0.037,0.108,0.154,0.97,10.61,9.61,2.57,30/06/2015,BRKM5
39,0.078,0.081,0.118,0.123,0.086,0.015,0.137,0.016,0.077,0.123,0.95,14.36,13.36,3.30,31/03/2015,BRKM5
40,0.082,0.108,0.124,0.164,0.114,0.018,0.13,0.019,0.078,0.122,0.95,8.18,7.18,2.91,31/12/2014,BRKM5
41,0.08,0.099,0.122,0.15,0.101,0.018,0.127,0.018,0.074,0.12,0.99,6.57,5.57,2.83,30/09/2014,BRKM5
42,0.092,0.099,0.139,0.15,0.121,0.022,0.131,0.021,0.079,0.126,1.02,5.63,4.63,2.62,30/06/2014,BRKM5
43,0.089,0.095,0.135,0.143,0.08,0.016,0.131,0.016,0.079,0.127,1.02,5.64,4.64,3.55,31/03/2014,BRKM5
44,0.075,0.079,0.114,0.12,0.059,0.012,0.126,0.012,0.067,0.117,1.00,6.41,5.41,2.97,31/12/2013,BRKM5
45,0.071,0.076,0.108,0.115,0.092,0.019,0.12,0.02,0.065,0.116,0.95,5.69,4.69,3.17,30/09/2013,BRKM5
46,0.052,0.055,0.078,0.084,0.028,0.006,0.106,0.006,0.049,0.102,0.92,5.63,4.63,4.09,30/06/2013,BRKM5
47,0.047,0.052,0.072,0.079,-0.068,-0.017,0.1,-0.018,0.046,0.099,0.93,4.82,3.82,4.14,31/03/2013,BRKM5
48,0.043,0.046,0.065,0.07,-0.075,-0.02,0.093,-0.021,0.043,0.098,0.95,4.80,3.80,4.10,31/12/2012,BRKM5
49,0.04,0.043,0.061,0.065,-0.122,-0.033,0.088,-0.034,0.038,0.091,0.96,4.93,3.93,4.15,30/09/2012,BRKM5
50,0.04,0.044,0.061,0.067,-0.195,-0.061,0.089,-0.061,0.04,0.093,0.99,4.79,3.79,4.16,30/06/2012,BRKM5
51,0.051,0.055,0.077,0.083,-0.063,-0.02,0.103,-0.02,0.051,0.102,0.98,4.02,3.02,3.29,31/03/2012,BRKM5
52,0.058,0.062,0.088,0.094,-0.05,-0.015,0.116,-0.016,0.058,0.11,0.96,3.84,2.84,3.33,31/12/2011,BRKM5
53,0.069,0.074,0.105,0.112,0.003,0.001,0.139,0.001,0.072,0.13,0.90,3.72,2.72,2.69,30/09/2011,BRKM5
54,0.074,0.078,0.111,0.118,0.163,0.045,0.15,0.053,0.082,0.14,0.85,3.21,2.21,2.34,30/06/2011,BRKM5
55,0.18,0.185,0.273,0.28,0.437,0.093,0.152,0.077,0.115,0.178,1.20,3.23,2.23,2.03,31/03/2011,BRKM5
56,0.19,0.187,0.288,0.283,0.4,0.086,0.16,0.074,0.126,0.189,1.15,3.32,2.32,2.10,31/12/2010,BRKM5
57,0.147,0.144,0.222,0.219,0.118,0.03,0.161,0.03,0.122,,1.00,3.35,2.35,NA,30/09/2010,BRKM5
58,0.148,0.142,0.225,0.216,0.146,0.033,0.181,0.039,0.141,,0.85,3.61,2.61,NA,30/06/2010,BRKM5
59,0.085,0.08,0.128,0.121,0.263,0.043,0.182,0.058,0.093,,0.74,4.72,3.72,NA,31/03/2010,BRKM5
60,0.07,0.066,0.107,0.1,0.249,0.04,0.169,0.06,0.084,,0.67,4.66,3.66,NA,31/12/2009,BRKM5
61,0.055,0.059,0.083,0.09,-0.055,-0.015,0.18,-0.022,0.085,,0.68,3.92,2.92,NA,30/09/2009,BRKM5
62,0.042,0.046,0.063,0.069,-0.262,-0.084,0.157,-0.113,0.06,,0.74,4.45,3.45,NA,30/06/2009,BRKM5
63,0.035,0.04,0.054,0.061,-0.439,-0.121,0.152,-0.153,0.049,,0.79,6.09,5.09,NA,31/03/2009,BRKM5
64,0.046,0.053,0.07,0.081,-0.433,-0.119,0.157,-0.139,0.054,,0.86,6.17,5.17,NA,31/12/2008,BRKM5
65,0.05,0.063,0.076,0.096,-0.059,-0.018,0.152,-0.019,0.057,,0.95,3.72,2.72,NA,30/09/2008,BRKM5
66,0.056,0.071,0.086,0.108,0.107,0.031,0.16,0.034,0.065,,0.91,3.12,2.12,NA,30/06/2008,BRKM5
67,0.101,0.117,0.153,0.177,0.118,0.033,0.171,0.028,0.084,,1.19,3.61,2.61,NA,31/03/2008,BRKM5
68,0.093,0.107,0.14,0.163,0.127,0.034,0.183,0.031,0.084,,1.08,3.63,2.63,NA,31/12/2007,BRKM5
69,0.09,0.106,0.137,0.161,0.138,0.037,0.2,0.037,0.1,,1.00,3.26,2.26,NA,30/09/2007,BRKM5
70,0.087,0.102,0.131,0.154,0.094,0.027,0.197,0.028,0.098,,0.97,3.41,2.41,NA,30/06/2007,BRKM5
71,0.066,0.08,0.101,0.121,0.019,0.006,0.182,0.007,0.079,,0.85,3.58,2.58,NA,31/03/2007,BRKM5
72,0.069,0.088,0.104,0.132,0.022,0.007,0.169,0.008,0.079,,0.83,3.78,2.78,NA,31/12/2006,BRKM5
73,0.052,0.064,0.078,0.096,-0.007,-0.002,0.156,-0.003,0.069,,0.84,3.71,2.71,NA,30/09/2006,BRKM5
74,0.052,0.065,0.078,0.098,0.012,0.004,0.152,0.005,0.066,,0.78,3.45,2.45,NA,30/06/2006,BRKM5
75,0.073,0.092,0.11,0.139,0.123,0.036,0.18,0.043,0.09,,0.83,3.42,2.42,NA,31/03/2006,BRKM5
76,0.093,0.114,0.141,0.173,0.15,0.042,0.208,0.048,0.112,,0.88,3.44,2.44,NA,31/12/2005,BRKM5
77,0.103,0.125,0.156,0.19,0.304,0.071,0.233,0.092,0.132,,0.77,3.16,2.16,NA,30/09/2005,BRKM5
78,0.125,0.151,0.19,0.228,0.762,0.108,0.253,0.121,0.159,,0.89,3.31,2.31,NA,30/06/2005,BRKM5
79,0.127,0.152,0.193,0.229,0.365,0.058,0.256,0.067,0.165,,0.87,3.44,2.44,NA,31/03/2005,BRKM5
80,0.113,0.138,0.171,0.209,0.327,0.05,0.255,0.057,0.166,,0.88,3.56,2.56,NA,31/12/2004,BRKM5
81,0.105,0.128,0.159,0.193,0.004,0.001,0.233,0.001,0.155,,0.86,4.30,3.30,NA,30/09/2004,BRKM5
82,0.09,0.111,0.137,0.168,-0.234,-0.04,0.226,-0.051,0.142,,0.78,7.06,6.06,NA,30/06/2004,BRKM5
83,0.076,0.091,0.115,0.137,0.048,0.007,0.214,0.009,0.13,,0.69,6.25,5.25,NA,31/03/2004,BRKM5
84,0.074,0.086,0.112,0.13,0.118,0.015,0.202,0.021,0.125,,0.72,6.57,5.57,NA,31/12/2003,BRKM5
85,0.119,0.139,0.181,0.211,1.863,0.109,0.194,0.15,0.212,,0.73,5.98,4.98,NA,30/09/2003,BRKM5
86,0.254,0.272,0.385,0.412,-0.086,-0.026,0.191,-0.016,0.196,,1.71,5.90,4.90,NA,30/06/2003,BRKM5
87,0.232,0.248,0.352,0.376,-0.377,-0.145,0.19,-0.095,0.211,,1.53,7.45,6.45,NA,31/03/2003,BRKM5
88,0.182,0.195,0.276,0.296,-0.451,-0.173,0.18,-0.149,0.214,,1.16,7.73,6.73,NA,31/12/2002,BRKM5
89,,,,,,,0.187,-0.411,0.082,,NA,17.03,16.03,NA,30/09/2002,BRKM5
90,,,,,,,0.159,-0.13,0.066,,NA,3.25,2.25,NA,30/06/2002,BRKM5
91,,,,,,,0.16,-0.024,0.082,,NA,2.61,1.61,NA,31/03/2002,BRKM5
92,0.062,0.064,0.094,0.096,-0.012,-0.008,0.158,-0.009,0.101,,0.88,2.60,1.60,NA,31/12/2001,BRKM5
93,0.053,0.054,0.08,0.081,0.027,0.016,0.142,0.02,0.094,,0.82,1.71,0.71,NA,30/06/2001,BRKM5
94,0.063,0.064,0.095,0.097,0.054,0.033,0.16,0.04,0.11,,0.82,1.71,0.71,NA,31/03/2001,BRKM5
95,0.075,0.077,0.114,0.117,0.109,0.064,0.186,0.079,0.131,,0.82,1.65,0.65,NA,31/12/2000,BRKM5
96,0.095,0.096,0.144,0.146,0.149,0.087,0.236,0.111,0.175,,0.78,1.67,0.67,NA,30/09/2000,BRKM5
97,0.104,0.106,0.158,0.16,0.14,0.083,0.266,0.114,0.21,,0.72,1.63,0.63,NA,30/06/2000,BRKM5
98,0.097,0.098,0.147,0.149,0.124,0.072,0.274,0.115,0.224,,0.63,1.65,0.65,NA,31/03/2000,BRKM5
0,0.053,0.052,0.081,0.078,0.04,0.019,0.421,0.043,0.135,0.424,0.45,2.65,1.65,2.88,31/12/2024,BRST3
1,0.057,0.055,0.086,0.083,0.079,0.038,0.424,0.089,0.15,0.432,0.43,2.65,1.65,3.27,30/09/2024,BRST3
2,0.059,0.058,0.09,0.087,0.089,0.043,0.435,0.104,0.163,0.441,0.41,2.18,1.18,1.94,30/06/2024,BRST3
3,0.066,0.064,0.099,0.096,0.107,0.051,0.453,0.129,0.187,0.459,0.40,2.18,1.18,1.89,31/03/2024,BRST3
4,,,,,,,0.467,0.14,0.209,0.475,NA,2.08,1.08,1.59,31/12/2023,BRST3
0,,,,,0.074,0.006,0.297,0.039,,,0.15,14.20,13.20,,31/12/2024,BRSR3
1,,,,,0.083,0.006,0.298,0.045,,,0.14,13.86,12.86,,30/09/2024,BRSR3
2,,,,,0.101,0.008,0.283,0.053,,,0.15,13.41,12.41,,30/06/2024,BRSR3
3,,,,,0.105,0.009,0.279,0.058,,,0.15,12.99,11.99,,31/03/2024,BRSR3
4,,,,,0.106,0.009,0.269,0.059,,,0.15,12.75,11.75,,31/12/2023,BRSR3
5,,,,,0.103,0.008,0.265,0.055,,,0.15,12.83,11.83,,30/09/2023,BRSR3
6,,,,,0.091,0.007,0.26,0.05,,,0.15,12.28,11.28,,30/06/2023,BRSR3
7,,,,,0.102,0.009,0.255,0.057,,,0.15,11.95,10.95,,31/03/2023,BRSR3
8,,,,,0.093,0.008,0.261,0.056,,,0.14,11.95,10.95,,31/12/2022,BRSR3
9,,,,,,,0.263,0.065,,,NA,12.64,11.64,,30/09/2022,BRSR3
10,,,,,,,0.302,0.082,,,NA,12.30,11.30,,30/06/2022,BRSR3
11,,,,,,,0.356,0.089,,,NA,11.72,10.72,,31/03/2022,BRSR3
12,,,,,0.131,0.012,0.422,0.112,,,0.10,11.64,10.64,,31/12/2021,BRSR3
13,,,,,0.112,0.01,0.62,0.113,,,0.09,11.58,10.58,,30/09/2021,BRSR3
14,,,,,0.109,0.01,0.731,0.117,,,0.09,11.31,10.31,,30/06/2021,BRSR3
15,,,,,0.093,0.009,0.635,0.089,,,0.10,11.12,10.12,,31/03/2021,BRSR3
16,,,,,0.079,0.008,0.473,0.066,,,0.11,11.22,10.22,,31/12/2020,BRSR3
17,,,,,0.115,0.011,0.4,0.09,,,0.12,10.78,9.78,,30/09/2020,BRSR3
18,,,,,0.142,0.014,0.367,0.099,,,0.14,10.54,9.54,,30/06/2020,BRSR3
19,,,,,0.174,0.017,0.381,0.117,,,0.14,10.28,9.28,,31/03/2020,BRSR3
20,,,,,0.172,0.016,0.447,0.125,,,0.13,10.58,9.58,,31/12/2019,BRSR3
21,,,,,0.166,0.016,0.397,0.111,,,0.14,10.34,9.34,,30/09/2019,BRSR3
22,,,,,0.17,0.016,0.412,0.113,,,0.14,10.46,9.46,,30/06/2019,BRSR3
23,,,,,0.156,0.016,0.403,0.104,,,0.15,10.51,9.51,,31/03/2019,BRSR3
24,,,,,0.123,0.012,0.434,0.087,,,0.14,10.64,9.64,,31/12/2018,BRSR3
25,,,,,0.195,0.019,0.403,0.123,,,0.15,10.39,9.39,,30/09/2018,BRSR3
26,,,,,0.188,0.018,0.381,0.118,,,0.15,10.63,9.63,,30/06/2018,BRSR3
27,,,,,0.18,0.017,0.367,0.11,,,0.15,9.89,8.89,,31/03/2018,BRSR3
28,,,,,0.163,0.016,0.414,0.099,,,0.16,10.11,9.11,,31/12/2017,BRSR3
29,,,,,0.108,0.01,0.316,0.062,,,0.17,10.53,9.53,,30/09/2017,BRSR3
30,,,,,0.091,0.009,0.29,0.05,,,0.18,10.61,9.61,,30/06/2017,BRSR3
31,,,,,0.095,0.009,0.295,0.052,,,0.18,10.56,9.56,,31/03/2017,BRSR3
32,,,,,0.112,0.011,0.423,0.06,,,0.18,10.44,9.44,,31/12/2016,BRSR3
33,,,,,0.105,0.01,0.283,0.056,,,0.18,10.33,9.33,,30/09/2016,BRSR3
34,,,,,0.154,0.014,0.269,0.077,,,0.19,10.35,9.35,,30/06/2016,BRSR3
35,,,,,0.155,0.015,0.263,0.078,,,0.19,10.26,9.26,,31/03/2016,BRSR3
36,,,,,0.152,0.015,0.279,0.079,,,0.18,10.52,9.52,,31/12/2015,BRSR3
37,,,,,0.175,0.016,0.246,0.083,,,0.19,10.53,9.53,,30/09/2015,BRSR3
38,,,,,0.152,0.014,0.278,0.077,,,0.18,10.77,9.77,,30/06/2015,BRSR3
39,,,,,0.147,0.013,0.289,0.075,,,0.18,10.58,9.58,,31/03/2015,BRSR3
40,,,,,0.116,0.012,0.362,0.072,,,0.16,10.41,9.41,,31/12/2014,BRSR3
41,,,,,0.126,0.012,0.353,0.075,,,0.16,10.83,9.83,,30/09/2014,BRSR3
42,,,,,0.123,0.011,0.376,0.076,,,0.15,10.80,9.80,,30/06/2014,BRSR3
43,,,,,0.139,0.014,0.377,0.085,,,0.16,11.10,10.10,,31/03/2014,BRSR3
44,,,,,0.147,0.016,0.435,0.103,,,0.15,10.15,9.15,,31/12/2013,BRSR3
45,,,,,0.166,0.018,0.416,0.112,,,0.16,10.73,9.73,,30/09/2013,BRSR3
46,,,,,0.176,0.019,0.429,0.122,,,0.16,10.80,9.80,,30/06/2013,BRSR3
47,,,,,0.178,0.02,0.409,0.117,,,0.17,10.03,9.03,,31/03/2013,BRSR3
48,,,,,0.182,0.022,0.51,0.122,,,0.18,9.29,8.29,,31/12/2012,BRSR3
49,,,,,0.199,0.023,0.4,0.12,,,0.19,9.35,8.35,,30/09/2012,BRSR3
50,,,,,0.215,0.025,0.387,0.12,,,0.21,9.24,8.24,,30/06/2012,BRSR3
51,,,,,0.226,0.027,0.411,0.133,,,0.21,8.80,7.80,,31/03/2012,BRSR3
52,,,,,0.234,0.029,0.487,0.145,,,0.20,8.36,7.36,,31/12/2011,BRSR3
53,,,,,0.242,0.028,0.413,0.143,,,0.19,8.56,7.56,,30/09/2011,BRSR3
54,,,,,0.244,0.028,0.434,0.147,,,0.19,8.50,7.50,,30/06/2011,BRSR3
55,,,,,0.239,0.028,0.438,0.147,,,0.19,8.27,7.27,,31/03/2011,BRSR3
56,,,,,0.223,0.026,0.507,0.144,,,0.18,8.18,7.18,,31/12/2010,BRSR3
57,,,,,0.211,0.024,0.442,0.133,,,0.18,8.63,7.63,,30/09/2010,BRSR3
58,,,,,0.199,0.023,0.446,0.128,,,0.18,8.66,7.66,,30/06/2010,BRSR3
59,,,,,0.177,0.021,0.446,0.115,,,0.18,8.58,7.58,,31/03/2010,BRSR3
60,,,,,0.176,0.022,0.438,0.112,,,0.19,8.53,7.53,,31/12/2009,BRSR3
61,,,,,0.178,0.021,0.415,0.106,,,0.19,8.66,7.66,,30/09/2009,BRSR3
62,,,,,0.17,0.021,0.384,0.099,,,0.21,8.67,7.67,,30/06/2009,BRSR3
63,,,,,0.204,0.027,0.377,0.122,,,0.22,8.44,7.44,,31/03/2009,BRSR3
64,,,,,0.212,0.029,0.39,0.134,,,0.22,8.19,7.19,,31/12/2008,BRSR3
65,,,,,0.196,0.026,0.4,0.132,,,0.20,8.58,7.58,,30/09/2008,BRSR3
66,,,,,0.271,0.029,0.423,0.136,,,0.21,7.99,6.99,,30/06/2008,BRSR3
67,,,,,0.216,0.025,0.425,0.112,,,0.22,7.67,6.67,,31/03/2008,BRSR3
68,,,,,0.708,0.059,0.414,0.266,,,0.22,7.34,6.34,,31/12/2007,BRSR3
69,,,,,0.7,0.06,0.475,0.247,,,0.24,7.39,6.39,,30/09/2007,BRSR3
70,,,,,0.729,0.062,0.466,0.246,,,0.25,9.32,8.32,,30/06/2007,BRSR3
71,,,,,0.756,0.066,0.448,0.248,,,0.27,8.77,7.77,,31/03/2007,BRSR3
72,,,,,0.316,0.026,0.458,0.094,,,0.27,12.08,11.08,,31/12/2006,BRSR3
73,,,,,0.337,0.029,0.478,0.096,,,0.30,11.77,10.77,,30/09/2006,BRSR3
74,,,,,0.33,0.028,0.478,0.09,,,0.31,11.82,10.82,,30/06/2006,BRSR3
75,,,,,0.324,0.027,0.453,0.09,,,0.30,11.48,10.48,,31/03/2006,BRSR3
76,,,,,0.343,0.029,0.454,0.098,,,0.30,12.32,11.32,,31/12/2005,BRSR3
77,,,,,0.418,0.031,0.469,0.109,,,0.28,11.72,10.72,,30/09/2005,BRSR3
78,,,,,0.437,0.03,0.48,0.113,,,0.26,11.65,10.65,,30/06/2005,BRSR3
79,,,,,0.418,0.03,0.484,0.114,,,0.26,11.91,10.91,,31/03/2005,BRSR3
80,,,,,0.379,0.026,0.466,0.1,,,0.26,11.82,10.82,,31/12/2004,BRSR3
81,,,,,,,0.442,0.097,,,NA,13.54,12.54,,30/09/2004,BRSR3
82,,,,,,,0.406,0.095,,,NA,14.63,13.63,,30/06/2004,BRSR3
83,,,,,,,0.386,0.084,,,NA,13.98,12.98,,31/03/2004,BRSR3
84,,,,,0.412,0.026,0.37,0.087,,,0.29,14.64,13.64,,31/12/2003,BRSR3
85,,,,,0.314,0.018,0.318,0.063,,,0.29,15.64,14.64,,30/09/2003,BRSR3
86,,,,,0.326,0.02,0.349,0.059,,,0.34,16.38,15.38,,30/06/2003,BRSR3
87,,,,,0.292,0.019,0.341,0.059,,,0.32,16.58,15.58,,31/03/2003,BRSR3
88,,,,,0.256,0.017,0.333,0.052,,,0.32,16.20,15.20,,31/12/2002,BRSR3
89,,,,,0.225,0.016,0.359,0.045,,,0.36,17.19,16.19,,30/09/2002,BRSR3
90,,,,,0.212,0.015,0.326,0.049,,,0.31,16.01,15.01,,30/06/2002,BRSR3
91,,,,,0.218,0.015,0.332,0.057,,,0.26,15.28,14.28,,31/03/2002,BRSR3
92,,,,,0.177,0.012,0.33,0.046,,,0.27,15.31,14.31,,31/12/2001,BRSR3
93,,,,,0.163,0.013,0.349,0.052,,,0.25,14.72,13.72,,31/03/2001,BRSR3
94,,,,,0.164,0.013,0.354,0.052,,,0.26,14.24,13.24,,31/12/2000,BRSR3
95,,,,,0.135,0.01,0.348,0.048,,,0.21,12.93,11.93,,30/09/2000,BRSR3
96,,,,,0.099,0.008,0.352,0.034,,,0.22,12.70,11.70,,30/06/2000,BRSR3
97,,,,,0.058,0.004,0.324,0.019,,,0.23,12.68,11.68,,31/03/2000,BRSR3
0,,,,,0.074,0.006,0.297,0.039,,,0.15,14.20,13.20,,31/12/2024,BRSR6
1,,,,,0.083,0.006,0.298,0.045,,,0.14,13.86,12.86,,30/09/2024,BRSR6
2,,,,,0.101,0.008,0.283,0.053,,,0.15,13.41,12.41,,30/06/2024,BRSR6
3,,,,,0.105,0.009,0.279,0.058,,,0.15,12.99,11.99,,31/03/2024,BRSR6
