,receita_liquida,resultado_bruto,ebit,amortizacao,ebitda,lucro_liquido,lucro_por_acao,datas,tic
11,21550.0,5190.0,4500.0,-653.75,5150.0,1170.0,1.07,31/12/2021,GOAU4
12,21320.0,6420.0,7380.0,-615.55,7990.0,1810.0,1.67,30/09/2021,GOAU4
13,19130.0,5410.0,5560.0,-617.32,6180.0,1670.0,1.53,30/06/2021,GOAU4
14,16340.0,3800.0,3550.0,-629.3,4180.0,799.51,0.74,31/03/2021,GOAU4
15,13620.0,2660.0,2550.0,-647.83,3200.0,380.15,0.35,31/12/2020,GOAU4
16,12220.0,1700.0,1390.0,-625.58,2020.0,301.84,0.28,30/09/2020,GOAU4
17,8740.0,718.07,773.34,-612.08,1390.0,114.18,0.11,30/06/2020,GOAU4
18,9230.0,855.46,469.31,-556.35,1030.0,76.78,0.07,31/03/2020,GOAU4
19,9530.0,676.54,566.09,-539.68,1110.0,36.15,0.03,31/12/2019,GOAU4
20,9930.0,985.17,700.14,-501.99,1200.0,104.01,0.10,30/09/2019,GOAU4
21,10150.0,1270.0,923.5,-526.84,1450.0,132.43,0.13,30/06/2019,GOAU4
22,10030.0,1270.0,984.98,-505.8,1490.0,152.5,0.15,31/03/2019,GOAU4
23,10900.0,1300.0,629.26,-503.93,1130.0,118.96,0.12,31/12/2018,GOAU4
24,12840.0,1860.0,1260.0,-477.83,1740.0,282.47,0.29,30/09/2018,GOAU4
25,12040.0,1640.0,1170.0,-456.55,1630.0,250.61,0.25,30/06/2018,GOAU4
26,10390.0,1340.0,958.4,-453.52,1410.0,146.97,0.15,31/03/2018,GOAU4
27,10390.0,1340.0,958.4,-453.52,1410.0,146.97,0.15,31/12/2017,GOAU4
28,9480.0,974.48,579.16,-514.45,1090.0,37.74,0.04,30/09/2017,GOAU4
29,9170.0,936.71,479.75,-526.18,1010.0,23.96,0.02,30/06/2017,GOAU4
30,9170.0,936.71,479.75,-526.18,1010.0,23.96,0.02,31/03/2017,GOAU4
31,8620.0,521.29,-2860.0,-671.26,-2190.0,-1240.0,-  1.29,31/12/2016,GOAU4
32,8700.0,1050.0,592.88,-566.2,1160.0,-34.89,-  0.04,30/09/2016,GOAU4
33,10250.0,1080.0,426.37,-617.31,1040.0,-35.59,-  0.04,30/06/2016,GOAU4
34,10080.0,812.68,198.39,-681.19,879.58,-64.88,-  0.07,31/03/2016,GOAU4
35,10450.0,786.55,-2990.0,-707.04,-2280.0,-1390.0,-  1.52,31/12/2015,GOAU4
36,11930.0,1210.0,-1380.0,-671.29,-707.4,-1010.0,-  2.45,30/09/2015,GOAU4
37,10760.0,1180.0,549.18,-626.31,1180.0,31.45,0.08,30/06/2015,GOAU4
38,10450.0,1110.0,480.85,-603.28,1080.0,38.26,0.09,31/03/2015,GOAU4
39,10840.0,1280.0,936.34,-590.08,1530.0,-106.23,-  0.26,31/12/2014,GOAU4
40,10710.0,1280.0,663.53,-555.43,1220.0,65.91,0.16,30/09/2014,GOAU4
41,10440.0,1260.0,620.95,-540.24,1160.0,98.12,0.24,30/06/2014,GOAU4
42,10550.0,1320.0,649.17,-541.66,1190.0,144.35,0.35,31/03/2014,GOAU4
43,10320.0,1350.0,794.9,-561.45,1360.0,130.77,0.32,31/12/2013,GOAU4
44,10490.0,1530.0,874.44,-527.69,1400.0,188.94,0.46,30/09/2013,GOAU4
45,10490.0,1530.0,874.44,-527.69,1400.0,188.94,0.46,30/06/2013,GOAU4
46,9170.0,908.22,327.51,-464.12,791.63,34.13,0.08,31/03/2013,GOAU4
47,8990.0,1020.0,416.72,-465.44,882.16,28.67,0.07,31/12/2012,GOAU4
48,8990.0,1020.0,416.72,-465.44,882.16,28.67,0.07,30/09/2012,GOAU4
49,9820.0,1200.0,561.55,-465.06,1030.0,127.65,0.31,30/06/2012,GOAU4
50,9980.0,1420.0,778.01,-459.12,1240.0,192.76,0.47,31/03/2012,GOAU4
51,9200.0,1110.0,564.18,-437.97,1000.0,107.65,0.26,31/12/2011,GOAU4
52,9070.0,1200.0,573.12,-456.12,1030.0,152.94,0.37,30/09/2011,GOAU4
53,9010.0,1400.0,870.88,-430.89,1300.0,186.85,0.45,30/06/2011,GOAU4
54,8360.0,1160.0,651.35,-447.59,1100.0,152.39,0.37,31/03/2011,GOAU4
55,7800.0,948.76,665.36,,,175.74,0.43,31/12/2010,GOAU4
56,8189.999999999999,1350.0,772.33,,,219.12,0.53,30/09/2010,GOAU4
57,8300.0,1810.0,1250.0,,,314.61,0.76,30/06/2010,GOAU4
58,7110.0,1410.0,922.41,,,186.21,0.45,31/03/2010,GOAU4
59,13340.0,1040.0,-1060.0,,,-244.57,-  0.59,31/12/2009,GOAU4
60,,,292.31,,,276.05,0.67,30/09/2009,GOAU4
61,,,-35.89,,,-54.29,-  0.13,30/06/2009,GOAU4
62,,,56.52,,,43.38,0.11,31/03/2009,GOAU4
63,,,-9.13,,,9.81,0.02,31/12/2008,GOAU4
64,,,262.78,,,259.11,0.63,30/09/2008,GOAU4
65,,,668.3,,,657.14,1.59,30/06/2008,GOAU4
66,,,354.54,,,356.96,1.91,31/03/2008,GOAU4
67,,,200.87,,,190.9,1.02,31/12/2007,GOAU4
68,,,252.18,,,253.13,1.35,30/09/2007,GOAU4
69,6710.0,1750.0,934.53,,,299.25,1.60,30/06/2007,GOAU4
70,6490.0,1640.0,924.74,,,319.16,1.71,31/03/2007,GOAU4
71,5960.0,1550.0,758.73,,,312.44,1.67,31/12/2006,GOAU4
72,6070.0,1790.0,1220.0,,,347.79,1.86,30/09/2006,GOAU4
73,5900.0,1700.0,1200.0,,,348.09,1.86,30/06/2006,GOAU4
74,5610.0,1480.0,815.69,,,337.15,2.70,31/03/2006,GOAU4
75,4890.0,1290.0,1090.0,,,297.8,2.39,31/12/2005,GOAU4
76,5090.0,1370.0,808.3,,,323.7,2.59,30/09/2005,GOAU4
77,5440.0,1460.0,1160.0,,,342.37,2.74,30/06/2005,GOAU4
78,5830.0,1610.0,1270.0,,,311.71,3.75,31/03/2005,GOAU4
79,4890.0,1480.0,1240.0,,,404.54,4.86,31/12/2004,GOAU4
80,4890.0,1480.0,1240.0,,,404.54,4.86,30/09/2004,GOAU4
81,5300.0,1870.0,1450.0,,,353.3,4.25,30/06/2004,GOAU4
82,4170.0,1020.0,725.65,,,166.96,4.02,31/03/2004,GOAU4
83,3520.0,868.49,501.48,,,218.14,5.25,31/12/2003,GOAU4
84,3490.0,805.86,536.86,,,123.76,2.98,30/09/2003,GOAU4
85,3030.0,784.3,271.66,,,105.72,2.54,30/06/2003,GOAU4
86,3330.0,831.57,457.4,,,127.56,0.01,31/03/2003,GOAU4
87,2570.0,745.13,185.63,,,97.88,0.00,31/12/2002,GOAU4
88,2960.0,821.42,1050.0,,,173.53,0.01,30/09/2002,GOAU4
89,1980.0,558.65,486.32,,,98.05,0.00,30/06/2002,GOAU4
90,1660.0,497.52,272.65,,,64.57,0.00,31/03/2002,GOAU4
91,3030.0,926.73,531.21,,,132.0,0.01,31/12/2001,GOAU4
92,3030.0,926.73,531.21,,,132.0,0.01,30/06/2001,GOAU4
93,3030.0,926.73,531.21,,,132.0,0.01,31/03/2001,GOAU4
94,,,,,,,NA,31/12/2000,GOAU4
95,,,65.01,,,61.83,0.00,30/09/2000,GOAU4
96,,,61.12,,,58.23,0.00,30/06/2000,GOAU4
97,,,61.12,,,58.23,0.00,31/03/2000,GOAU4
0,4960.0,1540.0,3.23,-877.96,881.19,-830.23,-  0.26,30/09/2024,GOLL4
1,3940.0,1060.0,-11.33,-30.67,19.34,-3910.0,-  1.22,30/06/2024,GOLL4
2,4710.0,1620.0,808.68,-428.36,1240.0,3790.0,1.18,31/03/2024,GOLL4
3,5040.0,1700.0,1180.0,-435.45,1620.0,-1100.0,-  0.34,31/12/2023,GOLL4
4,4670.0,1550.0,825.06,-782.86,1610.0,-1300.0,-  0.41,30/09/2023,GOLL4
5,4150.0,1140.0,537.2,-52.2,589.4,556.29,0.17,30/06/2023,GOLL4
6,4920.0,1410.0,796.5,-396.75,1190.0,619.53,0.19,31/03/2023,GOLL4
7,4730.0,1260.0,631.16,-461.82,1090.0,230.91,0.07,31/12/2022,GOLL4
8,4010.0,760.73,40.73,-730.92,771.65,-1550.0,-  0.48,30/09/2022,GOLL4
9,3240.0,523.9,-191.91,-129.84,-62.07,-2850.0,-  0.89,30/06/2022,GOLL4
10,3220.0,606.95,77.14,-397.55,474.69,2610.0,0.82,31/03/2022,GOLL4
11,2920.0,-950.97,-1750.0,-382.16,-1370.0,-2810.0,-  0.88,31/12/2021,GOLL4
12,1920.0,73.85,-752.45,-319.02,-433.44,-2530.0,-  0.80,30/09/2021,GOLL4
13,1030.0,-215.57,-810.25,-298.34,-511.91,642.91,0.20,30/06/2021,GOLL4
14,1570.0,-67.62,-522.5,-336.3,-186.21,-2530.0,-  0.81,31/03/2021,GOLL4
15,1890.0,278.9,-319.22,-400.76,81.54,16.82,0.01,31/12/2020,GOLL4
16,974.92,15.95,-760.45,-451.21,-309.24,-1720.0,-  0.55,30/09/2020,GOLL4
17,357.85,-144.16,-897.6,-490.55,-407.06,-2000.0,-  0.64,30/06/2020,GOLL4
18,3150.0,567.82,1030.0,-528.04,1550.0,-2290.0,-  0.73,31/03/2020,GOLL4
19,3800.0,1310.0,694.68,-458.54,1150.0,351.71,0.11,31/12/2019,GOLL4
20,3710.0,1160.0,612.97,-448.64,1060.0,-242.05,-  0.08,30/09/2019,GOLL4
21,3140.0,677.89,318.88,-415.23,734.1,-194.62,-  0.06,30/06/2019,GOLL4
22,3210.0,908.67,506.21,-405.58,911.79,-32.31,-  0.01,31/03/2019,GOLL4
23,3200.0,491.01,672.36,-178.67,851.03,502.36,0.16,31/12/2018,GOLL4
24,2890.0,555.19,180.5,-174.2,354.7,-409.24,-  0.13,30/09/2018,GOLL4
25,2350.0,387.07,42.81,-165.08,207.89,-1330.0,-  0.42,30/06/2018,GOLL4
26,2960.0,842.78,504.29,-150.57,654.86,147.47,0.05,31/03/2018,GOLL4
27,2980.0,903.7,388.01,-143.57,531.58,5.74,0.00,31/12/2017,GOLL4
28,2720.0,889.56,323.15,-136.31,459.46,327.62,0.06,30/09/2017,GOLL4
29,2230.0,421.39,25.4,-118.96,144.36,-474.55,-  0.09,30/06/2017,GOLL4
30,2650.0,680.0,253.2,-106.61,359.8,160.38,0.03,31/03/2017,GOLL4
31,2660.0,846.0,198.21,-121.91,320.12,-104.78,-  0.02,31/12/2016,GOLL4
32,2400.0,597.89,232.57,-100.76,333.09,,-  0.00,30/09/2016,GOLL4
33,2090.0,251.0,-171.0,-110.0,-61.0,253.0,0.05,30/06/2016,GOLL4
34,2710.0,614.0,437.0,-115.0,552.0,703.0,0.13,31/03/2016,GOLL4
35,2650.0,366.88,-95.34,-117.05,21.7,-1180.0,-  0.23,31/12/2015,GOLL4
36,2490.0,470.64,8.86,-104.74,113.61,-2180.0,-  0.42,30/09/2015,GOLL4
37,2130.0,137.64,-251.14,-97.48,-153.66,-395.91,-  0.08,30/06/2015,GOLL4
38,2510.0,542.48,153.84,-100.43,254.27,-704.56,-  0.14,31/03/2015,GOLL4
39,2730.0,570.07,170.69,-94.53,265.21,-668.42,-  0.13,31/12/2014,GOLL4
40,2460.0,491.98,151.96,-109.62,261.58,-272.38,-  0.96,30/09/2014,GOLL4
41,2380.0,411.78,37.85,-124.31,162.16,-174.18,-  0.62,30/06/2014,GOLL4
42,2490.0,445.19,144.45,-135.25,279.7,-131.2,-  0.47,31/03/2014,GOLL4
43,2730.0,624.97,162.86,-180.5,343.36,-91.26,-  0.33,31/12/2013,GOLL4
44,2230.0,333.8,37.04,-153.31,190.35,-197.04,-  0.71,30/09/2013,GOLL4
45,1910.0,194.98,-35.08,-116.23,81.15,-449.52,-  1.61,30/06/2013,GOLL4
46,2080.0,326.05,101.18,-110.93,212.1,-75.29,-  0.27,31/03/2013,GOLL4
47,2120.0,-16.43,-357.57,-147.47,-210.1,-447.08,-  1.60,31/12/2012,GOLL4
48,2120.0,-16.43,-357.57,-147.47,-210.1,-447.08,-  1.60,30/09/2012,GOLL4
49,1830.0,-90.58,-354.65,118.98,-473.63,-715.07,-  2.64,30/06/2012,GOLL4
50,2170.0,245.19,7.26,-118.98,126.24,-41.4,-  0.15,31/03/2012,GOLL4
51,2230.0,242.52,-33.9,-117.15,83.25,54.27,0.20,31/12/2011,GOLL4
52,1840.0,229.17,-75.06,-90.66,15.6,-516.5,-  1.91,30/09/2011,GOLL4
53,1570.0,-1.56,-270.81,-90.67,-180.15,-358.7,-  1.33,30/06/2011,GOLL4
54,1900.0,413.73,135.27,-90.16,225.43,69.4,0.26,31/03/2011,GOLL4
55,1870.0,-3510.0,261.91,,,132.21,0.49,31/12/2010,GOLL4
56,1790.0,1790.0,187.2,,,109.97,0.41,30/09/2010,GOLL4
57,1590.0,1590.0,57.27,,,-51.91,-  0.19,30/06/2010,GOLL4
58,1730.0,1730.0,191.42,,,23.92,0.09,31/03/2010,GOLL4
59,1600.0,367.55,97.29,,,383.39,1.45,31/12/2009,GOLL4
60,1500.0,331.85,102.23,,,79.96,0.35,30/09/2009,GOLL4
61,1390.0,327.07,86.37,,,340.54,1.49,30/06/2009,GOLL4
62,1510.0,271.1,94.71,,,54.58,0.27,31/03/2009,GOLL4
63,1620.0,461.96,298.18,,,-471.85,-  2.33,31/12/2008,GOLL4
64,1730.0,286.48,-48.83,,,-474.4,-  2.34,30/09/2008,GOLL4
65,1460.0,-71.54,-297.38,,,-216.77,-  1.07,30/06/2008,GOLL4
66,1610.0,192.42,-37.23,,,-74.1,-  0.37,31/03/2008,GOLL4
67,1490.0,147.94,-66.72,,,-29.54,-  0.15,31/12/2007,GOLL4
68,1290.0,187.85,17.65,,,49.42,0.24,30/09/2007,GOLL4
69,1150.0,14.26,-133.03,,,157.07,0.78,30/06/2007,GOLL4
70,1040.0,213.77,87.52,,,91.58,0.47,31/03/2007,GOLL4
71,1010.0,249.85,83.34,,,193.39,0.99,31/12/2006,GOLL4
72,1080.0,400.59,309.45,,,232.23,1.18,30/09/2006,GOLL4
73,844.03,256.06,119.36,,,98.17,0.50,30/06/2006,GOLL4
74,863.02,318.41,194.88,,,160.68,0.82,31/03/2006,GOLL4
75,821.11,293.48,154.28,,,151.49,0.77,31/12/2005,GOLL4
76,696.66,250.39,150.67,,,116.8,0.60,30/09/2005,GOLL4
77,562.17,145.03,55.13,,,43.74,0.22,30/06/2005,GOLL4
78,562.17,145.03,55.13,,,43.74,0.22,31/03/2005,GOLL4
79,625.03,265.11,158.78,,,98.31,0.52,31/12/2004,GOLL4
80,517.23,225.01,141.89,,,86.42,0.46,30/09/2004,GOLL4
81,385.53,135.76,68.15,,,49.14,0.26,30/06/2004,GOLL4
82,126.56,34.29,9.05,,,5.93,0.10,31/03/2004,GOLL4
83,126.56,34.29,9.05,,,5.93,0.10,31/12/2003,GOLL4
0,7730.0,1020.0,253.07,-651.98,905.05,-81.26,-  0.01,30/09/2024,HAPV3
1,437.1,149.9,-313.41,-112.7,-200.71,-381.35,-  0.05,30/06/2024,HAPV3
2,1320.0,993.7,498.97,-105.89,604.86,59.31,0.01,31/03/2024,HAPV3
3,24360.0,1110.0,669.8,-124.84,794.64,-135.59,-  0.02,31/12/2023,HAPV3
4,1210.0,849.65,319.6,-130.49,450.09,-97.16,-  0.01,30/09/2023,HAPV3
5,6800.0,534.08,82.24,-130.84,213.08,-286.64,-  0.04,30/06/2023,HAPV3
6,1120.0,542.14,100.02,-97.19,197.21,-238.54,-  0.03,31/03/2023,HAPV3
7,6500.0,1510.0,-100.6,-629.51,528.91,-315.27,-  0.04,31/12/2022,HAPV3
8,6320.0,1530.0,109.15,-671.47,780.62,34.16,0.00,30/09/2022,HAPV3
9,6080.0,1500.0,-131.72,-569.24,437.52,-312.76,-  0.04,30/06/2022,HAPV3
10,4840.0,1120.0,-32.7,-317.07,284.37,-181.96,-  0.03,31/03/2022,HAPV3
11,2600.0,853.51,155.42,-232.98,388.4,200.02,0.05,31/12/2021,HAPV3
12,2560.0,707.71,53.17,-238.31,291.48,43.19,0.01,30/09/2021,HAPV3
13,2400.0,703.66,84.04,-207.67,291.7,104.4,0.03,30/06/2021,HAPV3
14,2320.0,801.05,250.64,-216.12,466.77,150.19,0.04,31/03/2021,HAPV3
15,2270.0,761.12,173.24,-258.58,431.82,91.61,0.02,31/12/2020,HAPV3
16,2130.0,841.93,330.96,-181.32,512.28,248.78,0.33,30/09/2020,HAPV3
17,2080.0,943.74,451.15,-156.6,607.75,278.65,0.38,30/06/2020,HAPV3
18,2080.0,799.19,311.8,-155.98,467.78,164.43,0.22,31/03/2020,HAPV3
19,1790.0,681.28,265.04,-109.74,374.78,209.07,0.28,31/12/2019,HAPV3
20,1320.0,497.19,231.71,-32.56,264.27,212.45,0.29,30/09/2019,HAPV3
21,1280.0,524.9,264.7,-29.08,293.78,223.15,0.33,30/06/2019,HAPV3
22,1260.0,530.59,272.03,-28.46,300.49,205.15,0.31,31/03/2019,HAPV3
23,1210.0,467.16,219.2,-11.69,230.88,234.2,0.35,31/12/2018,HAPV3
24,1160.0,435.25,179.1,-11.14,190.24,189.92,0.28,30/09/2018,HAPV3
25,1110.0,432.88,198.73,-10.25,208.99,149.7,0.22,30/06/2018,HAPV3
26,1090.0,491.88,273.49,-9.38,282.87,213.65,0.38,31/03/2018,HAPV3
27,,,,,,,NA,31/12/2017,HAPV3
0,1920.0,1150.0,491.33,-69.87,561.2,376.38,0.59,30/09/2024,HYPE3
1,2190.0,1330.0,687.18,-67.96,755.14,492.81,0.78,30/06/2024,HYPE3
2,1830.0,1120.0,579.4,-68.35,647.76,392.24,0.62,31/03/2024,HYPE3
3,1850.0,1150.0,512.03,-68.7,580.74,307.06,0.48,31/12/2023,HYPE3
4,2140.0,1350.0,735.84,-61.33,797.17,499.43,0.79,30/09/2023,HYPE3
5,2230.0,1410.0,734.14,-56.53,790.67,503.04,0.79,30/06/2023,HYPE3
6,1700.0,1090.0,535.8,-51.75,587.55,338.44,0.53,31/03/2023,HYPE3
7,2120.0,1320.0,686.62,-49.06,735.68,427.88,0.68,31/12/2022,HYPE3
8,2040.0,1290.0,684.03,-43.2,727.23,465.37,0.73,30/09/2022,HYPE3
9,1900.0,1210.0,644.04,-39.24,683.29,455.78,0.72,30/06/2022,HYPE3
10,1490.0,939.19,468.06,-37.61,505.66,347.67,0.55,31/03/2022,HYPE3
11,1630.0,1020.0,530.86,-36.07,566.93,352.4,0.56,31/12/2021,HYPE3
12,1630.0,1040.0,546.99,-33.93,580.92,201.7,0.32,30/09/2021,HYPE3
13,1510.0,987.68,559.34,-32.54,591.87,470.76,0.74,30/06/2021,HYPE3
14,1170.0,752.8,330.82,-31.15,361.96,305.35,0.48,31/03/2021,HYPE3
15,1130.0,699.69,318.78,-30.21,348.99,314.87,0.50,31/12/2020,HYPE3
16,1090.0,696.28,363.69,-29.8,393.49,345.63,0.55,30/09/2020,HYPE3
17,1050.0,690.25,418.08,-31.15,449.23,396.41,0.63,30/06/2020,HYPE3
18,815.03,543.06,218.34,-30.33,248.66,238.21,0.38,31/03/2020,HYPE3
19,928.59,553.4,193.63,-30.57,224.2,238.76,0.38,31/12/2019,HYPE3
20,1010.0,681.3,268.32,-29.35,297.68,267.16,0.42,30/09/2019,HYPE3
21,973.46,665.13,252.29,-30.51,282.8,336.95,0.53,30/06/2019,HYPE3
22,383.58,185.87,371.44,-29.94,401.38,321.18,0.51,31/03/2019,HYPE3
23,927.55,636.6,304.24,-24.09,328.33,309.77,0.49,31/12/2018,HYPE3
24,948.85,670.54,264.88,-23.34,288.22,242.27,0.38,30/09/2018,HYPE3
25,920.06,668.46,317.76,-21.74,339.5,277.8,0.44,30/06/2018,HYPE3
26,927.86,689.68,342.9,-19.77,362.66,299.76,0.47,31/03/2018,HYPE3
27,903.62,668.8,253.24,-18.86,272.11,409.18,0.65,31/12/2017,HYPE3
28,954.62,712.58,273.7,-18.32,292.03,177.34,0.28,30/09/2017,HYPE3
29,852.27,637.4,300.5,-17.27,317.77,194.94,0.31,30/06/2017,HYPE3
30,927.94,692.94,332.55,-22.46,355.01,183.49,0.29,31/03/2017,HYPE3
31,843.34,615.1,243.42,-20.84,264.26,-212.47,-  0.34,31/12/2016,HYPE3
32,811.05,608.69,240.39,-13.68,254.07,202.51,0.32,30/09/2016,HYPE3
33,807.06,611.55,290.3,-18.3,308.59,176.4,0.28,30/06/2016,HYPE3
34,827.3,606.62,294.88,-19.34,314.22,1010.0,1.59,31/03/2016,HYPE3
35,-805.95,-108.7,188.79,-29.59,218.37,282.97,0.45,31/12/2015,HYPE3
36,1320.0,801.48,230.92,-25.8,256.72,75.38,0.12,30/09/2015,HYPE3
37,1260.0,782.33,234.6,-26.6,261.2,110.86,0.18,30/06/2015,HYPE3
38,1190.0,735.02,229.56,-24.99,254.55,90.67,0.14,31/03/2015,HYPE3
39,1300.0,796.51,198.92,-27.78,226.7,71.5,0.11,31/12/2014,HYPE3
40,1190.0,761.74,247.32,-29.24,276.56,118.77,0.19,30/09/2014,HYPE3
41,1130.0,742.67,245.19,-26.18,271.37,122.19,0.19,30/06/2014,HYPE3
42,1130.0,742.67,245.19,-26.18,271.37,122.19,0.19,31/03/2014,HYPE3
43,1120.0,716.59,261.48,-27.59,289.07,54.92,0.09,31/12/2013,HYPE3
44,1110.0,715.77,221.9,-26.27,248.17,80.18,0.13,30/09/2013,HYPE3
45,1070.0,703.9,222.43,-25.47,247.89,19.31,0.03,30/06/2013,HYPE3
46,958.43,612.6,190.76,-25.57,216.33,102.31,0.16,31/03/2013,HYPE3
47,1030.0,631.21,217.97,-24.76,242.73,124.66,0.20,31/12/2012,HYPE3
48,992.88,619.1,202.25,-24.33,226.58,68.38,0.11,30/09/2012,HYPE3
49,956.96,601.25,206.57,-23.84,230.41,-29.94,-  0.05,30/06/2012,HYPE3
50,897.11,557.57,143.8,-24.75,168.55,40.81,0.07,31/03/2012,HYPE3
51,634.76,416.66,42.87,-49.62,92.5,49.58,0.08,31/12/2011,HYPE3
52,908.01,495.44,50.21,-21.58,71.79,-190.46,-  0.30,30/09/2011,HYPE3
53,936.61,566.54,178.05,-23.44,201.49,53.29,0.09,30/06/2011,HYPE3
54,845.25,525.43,149.88,-18.82,168.7,32.94,0.05,31/03/2011,HYPE3
55,942.6,518.07,191.52,,,84.05,0.15,31/12/2010,HYPE3
56,822.78,497.06,149.69,,,78.02,0.14,30/09/2010,HYPE3
57,757.95,430.67,132.07,,,53.26,0.10,30/06/2010,HYPE3
58,656.78,382.53,160.74,,,62.07,0.13,31/03/2010,HYPE3
59,719.44,407.2,145.67,,,100.96,0.21,31/12/2009,HYPE3
60,498.03,302.02,124.39,,,3.83,0.02,30/09/2009,HYPE3
61,423.07,252.15,103.63,,,132.27,0.67,30/06/2009,HYPE3
62,384.73,220.97,90.85,,,76.31,0.38,31/03/2009,HYPE3
63,467.34,278.81,47.76,,,-117.02,-  0.59,31/12/2008,HYPE3
64,378.18,225.09,-40.15,,,-113.57,-  0.57,30/09/2008,HYPE3
65,265.59,159.5,-51.02,,,26.68,0.17,30/06/2008,HYPE3
66,221.89,134.66,-8.52,,,-3.97,-  0.03,31/03/2008,HYPE3
67,,,,,,,NA,31/12/2007,HYPE3
0,,,,,,192.46,,30/09/2024,IRBR3
1,,,,,,194.11,,30/06/2024,IRBR3
2,,,,,,236.82,,31/03/2024,IRBR3
3,,,,,,236.82,,31/12/2023,IRBR3
4,,,,,,43.64,,30/09/2023,IRBR3
5,,,,,,43.64,,30/06/2023,IRBR3
6,,,,,,-24.57,,31/03/2023,IRBR3
7,,,,,,-38.75,,31/12/2022,IRBR3
8,,,,,,-38.75,,30/09/2022,IRBR3
9,,,,,,-298.75,,30/06/2022,IRBR3
10,,,,,,-373.32,,31/03/2022,IRBR3
11,,,,,,-370.86,,31/12/2021,IRBR3
12,,,,,,-155.7,,30/09/2021,IRBR3
13,,,,,,-206.95,,30/06/2021,IRBR3
14,,,,,,50.8,,31/03/2021,IRBR3
15,,,,,,-620.21,,31/12/2020,IRBR3
16,,,,,,-620.21,,30/09/2020,IRBR3
17,,,,,,-685.09,,30/06/2020,IRBR3
18,,,,,,-685.09,,31/03/2020,IRBR3
19,,,,,,13.87,,31/12/2019,IRBR3
20,,,,,,392.55,,30/09/2019,IRBR3
21,,,,,,388.42,,30/06/2019,IRBR3
22,,,,,,350.43,,31/03/2019,IRBR3
23,,,,,,372.93,,31/12/2018,IRBR3
24,,,,,,304.53,,30/09/2018,IRBR3
25,,,,,,304.53,,30/06/2018,IRBR3
26,,,,,,287.33,,31/03/2018,IRBR3
27,,,,,,254.01,,31/12/2017,IRBR3
28,,,,,,249.14,,30/09/2017,IRBR3
29,,,,,,221.53,,30/06/2017,IRBR3
30,,,,,,221.53,,31/03/2017,IRBR3
31,,,,,,221.53,,31/12/2016,IRBR3
0,2240.0,668.0,4310.0,-308.0,4620.0,3820.0,0.37,30/09/2024,ITSA4
1,2240.0,668.0,4310.0,-308.0,4620.0,3820.0,0.37,30/06/2024,ITSA4
2,1940.0,550.0,3760.0,-303.0,4059.9999999999995,3480.0,0.34,31/03/2024,ITSA4
3,1950.0,504.0,3020.0,-373.0,3400.0,2980.0,0.29,31/12/2023,ITSA4
4,1770.0,531.0,3620.0,-249.0,3870.0,4090.0,0.42,30/09/2023,ITSA4
5,1950.0,678.0,4140.0,-295.0,4440.0,3590.0,0.37,30/06/2023,ITSA4
6,1710.0,664.0,3320.0,-259.0,3580.0,2800.0,0.29,31/03/2023,ITSA4
7,1980.0,615.0,4170.0,-229.0,4400.0,3320.0,0.34,31/12/2022,ITSA4
8,2160.0,740.0,3960.0,-212.0,4170.0,3560.0,0.40,30/09/2022,ITSA4
9,2210.0,777.0,3270.0,-220.0,3490.0,3080.0,0.35,30/06/2022,ITSA4
10,2130.0,743.0,4170.0,-194.0,4360.0,3720.0,0.42,31/03/2022,ITSA4
11,2250.0,795.0,3520.0,-181.0,3700.0,4120.0,0.47,31/12/2021,ITSA4
12,2180.0,752.0,2850.0,-183.0,3030.0,2360.0,0.28,30/09/2021,ITSA4
13,1970.0,721.0,4180.0,-180.0,4360.0,3510.0,0.42,30/06/2021,ITSA4
14,1770.0,606.0,2550.0,-178.0,2730.0,2210.0,0.26,31/03/2021,ITSA4
15,1890.0,618.0,3670.0,-179.0,3840.0,3660.0,0.44,31/12/2020,ITSA4
16,1780.0,577.0,2000.0,-165.0,2170.0,1780.0,0.21,30/09/2020,ITSA4
17,1050.0,268.0,632.0,-141.0,773.0,598.0,0.07,30/06/2020,ITSA4
18,1160.0,389.0,1430.0,-142.0,1570.0,1010.0,0.12,31/03/2020,ITSA4
19,1490.0,315.0,3890.0,-249.0,4140.0,3450.0,0.41,31/12/2019,ITSA4
20,1310.0,349.0,2029.9999999999998,-155.0,2180.0,1940.0,0.23,30/09/2019,ITSA4
21,1140.0,346.0,2630.0,-155.0,2790.0,2440.0,0.29,30/06/2019,ITSA4
22,1070.0,280.0,2440.0,-167.0,2610.0,2490.0,0.30,31/03/2019,ITSA4
23,1260.0,282.0,2260.0,-157.0,2420.0,2510.0,0.30,31/12/2018,ITSA4
24,1510.0,426.0,2930.0,-311.0,3240.0,2480.0,0.29,30/09/2018,ITSA4
25,1340.0,341.0,2260.0,-212.0,2470.0,2050.0,0.24,30/06/2018,ITSA4
26,1260.0,315.0,2470.0,-145.0,2620.0,2400.0,0.32,31/03/2018,ITSA4
27,1360.0,414.0,1850.0,-150.0,2000.0,1940.0,0.26,31/12/2017,ITSA4
28,1290.0,345.0,2400.0,-152.0,2550.0,2350.0,0.31,30/09/2017,ITSA4
29,1140.0,279.0,2230.0,-139.0,2370.0,2190.0,0.29,30/06/2017,ITSA4
