,receita_liquida,resultado_bruto,ebit,amortizacao,ebitda,lucro_liquido,lucro_por_acao,datas,tic
20,2490.0,1070.0,1360.0,-225.79,1580.0,742.4,0.91,30/09/2019,EGIE3
21,2180.0,932.61,848.42,-203.53,1050.0,385.12,0.47,30/06/2019,EGIE3
22,2340.0,1080.0,1020.0,-191.23,1210.0,565.18,0.69,31/03/2019,EGIE3
23,2300.0,976.23,903.12,-173.71,1080.0,761.28,0.93,31/12/2018,EGIE3
24,2490.0,905.4,849.12,-160.36,1010.0,475.07,0.73,30/09/2018,EGIE3
25,2130.0,1110.0,1040.0,-157.05,1200.0,588.97,0.90,30/06/2018,EGIE3
26,1870.0,925.27,875.58,-169.06,1040.0,489.04,0.75,31/03/2018,EGIE3
27,2070.0,902.84,880.51,-168.52,1050.0,704.38,1.08,31/12/2017,EGIE3
28,1650.0,588.72,546.66,-164.12,710.77,357.76,0.55,30/09/2017,EGIE3
29,1680.0,734.97,688.38,-166.57,854.95,490.87,0.75,30/06/2017,EGIE3
30,1610.0,779.56,734.67,-149.73,884.4,450.41,0.69,31/03/2017,EGIE3
31,1670.0,715.33,540.52,-160.37,700.89,475.3,0.73,31/12/2016,EGIE3
32,1600.0,692.78,648.72,-158.07,806.79,396.61,0.61,30/09/2016,EGIE3
33,1570.0,646.44,593.78,-157.7,751.47,328.5,0.50,30/06/2016,EGIE3
34,1600.0,686.37,638.6,-154.12,792.72,346.89,0.53,31/03/2016,EGIE3
35,1710.0,864.43,805.1,-151.6,956.69,599.4,0.92,31/12/2015,EGIE3
36,1640.0,669.86,618.67,-153.06,771.73,347.37,0.53,30/09/2015,EGIE3
37,1540.0,487.28,437.01,-149.02,586.03,209.12,0.32,30/06/2015,EGIE3
38,1620.0,687.38,643.06,-146.75,789.8,344.51,0.53,31/03/2015,EGIE3
39,1730.0,784.52,733.77,-150.32,884.09,481.69,0.74,31/12/2014,EGIE3
40,1740.0,918.53,870.27,-145.08,1020.0,538.02,0.82,30/09/2014,EGIE3
41,1360.0,203.61,152.48,-149.01,301.5,73.61,0.11,30/06/2014,EGIE3
42,1640.0,591.05,546.43,-147.71,694.14,289.05,0.44,31/03/2014,EGIE3
43,1490.0,548.51,423.45,-148.93,572.38,286.15,0.44,31/12/2013,EGIE3
44,1420.0,707.15,659.48,-147.38,806.87,401.39,0.61,30/09/2013,EGIE3
45,1270.0,624.74,574.92,-145.02,719.93,323.87,0.50,30/06/2013,EGIE3
46,1390.0,776.4,729.38,-141.16,870.54,424.71,0.65,31/03/2013,EGIE3
47,1270.0,697.98,613.3,-148.83,762.13,433.72,0.66,31/12/2012,EGIE3
48,1300.0,772.98,712.89,-139.15,852.04,392.18,0.60,30/09/2012,EGIE3
49,1190.0,686.12,640.78,-139.1,779.88,344.23,0.53,30/06/2012,EGIE3
50,1190.0,686.12,640.78,-139.1,779.88,344.23,0.53,31/03/2012,EGIE3
51,1100.0,627.31,633.6,-132.8,766.41,449.63,0.69,31/12/2011,EGIE3
52,1150.0,622.29,596.29,-128.99,725.28,332.28,0.51,30/09/2011,EGIE3
53,1060.0,608.96,604.84,-120.68,725.52,358.77,0.55,30/06/2011,EGIE3
54,1020.0,607.77,573.86,-118.63,692.49,306.95,0.47,31/03/2011,EGIE3
55,1110.0,607.1,572.3,,,373.35,0.57,31/12/2010,EGIE3
56,1080.0,604.88,577.11,,,322.08,0.49,30/09/2010,EGIE3
57,964.25,502.17,523.09,,,269.5,0.41,30/06/2010,EGIE3
58,945.52,498.17,477.66,,,246.72,0.38,31/03/2010,EGIE3
59,914.17,558.56,508.57,,,351.52,0.54,31/12/2009,EGIE3
60,886.66,530.55,487.99,,,285.73,0.44,30/09/2009,EGIE3
61,835.59,503.18,454.71,,,263.26,0.40,30/06/2009,EGIE3
62,860.26,503.34,386.6,,,233.89,0.36,31/03/2009,EGIE3
63,850.3,576.01,463.31,,,275.63,0.42,31/12/2008,EGIE3
64,866.2,553.15,446.99,,,228.68,0.35,30/09/2008,EGIE3
65,772.9,472.52,372.87,,,219.33,0.34,30/06/2008,EGIE3
66,772.9,472.52,372.87,,,219.33,0.34,31/03/2008,EGIE3
67,781.84,537.54,446.13,,,301.07,0.46,31/12/2007,EGIE3
68,854.36,544.85,453.4,,,272.91,0.42,30/09/2007,EGIE3
69,731.68,416.01,327.68,,,229.55,0.35,30/06/2007,EGIE3
70,675.55,475.21,392.78,,,242.1,0.37,31/03/2007,EGIE3
71,714.91,367.44,268.58,,,188.83,0.29,31/12/2006,EGIE3
72,694.84,398.05,388.29,,,257.75,0.39,30/09/2006,EGIE3
73,665.35,427.93,328.11,,,188.76,0.29,30/06/2006,EGIE3
74,630.44,434.33,388.44,,,343.81,0.53,31/03/2006,EGIE3
75,639.75,397.52,281.63,,,220.04,0.34,31/12/2005,EGIE3
76,621.74,389.37,319.73,,,307.37,0.47,30/09/2005,EGIE3
77,637.79,400.3,300.05,,,220.45,0.34,30/06/2005,EGIE3
78,700.56,386.2,305.08,,,172.23,0.00,31/03/2005,EGIE3
79,616.93,335.12,252.18,,,241.29,0.00,31/12/2004,EGIE3
80,661.87,383.8,310.74,,,235.34,0.00,30/09/2004,EGIE3
81,654.46,345.5,228.71,,,172.25,0.00,30/06/2004,EGIE3
82,536.68,303.67,245.97,,,126.32,0.00,31/03/2004,EGIE3
83,507.66,270.25,226.35,,,137.25,0.00,31/12/2003,EGIE3
84,472.09,257.49,126.02,,,102.21,0.00,30/09/2003,EGIE3
85,438.89,219.61,182.46,,,182.32,0.00,30/06/2003,EGIE3
86,412.3,204.01,161.37,,,95.37,0.00,31/03/2003,EGIE3
87,309.92,153.09,111.77,,,171.6,0.00,31/12/2002,EGIE3
88,383.8,68.77,39.17,,,-299.89,-  0.00,30/09/2002,EGIE3
89,352.46,131.54,99.5,,,-110.89,-  0.00,30/06/2002,EGIE3
90,329.1,155.67,126.9,,,55.65,0.00,31/03/2002,EGIE3
91,1430.0,961.14,877.63,,,526.66,0.00,31/12/2001,EGIE3
92,326.76,110.05,105.12,,,14.53,0.00,30/06/2001,EGIE3
93,329.25,150.5,157.49,,,41.09,0.00,31/03/2001,EGIE3
94,334.56,163.87,148.85,,,50.96,0.00,31/12/2000,EGIE3
95,274.17,104.1,90.45,,,41.24,0.00,30/09/2000,EGIE3
96,230.54,69.32,57.16,,,7.17,0.00,30/06/2000,EGIE3
97,243.38,113.05,105.14,,,63.44,0.00,31/03/2000,EGIE3
0,11040.0,5250.0,11170.0,-990.02,12160.0,7200.0,3.12,30/09/2024,ELET3
1,8400.0,3730.0,3460.0,-968.1,4430.0,1740.0,0.75,30/06/2024,ELET3
2,8720.0,4220.0,3620.0,-996.71,4620.0,328.05,0.14,31/03/2024,ELET3
3,9920.0,4390.0,155.6,-899.09,1050.0,892.03,0.39,31/12/2023,ELET3
4,8780.0,4070.0000000000005,3890.0,-924.67,4820.0,1480.0,0.64,30/09/2023,ELET3
5,9250.0,4830.0,5700.0,-894.21,6590.0,1690.0,0.73,30/06/2023,ELET3
6,9210.0,5190.0,3990.0,-903.38,4890.0,488.62,0.21,31/03/2023,ELET3
7,9010.0,4050.0,540.19,-879.65,1420.0,-455.97,-  0.20,31/12/2022,ELET3
8,8029.999999999999,3540.0,1610.0,-812.39,2430.0,-14.53,-  0.01,30/09/2022,ELET3
9,8860.0,5660.0,2750.0,-640.74,3090.0,1400.0,0.64,30/06/2022,ELET3
10,9180.0,5490.0,3110.0,-645.15,3750.0,2710.0,1.73,31/03/2022,ELET3
11,11490.0,6720.0,1730.0,-673.11,2400.0,602.36,0.38,31/12/2021,ELET3
12,9960.0,9090.0,5090.0,-502.99,5600.0,923.85,0.59,30/09/2021,ELET3
13,9960.0,9090.0,5090.0,-502.99,5600.0,923.85,0.59,30/06/2021,ELET3
14,7960.0,4580.0,2830.0,-447.27,3280.0,2520.0,1.61,31/03/2021,ELET3
15,8210.0,5270.0,3400.0,-458.1,3860.0,1600.0,1.02,31/12/2020,ELET3
16,8210.0,5270.0,3400.0,-458.1,3860.0,1600.0,1.02,30/09/2020,ELET3
17,8210.0,5270.0,3400.0,-458.1,3860.0,1600.0,1.02,30/06/2020,ELET3
18,6960.0,5200.0,2330.0,-469.27,2800.0,300.16,0.19,31/03/2020,ELET3
19,7340.0,5290.0,2710.0,-495.5,3200.0,3080.0,2.28,31/12/2019,ELET3
20,7290.0,5420.0,2330.0,-439.2,2770.0,651.04,0.48,30/09/2019,ELET3
21,6640.0,5070.0,905.33,-444.77,1350.0,5560.0,4.11,30/06/2019,ELET3
22,6450.0,5160.0,2510.0,-427.96,2940.0,1400.0,1.03,31/03/2019,ELET3
23,-3130.0,923.1,12960.0,-414.92,13370.0,12030.0,8.90,31/12/2018,ELET3
24,8940.0,5440.0,-299.83,-488.51,232.81,-1620.0,-  1.20,30/09/2018,ELET3
25,12290.0,8189.999999999999,4810.0,-482.96,5290.0,2820.0,2.08,30/06/2018,ELET3
26,8590.0,4840.0,777.52,-466.34,1240.0,31.84,0.02,31/03/2018,ELET3
27,11030.0,6240.0,-3910.0,-366.77,-3540.0,-4000.0,-  2.96,31/12/2017,ELET3
28,8890.0,4960.0,2380.0,-466.26,2850.0,537.64,0.40,30/09/2017,ELET3
29,9090.0,5850.0,2550.0,-456.91,3010.0,305.65,0.23,30/06/2017,ELET3
30,8970.0,5550.0,3970.0,-461.35,4430.0,1390.0,1.03,31/03/2017,ELET3
31,12290.0,6700.0,-5300.0,-515.61,-4780.0,-6260.0,-  4.63,31/12/2016,ELET3
32,8610.0,5040.0,2790.0,-442.66,3240.0,862.73,0.64,30/09/2016,ELET3
33,33090.0,29700.0,22930.0,-450.76,23380.0,12720.0,9.41,30/06/2016,ELET3
34,6760.0,3320.0,-2480.0,-434.76,-2040.0,-3900.0,-  2.88,31/03/2016,ELET3
35,,,,,,,NA,31/12/2015,ELET3
36,7900.0,3610.0,-3570.0,-423.5,-3150.0,-4010.0,-  2.97,30/09/2015,ELET3
37,8230.0,3250.0,-927.08,-462.55,-464.53,-1360.0,-  1.00,30/06/2015,ELET3
38,8600.0,4350.0,917.98,-463.08,1380.0,1260.0,0.93,31/03/2015,ELET3
39,9780.0,4230.0,-428.47,-608.39,179.92,-1170.0,-  0.87,31/12/2014,ELET3
40,6590.0,2120.0,-2910.0,-393.86,-2510.0,-2740.0,-  2.02,30/09/2014,ELET3
41,8090.0,6870.0,70.37,-394.13,464.5,-104.62,-  0.08,30/06/2014,ELET3
42,8140.000000000001,7010.0,1310.0,-380.92,1690.0,985.9,0.73,31/03/2014,ELET3
43,7280.0,6010.0,-3720.0,-417.18,-3310.0,-5500.0,-  4.07,31/12/2013,ELET3
44,7210.0,6090.0,-806.43,-372.54,-433.89,-915.19,-  0.68,30/09/2013,ELET3
45,6890.0,5920.0,-457.04,-366.75,-90.29,163.92,0.12,30/06/2013,ELET3
46,6800.0,5810.0,-202.73,-344.06,141.33,-35.8,-  0.03,31/03/2013,ELET3
47,11290.0,9680.0,-12450.0,-450.39,-12000.0,-10500.0,-  7.76,31/12/2012,ELET3
48,9660.0,8380.0,1080.0,-444.27,1520.0,1000.0,0.74,30/09/2012,ELET3
49,9010.0,7720.0,1120.0,-437.03,1560.0,1350.0,1.00,30/06/2012,ELET3
50,9270.0,7980.0,2310.0,-443.52,2750.0,1270.0,0.94,31/03/2012,ELET3
51,12370.0,7660.0,803.74,-479.41,1280.0,557.06,0.41,31/12/2011,ELET3
52,7100.0,7100.0,740.47,-411.61,1150.0,1560.0,1.16,30/09/2011,ELET3
53,5870.0,5870.0,937.8,-407.73,1350.0,326.63,0.24,30/06/2011,ELET3
54,8550.0,7420.0,2140.0,-425.13,2570.0,1280.0,0.95,31/03/2011,ELET3
55,9210.0,4940.0,674.09,,,-285.49,-  0.25,31/12/2010,ELET3
56,8039.999999999999,8039.999999999999,1520.0,,,799.75,0.71,30/09/2010,ELET3
57,7320.0,7320.0,1390.0,,,995.4,0.88,30/06/2010,ELET3
58,3750.0,3750.0,571.07,,,519.8,0.46,31/03/2010,ELET3
59,7820.0,7820.0,2130.0,,,1710.0,1.51,31/12/2009,ELET3
60,7260.0,7260.0,1850.0,,,453.8,0.40,30/09/2009,ELET3
61,5160.0,5160.0,4.73,,,-2090.0,-  1.85,30/06/2009,ELET3
62,5820.0,5820.0,593.91,,,101.33,0.09,31/03/2009,ELET3
63,9660.0,9660.0,813.01,,,3040.0,2.68,31/12/2008,ELET3
64,6970.0,6970.0,1720.0,,,2110.0,1.87,30/09/2008,ELET3
65,6080.0,6080.0,1620.0,,,142.85,0.13,30/06/2008,ELET3
66,6520.0,6520.0,1850.0,,,841.53,0.75,31/03/2008,ELET3
67,6470.0,6470.0,90.34,,,1640.0,1.45,31/12/2007,ELET3
68,5350.0,5350.0,728.24,,,-174.1,-  0.15,30/09/2007,ELET3
69,5470.0,5470.0,911.56,,,-150.38,-  0.00,30/06/2007,ELET3
70,5170.0,5170.0,1490.0,,,233.16,0.00,31/03/2007,ELET3
71,,,,,,,NA,31/12/2006,ELET3
72,1440.0,1440.0,-90.18,,,505.06,0.00,30/09/2006,ELET3
73,1580.0,1580.0,-77.61,,,462.27,0.00,30/06/2006,ELET3
74,1480.0,1480.0,304.3,,,-141.86,-  0.00,31/03/2006,ELET3
75,,,,,,,NA,31/12/2005,ELET3
76,1370.0,1370.0,34.22,,,-319.8,-  0.00,30/09/2005,ELET3
77,1600.0,1600.0,458.81,,,-611.98,-  0.00,30/06/2005,ELET3
78,1600.0,1600.0,-47.41,,,575.54,0.00,31/03/2005,ELET3
79,,,,,,,NA,31/12/2004,ELET3
80,1700.0,1700.0,69.52,,,-687.88,-  0.00,30/09/2004,ELET3
81,1720.0,1720.0,4.15,,,1630.0,0.00,30/06/2004,ELET3
82,1630.0,1630.0,-166.57,,,445.43,0.00,31/03/2004,ELET3
83,1630.0,1630.0,-166.57,,,445.43,0.00,31/12/2003,ELET3
84,1740.0,1740.0,463.77,,,943.64,0.00,30/09/2003,ELET3
85,2380.0,853.29,-2009.9999999999998,,,-1540.0,-  0.00,30/06/2003,ELET3
86,2930.0,1070.0,170.46,,,-227.69,-  0.00,31/03/2003,ELET3
87,,,,,,,NA,31/12/2002,ELET3
88,740.22,740.22,6030.0,,,3360.0,0.01,30/09/2002,ELET3
89,479.43,479.43,1980.0,,,350.16,0.00,30/06/2002,ELET3
90,792.07,792.07,666.6,,,299.27,0.00,31/03/2002,ELET3
91,,,,,,,NA,31/12/2001,ELET3
92,,,,,,,NA,30/06/2001,ELET3
93,,,,,,,NA,31/03/2001,ELET3
94,,,,,,,NA,31/12/2000,ELET3
95,626.56,626.56,1050.0,,,657.2,0.00,30/09/2000,ELET3
96,628.83,628.83,914.8,,,526.6,0.00,30/06/2000,ELET3
97,542.36,542.36,434.89,,,214.26,0.00,31/03/2000,ELET3
0,11040.0,5250.0,11170.0,-990.02,12160.0,7200.0,3.12,30/09/2024,ELET6
1,8400.0,3730.0,3460.0,-968.1,4430.0,1740.0,0.75,30/06/2024,ELET6
2,8720.0,4220.0,3620.0,-996.71,4620.0,328.05,0.14,31/03/2024,ELET6
3,9920.0,4390.0,155.6,-899.09,1050.0,892.03,0.39,31/12/2023,ELET6
4,8780.0,4070.0000000000005,3890.0,-924.67,4820.0,1480.0,0.64,30/09/2023,ELET6
5,9250.0,4830.0,5700.0,-894.21,6590.0,1690.0,0.73,30/06/2023,ELET6
6,9210.0,5190.0,3990.0,-903.38,4890.0,488.62,0.21,31/03/2023,ELET6
7,9010.0,4050.0,540.19,-879.65,1420.0,-455.97,-  0.20,31/12/2022,ELET6
8,8029.999999999999,3540.0,1610.0,-812.39,2430.0,-14.53,-  0.01,30/09/2022,ELET6
9,8860.0,5660.0,2750.0,-640.74,3090.0,1400.0,0.64,30/06/2022,ELET6
10,9180.0,5490.0,3110.0,-645.15,3750.0,2710.0,1.73,31/03/2022,ELET6
11,11490.0,6720.0,1730.0,-673.11,2400.0,602.36,0.38,31/12/2021,ELET6
12,9960.0,9090.0,5090.0,-502.99,5600.0,923.85,0.59,30/09/2021,ELET6
13,7960.0,4580.0,2830.0,-447.27,3280.0,2520.0,1.61,30/06/2021,ELET6
14,8210.0,5270.0,3400.0,-458.1,3860.0,1600.0,1.02,31/03/2021,ELET6
15,3600.0,657.84,-2520.0,-463.46,-2060.0,1380.0,0.88,31/12/2020,ELET6
16,7430.0,5600.0,1490.0,-467.55,1960.0,84.98,0.05,30/09/2020,ELET6
17,11100.0,9660.0,7320.0,-462.59,7790.0,4570.0,2.92,30/06/2020,ELET6
18,6960.0,5200.0,2330.0,-469.27,2800.0,300.16,0.19,31/03/2020,ELET6
19,7340.0,5290.0,2710.0,-495.5,3200.0,3080.0,2.28,31/12/2019,ELET6
20,7290.0,5420.0,2330.0,-439.2,2770.0,651.04,0.48,30/09/2019,ELET6
21,6640.0,5070.0,905.33,-444.77,1350.0,5560.0,4.11,30/06/2019,ELET6
22,6450.0,5160.0,2510.0,-427.96,2940.0,1400.0,1.03,31/03/2019,ELET6
23,-3130.0,923.1,12960.0,-414.92,13370.0,12030.0,8.90,31/12/2018,ELET6
24,8940.0,5440.0,-299.83,-488.51,232.81,-1620.0,-  1.20,30/09/2018,ELET6
25,8940.0,5440.0,-299.83,-488.51,232.81,-1620.0,-  1.20,30/06/2018,ELET6
26,8590.0,4840.0,777.52,-466.34,1240.0,31.84,0.02,31/03/2018,ELET6
27,11030.0,6240.0,-3910.0,-366.77,-3540.0,-4000.0,-  2.96,31/12/2017,ELET6
28,8890.0,4960.0,2380.0,-466.26,2850.0,537.64,0.40,30/09/2017,ELET6
29,9090.0,5850.0,2550.0,-456.91,3010.0,305.65,0.23,30/06/2017,ELET6
30,8970.0,5550.0,3970.0,-461.35,4430.0,1390.0,1.03,31/03/2017,ELET6
31,12290.0,6700.0,-5300.0,-515.61,-4780.0,-6260.0,-  4.63,31/12/2016,ELET6
32,8610.0,5040.0,2790.0,-442.66,3240.0,862.73,0.64,30/09/2016,ELET6
33,33090.0,29700.0,22930.0,-450.76,23380.0,12720.0,9.41,30/06/2016,ELET6
34,6760.0,3320.0,-2480.0,-434.76,-2040.0,-3900.0,-  2.88,31/03/2016,ELET6
35,7860.0,4390.0,-8960.0,-493.48,-8470.0,-10330.0,-  7.63,31/12/2015,ELET6
36,7900.0,3610.0,-3570.0,-423.5,-3150.0,-4010.0,-  2.97,30/09/2015,ELET6
37,8230.0,3250.0,-927.08,-462.55,-464.53,-1360.0,-  1.00,30/06/2015,ELET6
38,8600.0,4350.0,917.98,-463.08,1380.0,1260.0,0.93,31/03/2015,ELET6
39,9780.0,4230.0,-428.47,-608.39,179.92,-1170.0,-  0.87,31/12/2014,ELET6
40,6590.0,2120.0,-2910.0,-393.86,-2510.0,-2740.0,-  2.02,30/09/2014,ELET6
41,8090.0,6870.0,70.37,-394.13,464.5,-104.62,-  0.08,30/06/2014,ELET6
42,8140.000000000001,7010.0,1310.0,-380.92,1690.0,985.9,0.73,31/03/2014,ELET6
43,7280.0,6010.0,-3720.0,-417.18,-3310.0,-5500.0,-  4.07,31/12/2013,ELET6
44,7210.0,6090.0,-806.43,-372.54,-433.89,-915.19,-  0.68,30/09/2013,ELET6
45,6890.0,5920.0,-457.04,-366.75,-90.29,163.92,0.12,30/06/2013,ELET6
46,6800.0,5810.0,-202.73,-344.06,141.33,-35.8,-  0.03,31/03/2013,ELET6
47,6800.0,5810.0,-202.73,-344.06,141.33,-35.8,-  0.03,31/12/2012,ELET6
48,9660.0,8380.0,1080.0,-444.27,1520.0,1000.0,0.74,30/09/2012,ELET6
49,9010.0,7720.0,1120.0,-437.03,1560.0,1350.0,1.00,30/06/2012,ELET6
50,9010.0,7720.0,1120.0,-437.03,1560.0,1350.0,1.00,31/03/2012,ELET6
51,12370.0,7660.0,803.74,-479.41,1280.0,557.06,0.41,31/12/2011,ELET6
52,7100.0,7100.0,740.47,-411.61,1150.0,1560.0,1.16,30/09/2011,ELET6
53,5870.0,5870.0,937.8,-407.73,1350.0,326.63,0.24,30/06/2011,ELET6
54,8550.0,7420.0,2140.0,-425.13,2570.0,1280.0,0.95,31/03/2011,ELET6
55,9210.0,4940.0,674.09,,,-285.49,-  0.25,31/12/2010,ELET6
56,8039.999999999999,8039.999999999999,1520.0,,,799.75,0.71,30/09/2010,ELET6
57,7320.0,7320.0,1390.0,,,995.4,0.88,30/06/2010,ELET6
58,3750.0,3750.0,571.07,,,519.8,0.46,31/03/2010,ELET6
59,3750.0,3750.0,571.07,,,519.8,0.46,31/12/2009,ELET6
60,7260.0,7260.0,1850.0,,,453.8,0.40,30/09/2009,ELET6
61,5160.0,5160.0,4.73,,,-2090.0,-  1.85,30/06/2009,ELET6
62,5160.0,5160.0,4.73,,,-2090.0,-  1.85,31/03/2009,ELET6
63,5820.0,5820.0,593.91,,,101.33,0.09,31/12/2008,ELET6
64,9660.0,9660.0,813.01,,,3040.0,2.68,30/09/2008,ELET6
65,6970.0,6970.0,1720.0,,,2110.0,1.87,30/06/2008,ELET6
66,6520.0,6520.0,1850.0,,,841.53,0.75,31/03/2008,ELET6
67,6470.0,6470.0,90.34,,,1640.0,1.45,31/12/2007,ELET6
68,5350.0,5350.0,728.24,,,-174.1,-  0.15,30/09/2007,ELET6
69,5470.0,5470.0,911.56,,,-150.38,-  0.00,30/06/2007,ELET6
70,5170.0,5170.0,1490.0,,,233.16,0.00,31/03/2007,ELET6
71,,,,,,,NA,31/12/2006,ELET6
72,1440.0,1440.0,-90.18,,,505.06,0.00,30/09/2006,ELET6
73,1580.0,1580.0,-77.61,,,462.27,0.00,30/06/2006,ELET6
74,1480.0,1480.0,304.3,,,-141.86,-  0.00,31/03/2006,ELET6
75,,,,,,,NA,31/12/2005,ELET6
76,1370.0,1370.0,34.22,,,-319.8,-  0.00,30/09/2005,ELET6
77,1600.0,1600.0,458.81,,,-611.98,-  0.00,30/06/2005,ELET6
78,1600.0,1600.0,458.81,,,-611.98,-  0.00,31/03/2005,ELET6
79,,,,,,,NA,31/12/2004,ELET6
80,1700.0,1700.0,69.52,,,-687.88,-  0.00,30/09/2004,ELET6
81,1720.0,1720.0,4.15,,,1630.0,0.00,30/06/2004,ELET6
82,1630.0,1630.0,-166.57,,,445.43,0.00,31/03/2004,ELET6
83,,,,,,,NA,31/12/2003,ELET6
84,,,,,,,NA,30/09/2003,ELET6
85,2380.0,853.29,-2009.9999999999998,,,-1540.0,-  0.00,30/06/2003,ELET6
86,2930.0,1070.0,170.46,,,-227.69,-  0.00,31/03/2003,ELET6
87,,,,,,,NA,31/12/2002,ELET6
88,740.22,740.22,6030.0,,,3360.0,0.01,30/09/2002,ELET6
89,479.43,479.43,1980.0,,,350.16,0.00,30/06/2002,ELET6
90,792.07,792.07,666.6,,,299.27,0.00,31/03/2002,ELET6
91,,,,,,,NA,31/12/2001,ELET6
92,855.52,855.52,1380.0,,,721.98,0.00,30/06/2001,ELET6
93,849.61,849.61,1980.0,,,1140.0,0.00,31/03/2001,ELET6
94,,,,,,,NA,31/12/2000,ELET6
95,626.56,626.56,1050.0,,,657.2,0.00,30/09/2000,ELET6
96,628.83,628.83,914.8,,,526.6,0.00,30/06/2000,ELET6
97,542.36,542.36,434.89,,,214.26,0.00,31/03/2000,ELET6
0,9390.0,1750.0,1580.0,-375.14,1960.0,991.49,1.34,30/09/2024,EMBR3
1,7850.0,1260.0,668.51,-304.18,972.69,520.69,0.70,30/06/2024,EMBR3
2,4450.0,835.96,-19.03,-217.23,198.2,142.8,0.19,31/03/2024,EMBR3
3,4450.0,835.96,-19.03,-217.23,198.2,142.8,0.19,31/12/2023,EMBR3
4,6300.0,1140.0,420.32,-275.16,695.47,304.46,0.41,30/09/2023,EMBR3
5,6360.0,1100.0,350.18,-273.68,623.86,-96.21,-  0.13,30/06/2023,EMBR3
6,3730.0,591.6,-270.68,-237.49,-33.19,-368.26,-  0.50,31/03/2023,EMBR3
7,10460.0,2000.0,744.36,-386.19,1130.0,119.17,0.16,31/12/2022,EMBR3
8,4870.0,929.6,56.56,-243.22,299.78,-160.36,-  0.22,30/09/2022,EMBR3
9,5040.0,1160.0,-1150.0,-234.61,-912.0,-741.77,-  1.00,30/06/2022,EMBR3
10,3080.0,624.76,-209.9,-219.03,9.14,-170.69,-  0.23,31/03/2022,EMBR3
11,7280.0,1100.0,342.34,-302.93,645.27,11.11,0.02,31/12/2021,EMBR3
12,7280.0,1100.0,342.34,-302.93,645.27,11.11,0.02,30/09/2021,EMBR3
13,5010.0,946.78,153.04,-232.92,385.96,-234.3,-  0.32,30/06/2021,EMBR3
14,4450.0,421.18,-178.81,-271.11,92.29,-489.77,-  0.66,31/03/2021,EMBR3
15,9810.0,1190.0,548.15,-389.03,937.17,-7.53,-  0.01,31/12/2020,EMBR3
16,4090.0,296.74,-197.87,-203.22,5.35,-649.05,-  0.88,30/09/2020,EMBR3
17,2860.0,87.4,-1820.0,-673.1,-1380.0,-1680.0,-  2.27,30/06/2020,EMBR3
18,1690.0,431.42,17.71,-258.22,275.92,-1280.0,-  1.72,31/03/2020,EMBR3
19,4130.0,524.42,-413.47,-290.54,-122.93,-867.64,-  1.17,31/12/2019,EMBR3
20,2530.0,376.49,57.42,-178.09,235.51,-314.48,-  0.42,30/09/2019,EMBR3
21,2290.0,242.71,-196.48,-168.61,-27.87,26.12,0.04,30/06/2019,EMBR3
22,1510.0,286.98,-91.13,-185.35,94.22,-160.79,-  0.22,31/03/2019,EMBR3
23,6380.0,898.68,-78.87,-275.34,196.46,-78.14,-  0.11,31/12/2018,EMBR3
24,4580.0,829.86,176.67,-247.27,423.94,-83.81,-  0.11,30/09/2018,EMBR3
25,4530.0,486.26,-82.86,-243.97,161.11,-466.97,-  0.63,30/06/2018,EMBR3
26,3230.0,591.66,88.15,-215.08,303.22,-40.11,-  0.05,31/03/2018,EMBR3
27,5650.0,1130.0,217.93,-314.15,532.09,117.15,0.16,31/12/2017,EMBR3
28,4140.0,786.79,206.89,-248.42,455.31,351.05,0.47,30/09/2017,EMBR3
29,5700.0,1020.0,562.31,-280.38,842.69,192.67,0.26,30/06/2017,EMBR3
30,3220.0,484.02,72.45,-242.66,315.11,134.92,0.18,31/03/2017,EMBR3
31,6700.0,1350.0,921.44,-366.76,1290.0,648.28,0.88,31/12/2016,EMBR3
32,4910.0,923.0,-96.4,-300.71,204.31,-111.29,-  0.15,30/09/2016,EMBR3
33,4770.0,992.8,-432.22,-279.22,-153.01,-337.25,-  0.46,30/06/2016,EMBR3
34,5050.0,1010.0,324.97,-318.82,643.79,385.69,0.52,31/03/2016,EMBR3
35,7990.0,1350.0,250.57,-378.31,628.88,425.82,0.58,31/12/2015,EMBR3
36,4580.0,803.76,307.27,-263.0,570.27,-387.74,-  0.52,30/09/2015,EMBR3
37,4660.0,883.99,316.23,-232.01,548.24,399.64,0.54,30/06/2015,EMBR3
38,3070.0,719.49,228.99,-200.0,428.99,-196.13,-  0.26,31/03/2015,EMBR3
39,5250.0,913.06,514.61,-217.02,731.63,241.83,0.33,31/12/2014,EMBR3
40,2830.0,552.51,156.95,-154.29,311.24,-24.33,-  0.03,30/09/2014,EMBR3
41,3930.0,859.36,416.86,-166.18,583.04,319.88,0.43,30/06/2014,EMBR3
42,2930.0,633.81,215.36,-139.35,354.71,258.7,0.35,31/03/2014,EMBR3
43,5300.0,1300.0,1070.0,-184.54,1250.0,607.26,0.82,31/12/2013,EMBR3
44,2940.0,565.88,173.08,-185.45,358.53,118.64,0.16,30/09/2013,EMBR3
45,3240.0,748.47,285.38,-141.87,427.25,-9.88,-  0.01,30/06/2013,EMBR3
46,2160.0,480.07,79.28,-121.45,200.73,61.67,0.08,31/03/2013,EMBR3
47,2160.0,480.07,79.28,-121.45,200.73,61.67,0.08,31/12/2012,EMBR3
