,preço_lucro,preço_vpa,preço_receita_líquida,preço_fco,preço_fcf,preço_ativo_total,preço_ebit,preço_capital_giro,preço_ncav,ev_ebit,ev_ebitda,ev_receita_líquida,ev_fco,ev_fcf,ev_ativo_total,market_cap_empresa,enterprise_value,dividend_yield,datas,tic
58,11.45,2.61,1.49,14.07,18.11,1.55,10.73,4.03,-62.76,10.77,9.36,1.49,14.12,18.17,1.55,3580.0,3580.0,0.0258,30/06/2011,ALPA3
59,11.64,2.77,1.62,14.67,18.34,1.62,11.28,4.17,-59.59,11.31,9.83,1.62,14.71,18.39,1.62,3860.0,3780.0,0.024399999999999998,31/03/2011,ALPA3
60,12.69,2.97,1.74,10.62,12.26,1.73,11.99,4.57,-45.68,11.42,9.85,1.65,10.11,11.68,1.65,3890.0,3700.0,0.0158,31/12/2010,ALPA3
61,13.46,3.36,1.94,9.74,10.84,2.07,12.34,5.39,10.603.68,10.61,NA,1.67,8.38,9.32,1.78,3930.0,3650.0,0.011899999999999999,30/09/2010,ALPA3
62,11.39,2.62,1.47,6.88,11.97,1.60,10.07,4.37,-67.89,8.72,NA,1.27,5.96,10.37,1.38,2970.0,2710.0,0.013000000000000001,30/06/2010,ALPA3
63,11.87,1.96,1.09,4.99,26.79,1.19,9.57,3.30,-40.94,8.32,NA,0.95,4.34,23.30,1.04,2170.0,1940.0,0.0116,31/03/2010,ALPA3
64,1.08,0.14,0.07,0.45,NA,0.08,0.80,0.23,-2.03,0.33,NA,0.03,0.19,NA,0.03,128.58,60.8,0.0098,31/12/2009,ALPA3
65,12.13,1.77,0.89,7.27,NA,1.03,10.08,3.22,-10.16,10.09,NA,0.89,7.27,NA,1.03,1720.0,1770.0,0.020499999999999997,30/09/2009,ALPA3
66,9.50,1.34,0.68,6.68,NA,0.74,8.52,2.56,-4.88,9.55,NA,0.77,7.50,NA,0.84,1340.0,1440.0,0.0348,30/06/2009,ALPA3
67,8.25,1.28,0.71,9.20,NA,0.70,7.60,2.42,-4.11,9.39,NA,0.87,11.37,NA,0.86,1340.0,1540.0,0.0416,31/03/2009,ALPA3
68,5.00,0.89,0.52,8.25,NA,0.48,4.68,1.61,-2.98,5.76,NA,0.64,10.16,NA,0.59,874.49,1070.0,0.058899999999999994,31/12/2008,ALPA3
69,12.97,0.92,0.54,NA,NA,0.54,8.18,1.86,-4.24,8.76,NA,0.58,NA,NA,0.58,739.4,851.58,0.0626,30/09/2008,ALPA3
70,30.65,2.54,1.59,NA,NA,1.66,23.88,6.23,-21.29,22.11,NA,1.47,NA,NA,1.54,1950.0,2040.0,0.0217,30/06/2008,ALPA3
71,31.09,2.99,1.90,NA,NA,1.96,24.71,6.73,-36.14,22.71,NA,1.75,NA,NA,1.80,2300.0,2400.0,0.0184,31/03/2008,ALPA3
72,19.64,2.68,1.83,NA,NA,1.76,17.79,6.15,-32.01,16.55,NA,1.70,NA,NA,1.64,2150.0,2200.0,0.0147,31/12/2007,ALPA3
73,29.35,3.89,2.77,NA,NA,2.75,25.88,5.83,15.59,22.31,NA,2.38,NA,NA,2.37,3120.0,2910.0,0.013999999999999999,30/09/2007,ALPA3
74,27.72,4.09,2.83,NA,NA,2.90,23.70,6.09,15.70,21.27,NA,2.54,NA,NA,2.60,3270.0,3090.0,0.0132,30/06/2007,ALPA3
75,22.47,4.10,2.68,NA,NA,2.86,19.90,5.98,16.17,16.78,NA,2.26,NA,NA,2.41,3050.0,2840.0,0.0102,31/03/2007,ALPA3
76,20.83,3.48,1.94,NA,NA,2.49,17.46,5.50,14.77,14.98,NA,1.67,NA,NA,2.14,2460.0,2260.0,0.0182,31/12/2006,ALPA3
77,13.31,2.52,1.39,NA,NA,1.78,11.47,3.89,10.84,10.60,NA,1.28,NA,NA,1.65,1950.0,1730.0,0.0252,30/09/2006,ALPA3
78,10.59,2.42,1.23,NA,NA,1.59,9.53,3.64,16.69,8.84,NA,1.14,NA,NA,1.48,1720.0,1580.0,0.0301,30/06/2006,ALPA3
79,9.99,2.38,1.17,NA,NA,1.45,9.08,3.41,42.31,8.67,NA,1.12,NA,NA,1.38,1700.0,1550.0,0.0405,31/03/2006,ALPA3
80,8.48,2.14,1.03,NA,NA,1.23,7.36,2.84,143.55,6.74,NA,0.94,NA,NA,1.13,1460.0,1280.0,0.0362,31/12/2005,ALPA3
81,5.56,1.37,0.66,NA,NA,0.77,5.59,1.75,109.23,4.71,NA,0.56,NA,NA,0.65,886.26,738.74,0.07490000000000001,30/09/2005,ALPA3
82,5.01,1.22,0.57,NA,NA,0.68,4.92,1.68,-14.70,4.11,NA,0.48,NA,NA,0.56,708.07,619.57,0.0725,30/06/2005,ALPA3
83,4.97,0.99,0.47,NA,NA,0.54,4.58,1.34,-12.16,4.21,NA,0.43,NA,NA,0.50,594.34,538.21,,31/03/2005,ALPA3
84,10.39,1.76,0.82,NA,NA,0.93,9.91,2.42,-11.42,8.07,NA,0.67,NA,NA,0.76,841.32,794.27,,31/12/2004,ALPA3
85,6.01,1.13,0.53,NA,NA,0.62,6.59,1.59,-8.78,6.49,NA,0.53,NA,NA,0.61,634.37,613.74,,30/09/2004,ALPA3
86,5.48,0.85,0.39,NA,NA,0.45,5.55,1.21,-4.55,5.98,NA,0.42,NA,NA,0.49,455.17,475.54,,30/06/2004,ALPA3
87,4.08,0.65,0.31,NA,NA,0.34,5.07,0.94,-2.97,5.67,NA,0.34,NA,NA,0.38,342.02,371.36,,31/03/2004,ALPA3
88,4.43,0.72,0.34,NA,NA,0.39,6.16,1.11,-3.76,6.62,NA,0.36,NA,NA,0.42,373.56,382.15,,31/12/2003,ALPA3
89,5.52,0.79,0.37,NA,NA,0.42,9.24,1.20,-3.32,9.43,NA,0.38,NA,NA,0.42,348.5,386.13,,30/09/2003,ALPA3
90,9.96,1.25,0.60,NA,NA,0.67,15.99,2.25,-3.92,14.28,NA,0.53,NA,NA,0.60,447.14,522.63,,30/06/2003,ALPA3
91,6.33,0.71,0.35,NA,NA,0.43,5.60,1.35,-5.27,5.21,NA,0.32,NA,NA,0.40,315.71,297.46,,31/03/2003,ALPA3
92,5.50,0.58,0.28,NA,NA,0.28,4.29,1.04,-1.20,4.41,NA,0.29,NA,NA,0.29,238.09,260.58,,31/12/2002,ALPA3
93,11.83,0.62,0.33,NA,NA,0.37,5.44,1.27,-3.63,5.03,NA,0.31,NA,NA,0.35,262.73,252.42,,30/09/2002,ALPA3
94,10.07,0.63,0.34,NA,NA,0.41,6.95,1.32,-8.76,6.29,NA,0.31,NA,NA,0.37,241.13,246.9,,30/06/2002,ALPA3
95,9.19,0.64,0.34,NA,NA,0.41,7.72,1.64,-4.04,6.52,NA,0.29,NA,NA,0.35,237.01,230.63,,31/03/2002,ALPA3
96,9.27,0.70,0.37,NA,NA,0.40,7.87,1.82,-1.85,7.47,NA,0.35,NA,NA,0.38,256.48,277.63,,31/12/2001,ALPA3
97,4.76,0.65,0.36,NA,NA,0.45,4.69,1.56,-13.77,4.43,NA,0.34,NA,NA,0.42,274.06,257.65,,30/06/2001,ALPA3
98,4.55,0.69,0.38,NA,NA,0.46,4.72,1.60,-9.01,4.12,NA,0.33,NA,NA,0.40,277.64,247.07,,31/03/2001,ALPA3
99,4.70,0.78,0.42,NA,NA,0.45,5.61,1.70,-3.04,5.57,NA,0.42,NA,NA,0.45,308.95,309.89,,31/12/2000,ALPA3
100,3.80,0.80,0.45,NA,NA,0.56,3.96,1.91,-505.62,3.52,NA,0.40,NA,NA,0.50,282.08,279.0,,30/09/2000,ALPA3
101,3.52,0.72,0.40,NA,NA,0.50,3.27,1.74,-31.19,3.22,NA,0.39,NA,NA,0.49,267.89,268.91,,30/06/2000,ALPA3
102,3.26,0.64,0.35,NA,NA,0.43,3.00,1.50,-13.98,2.75,NA,0.33,NA,NA,0.40,220.65,214.57,,31/03/2000,ALPA3
0,22.35,1.94,1.88,13.96,21.81,1.34,21.46,4.57,-77.19,18.78,11.16,1.65,12.21,19.09,1.17,7700.0,7310.0,0.1112,16/12/2025,ALPA4
1,19.21,1.67,1.62,11.99,18.74,1.15,18.44,3.93,-66.34,17.61,10.46,1.55,11.45,17.89,1.10,7240.0,6850.0,0.0101,30/09/2025,ALPA4
2,23.71,1.49,1.42,10.45,16.05,0.99,24.21,3.66,-16.34,21.34,10.54,1.25,9.21,14.15,0.88,5610.0,5430.0,0.0118,30/06/2025,ALPA4
3,28.33,1.37,1.30,7.96,10.56,0.87,38.61,3.29,-8.57,34.43,12.44,1.16,7.09,9.42,0.77,5150.0,4940.0,0.0131,31/03/2025,ALPA4
4,41.75,1.12,1.10,5.33,6.57,0.66,87.99,2.14,-6.49,84.40,14.36,1.05,5.12,6.30,0.63,4390.0,4320.0,0.0,31/12/2024,ALPA4
5,-3.23,1.22,1.21,4.73,5.46,0.73,-3.18,2.18,-11.09,-3.01,-3.58,1.15,4.48,5.18,0.69,4630.0,4590.0,0.0,30/09/2024,ALPA4
6,-3.81,1.53,1.55,6.31,7.57,0.91,-3.74,2.73,-12.55,-3.68,-4.32,1.52,6.22,7.46,0.90,5740.0,5880.0,0.0,30/06/2024,ALPA4
7,-4.14,1.80,1.81,8.57,12.12,1.05,-4.08,2.98,-16.52,-4.22,-4.88,1.87,8.87,12.55,1.09,6740.0,7050.0,0.0,31/03/2024,ALPA4
8,-2.98,1.49,1.49,14.95,140.32,0.88,-2.79,2.51,-14.38,-3.16,-3.53,1.68,16.90,158.67,0.99,5720.0,6280.0,0.0,31/12/2023,ALPA4
9,-21.25,1.11,1.56,-45.51,-10.04,0.76,-15.67,2.69,-20.63,-18.10,-36.56,1.81,-52.56,-11.59,0.87,6080.0,6910.0,0.0,30/09/2023,ALPA4
10,-26.98,1.16,1.53,-22.20,-7.12,0.79,-21.51,3.51,-8.77,-25.85,-70.42,1.84,-26.68,-8.55,0.95,6460.0,7400.0,0.0,30/06/2023,ALPA4
11,-47.25,0.95,1.26,-14.89,-5.28,0.65,-39.19,2.67,-8.07,-47.83,171.78,1.54,-18.17,-6.45,0.79,5500.0,6400.0,0.0,31/03/2023,ALPA4
12,66.25,1.40,1.92,-12.61,-6.01,0.95,40.01,3.53,-17.38,42.02,23.18,2.02,-13.24,-6.31,0.99,7820.0,8450.0,0.0,31/12/2022,ALPA4
13,34.93,2.60,3.68,-192.66,-20.12,1.93,43.82,11.25,-21.96,39.31,27.13,3.30,-172.81,-18.05,1.73,13530.0,13670.0,0.0195,30/09/2022,ALPA4
14,27.91,2.67,3.78,1.516.71,-26.84,2.00,36.38,11.17,-29.05,33.10,24.47,3.44,1.379.86,-24.42,1.82,13960.0,13910.0,0.0194,30/06/2022,ALPA4
15,22.84,2.50,3.35,114.82,-37.11,1.52,26.11,9.08,-6.76,21.75,17.15,2.79,95.64,-30.91,1.26,12860.0,11240.0,0.022000000000000002,31/03/2022,ALPA4
16,22.68,4.61,3.96,19.87,35.61,1.95,25.26,-14.66,-2.74,23.43,19.34,3.67,18.42,33.02,1.81,14980.0,14510.0,0.016399999999999998,31/12/2021,ALPA4
17,55.64,7.50,6.01,37.10,65.17,4.69,42.16,15.66,-61.67,37.54,29.61,5.35,33.03,58.03,4.17,22930.0,22270.0,0.0,30/09/2021,ALPA4
18,99.81,9.41,7.37,39.28,56.59,5.88,55.84,21.35,-59.16,50.50,38.95,6.67,35.53,51.18,5.32,27570.0,26950.0,0.0,30/06/2021,ALPA4
19,95.17,7.60,6.51,46.57,78.97,4.82,51.80,15.82,-78.89,47.29,34.82,5.95,42.51,72.10,4.40,22000.0,21320.0,0.0,31/03/2021,ALPA4
20,162.16,7.71,6.76,72.69,180.86,4.72,82.89,16.21,-49.06,77.24,48.60,6.30,67.73,168.54,4.40,21640.0,21190.0,0.0014000000000000002,31/12/2020,ALPA4
21,121.69,8.64,6.74,74.30,142.11,4.09,75.82,16.28,-14.86,70.00,46.46,6.22,68.59,131.19,3.78,23280.0,22980.0,0.0013,30/09/2020,ALPA4
22,68.45,6.44,5.29,150.96,-363.08,2.76,60.38,11.28,-8.46,56.47,36.47,4.95,141.20,-339.61,2.58,17120.0,17180.0,0.0018,30/06/2020,ALPA4
23,62.69,5.57,4.26,30.31,45.84,2.95,55.21,11.47,-13.87,49.28,31.31,3.80,27.05,40.92,2.64,14160.0,13850.0,0.0021,31/03/2020,ALPA4
24,74.08,7.68,5.47,38.21,55.33,4.49,47.33,15.00,-38.64,43.95,32.05,5.08,35.48,51.38,4.17,19140.0,18860.0,0.0,31/12/2019,ALPA4
25,71.21,6.44,3.88,71.48,172.85,3.75,47.80,12.41,-32.02,44.14,30.25,3.58,66.01,159.62,3.46,15040.0,15090.0,0.0,30/09/2019,ALPA4
26,48.49,5.55,3.36,49.48,74.49,3.16,32.32,10.67,-23.24,30.60,22.95,3.18,46.86,70.54,2.99,13040.0,12920.0,0.0029,30/06/2019,ALPA4
27,36.04,4.02,2.47,63.86,145.31,2.32,24.00,8.02,-17.13,23.69,18.15,2.44,63.05,143.46,2.29,9510.0,9630.0,0.008,31/03/2019,ALPA4
28,27.39,3.81,2.33,47.19,81.35,2.28,19.82,7.38,-24.57,20.93,16.98,2.46,49.84,85.91,2.41,9500.0,9590.0,0.024399999999999998,31/12/2018,ALPA4
29,23.88,3.24,1.94,14.12,16.28,1.87,18.62,6.15,-15.88,18.81,14.58,1.96,14.27,16.45,1.89,7310.0,7360.0,0.0361,30/09/2018,ALPA4
30,22.20,2.68,1.48,11.13,12.96,1.55,19.73,4.56,-19.28,20.28,14.72,1.52,11.44,13.33,1.59,5830.0,5870.0,0.046,30/06/2018,ALPA4
31,23.95,3.22,1.82,16.64,21.09,1.84,23.23,5.40,-21.36,22.93,16.87,1.80,16.43,20.81,1.82,6970.0,6870.0,0.0379,31/03/2018,ALPA4
32,20.63,3.42,2.01,24.67,37.84,1.94,19.70,5.67,-21.44,19.68,15.36,2.01,24.65,37.81,1.94,7360.0,7470.0,0.021400000000000002,31/12/2017,ALPA4
33,18.62,3.55,2.10,31.61,66.73,2.12,16.18,8.74,-13.37,16.42,13.64,2.13,32.08,67.72,2.16,7630.0,7850.0,0.0155,30/09/2017,ALPA4
34,16.26,3.22,1.87,25.60,50.12,1.87,14.01,6.81,-13.11,14.49,12.09,1.93,26.48,51.85,1.94,6990.0,7190.0,0.0258,30/06/2017,ALPA4
35,13.65,2.77,1.52,15.03,21.76,1.58,11.02,4.94,-14.11,11.40,9.60,1.58,15.55,22.51,1.63,5960.0,6090.0,0.0271,31/03/2017,ALPA4
36,15.60,2.85,1.39,16.54,24.33,1.49,11.94,4.45,-10.47,11.55,9.48,1.35,16.01,23.54,1.44,5260.0,5460.0,0.025099999999999997,31/12/2016,ALPA4
37,15.66,2.48,1.16,15.53,21.74,1.31,11.10,4.09,-8.79,10.89,8.81,1.13,15.24,21.34,1.29,4550.0,4750.0,0.0424,30/09/2016,ALPA4
38,17.31,2.76,1.22,17.02,27.51,1.39,11.97,4.64,-7.02,12.24,9.88,1.25,17.41,28.14,1.42,5170.0,5370.0,0.0542,30/06/2016,ALPA4
39,15.26,2.32,1.05,13.69,21.74,1.20,10.95,4.56,-5.48,12.03,9.55,1.15,15.03,23.87,1.32,4610.0,4840.0,0.0669,31/03/2016,ALPA4
40,14.43,2.14,0.95,9.64,14.00,1.04,10.65,4.37,-3.83,12.22,9.58,1.09,11.07,16.07,1.20,4230.0,4510.0,0.1168,31/12/2015,ALPA4
41,13.00,2.09,0.97,10.46,16.40,1.02,10.38,4.08,-3.86,11.16,8.86,1.04,11.24,17.63,1.09,4160.0,4320.0,0.0855,30/09/2015,ALPA4
42,13.18,1.93,0.96,10.99,17.81,1.03,11.04,3.59,-5.76,11.06,8.71,0.97,11.01,17.84,1.03,3530.0,3770.0,0.0681,30/06/2015,ALPA4
43,18.78,2.52,1.30,16.56,32.10,1.28,15.65,4.63,-5.86,15.62,12.32,1.30,16.53,32.03,1.27,4790.0,4930.0,0.051100000000000007,31/03/2015,ALPA4
44,15.37,2.15,1.16,17.41,39.89,1.18,13.24,3.77,-8.51,13.67,11.03,1.20,17.96,41.16,1.22,4240.0,4440.0,0.028999999999999998,31/12/2014,ALPA4
45,14.29,2.01,1.06,16.00,43.75,1.19,12.63,3.35,-20.89,12.45,10.04,1.04,15.78,43.15,1.17,3770.0,3780.0,0.0348,30/09/2014,ALPA4
46,16.00,2.45,1.28,20.14,54.35,1.38,14.76,3.89,-17.22,14.33,11.67,1.24,19.54,52.75,1.34,4430.0,4450.0,0.028399999999999998,30/06/2014,ALPA4
47,15.02,2.65,1.42,18.95,49.32,1.47,14.08,4.03,-17.75,14.49,12.15,1.46,19.51,50.76,1.51,4920.0,5170.0,0.0229,31/03/2014,ALPA4
48,16.97,2.87,1.54,16.33,43.73,1.56,16.17,4.50,-14.70,17.13,14.21,1.63,17.30,46.33,1.66,5150.0,5570.0,0.022400000000000003,31/12/2013,ALPA4
49,21.62,3.70,1.99,21.43,108.45,1.98,21.00,5.47,-19.19,20.66,17.15,1.96,21.08,106.68,1.95,6100.0,6460.0,0.0178,30/09/2013,ALPA4
50,19.46,3.38,1.83,17.84,69.96,1.90,17.94,5.38,-21.97,17.20,14.44,1.75,17.10,67.07,1.82,5460.0,5660.0,0.0196,30/06/2013,ALPA4
51,18.15,3.11,1.71,20.53,145.77,1.79,17.23,5.08,-24.70,16.47,13.73,1.63,19.62,139.32,1.71,4960.0,5100.0,0.02,31/03/2013,ALPA4
52,19.16,3.24,1.78,26.97,-820.91,1.96,18.39,4.95,-3.402.32,18.66,15.47,1.81,27.37,-833.16,1.99,5270.0,5450.0,0.0169,31/12/2012,ALPA4
53,20.87,3.52,1.98,22.14,54.90,2.06,21.31,5.32,-77.60,20.28,16.60,1.89,21.07,52.25,1.96,5640.0,5410.0,0.0154,30/09/2012,ALPA4
54,16.79,3.06,1.74,17.77,36.42,1.84,17.49,4.68,-288.42,16.76,13.88,1.66,17.03,34.90,1.76,4830.0,4600.0,0.0183,30/06/2012,ALPA4
55,18.30,3.57,2.05,16.19,24.96,2.17,17.84,5.38,189.17,17.29,14.63,1.98,15.70,24.21,2.10,5560.0,5290.0,0.0143,31/03/2012,ALPA4
56,18.40,3.83,2.20,17.00,23.27,2.32,18.14,6.00,-261.50,17.26,14.71,2.09,16.18,22.15,2.20,5660.0,5380.0,0.0194,31/12/2011,ALPA4
57,12.39,2.73,1.57,15.61,21.03,1.60,11.87,4.32,-34.87,12.06,10.47,1.60,15.86,21.37,1.62,3960.0,4000.0,0.027200000000000002,30/09/2011,ALPA4
58,11.52,2.63,1.50,14.17,18.24,1.56,10.81,4.06,-63.19,10.77,9.36,1.49,14.12,18.17,1.55,3580.0,3580.0,0.0282,30/06/2011,ALPA4
59,12.22,2.91,1.70,15.42,19.27,1.70,11.86,4.38,-62.61,11.31,9.83,1.62,14.71,18.39,1.62,3860.0,3780.0,0.0256,31/03/2011,ALPA4
60,12.69,2.97,1.74,10.62,12.26,1.73,11.99,4.57,-45.68,11.42,9.85,1.65,10.11,11.68,1.65,3890.0,3700.0,0.0174,31/12/2010,ALPA4
61,11.44,2.86,1.65,8.28,9.21,1.76,10.49,4.59,9.013.13,10.61,NA,1.67,8.38,9.32,1.78,3930.0,3650.0,0.0154,30/09/2010,ALPA4
62,10.21,2.34,1.31,6.16,10.73,1.43,9.03,3.91,-60.83,8.72,NA,1.27,5.96,10.37,1.38,2970.0,2710.0,0.0159,30/06/2010,ALPA4
63,11.21,1.85,1.03,4.71,25.31,1.13,9.04,3.12,-38.66,8.32,NA,0.95,4.34,23.30,1.04,2170.0,1940.0,0.013600000000000001,31/03/2010,ALPA4
64,0.83,0.11,0.06,0.35,NA,0.06,0.61,0.18,-1.56,0.33,NA,0.03,0.19,NA,0.03,128.58,60.8,0.0141,31/12/2009,ALPA4
65,11.53,1.68,0.85,6.91,NA,0.97,9.58,3.06,-9.65,10.09,NA,0.89,7.27,NA,1.03,1720.0,1770.0,0.023799999999999998,30/09/2009,ALPA4
66,10.35,1.46,0.74,7.28,NA,0.81,9.28,2.79,-5.32,9.55,NA,0.77,7.50,NA,0.84,1340.0,1440.0,0.0352,30/06/2009,ALPA4
67,9.58,1.49,0.82,10.68,NA,0.81,8.82,2.81,-4.77,9.39,NA,0.87,11.37,NA,0.86,1340.0,1540.0,0.0395,31/03/2009,ALPA4
68,5.10,0.91,0.53,8.42,NA,0.49,4.77,1.65,-3.04,5.76,NA,0.64,10.16,NA,0.59,874.49,1070.0,0.0636,31/12/2008,ALPA4
69,11.09,0.79,0.46,NA,NA,0.46,7.00,1.59,-3.63,8.76,NA,0.58,NA,NA,0.58,739.4,851.58,0.0806,30/09/2008,ALPA4
70,23.36,1.94,1.21,NA,NA,1.27,18.20,4.75,-16.23,22.11,NA,1.47,NA,NA,1.54,1950.0,2040.0,0.0313,30/06/2008,ALPA4
71,23.48,2.26,1.43,NA,NA,1.48,18.66,5.08,-27.29,22.71,NA,1.75,NA,NA,1.80,2300.0,2400.0,0.0269,31/03/2008,ALPA4
72,16.04,2.19,1.50,NA,NA,1.44,14.53,5.02,-26.14,16.55,NA,1.70,NA,NA,1.64,2150.0,2200.0,0.0197,31/12/2007,ALPA4
73,24.74,3.28,2.33,NA,NA,2.31,21.81,4.91,13.14,22.31,NA,2.38,NA,NA,2.37,3120.0,2910.0,0.0182,30/09/2007,ALPA4
74,24.87,3.67,2.54,NA,NA,2.60,21.26,5.47,14.09,21.27,NA,2.54,NA,NA,2.60,3270.0,3090.0,0.016200000000000003,30/06/2007,ALPA4
75,18.22,3.32,2.17,NA,NA,2.32,16.14,4.85,13.11,16.78,NA,2.26,NA,NA,2.41,3050.0,2840.0,0.0138,31/03/2007,ALPA4
76,18.03,3.01,1.68,NA,NA,2.16,15.11,4.76,12.78,14.98,NA,1.67,NA,NA,2.14,2460.0,2260.0,0.0231,31/12/2006,ALPA4
77,14.41,2.73,1.50,NA,NA,1.93,12.42,4.22,11.74,10.60,NA,1.28,NA,NA,1.65,1950.0,1730.0,0.0256,30/09/2006,ALPA4
78,10.82,2.47,1.25,NA,NA,1.63,9.74,3.72,17.05,8.84,NA,1.14,NA,NA,1.48,1720.0,1580.0,0.0325,30/06/2006,ALPA4
79,10.85,2.58,1.27,NA,NA,1.57,9.86,3.70,45.95,8.67,NA,1.12,NA,NA,1.38,1700.0,1550.0,0.041100000000000005,31/03/2006,ALPA4
80,9.18,2.32,1.12,NA,NA,1.33,7.97,3.08,155.42,6.74,NA,0.94,NA,NA,1.13,1460.0,1280.0,0.0369,31/12/2005,ALPA4
81,5.68,1.39,0.68,NA,NA,0.79,5.70,1.78,111.42,4.71,NA,0.56,NA,NA,0.65,886.26,738.74,0.0809,30/09/2005,ALPA4
82,4.59,1.12,0.52,NA,NA,0.62,4.50,1.54,-13.46,4.11,NA,0.48,NA,NA,0.56,708.07,619.57,0.0872,30/06/2005,ALPA4
83,5.12,1.01,0.48,NA,NA,0.56,4.72,1.38,-12.53,4.21,NA,0.43,NA,NA,0.50,594.34,538.21,,31/03/2005,ALPA4
84,7.69,1.30,0.61,NA,NA,0.69,7.33,1.79,-8.45,8.07,NA,0.67,NA,NA,0.76,841.32,794.27,,31/12/2004,ALPA4
85,6.20,1.17,0.55,NA,NA,0.63,6.80,1.64,-9.05,6.49,NA,0.53,NA,NA,0.61,634.37,613.74,,30/09/2004,ALPA4
86,5.82,0.90,0.41,NA,NA,0.48,5.89,1.29,-4.84,5.98,NA,0.42,NA,NA,0.49,455.17,475.54,,30/06/2004,ALPA4
87,4.32,0.69,0.33,NA,NA,0.36,5.36,0.99,-3.14,5.67,NA,0.34,NA,NA,0.38,342.02,371.36,,31/03/2004,ALPA4
88,4.86,0.79,0.37,NA,NA,0.43,6.76,1.22,-4.13,6.62,NA,0.36,NA,NA,0.42,373.56,382.15,,31/12/2003,ALPA4
89,4.70,0.67,0.32,NA,NA,0.35,7.86,1.02,-2.82,9.43,NA,0.38,NA,NA,0.42,348.5,386.13,,30/09/2003,ALPA4
90,5.51,0.69,0.33,NA,NA,0.37,8.85,1.24,-2.17,14.28,NA,0.53,NA,NA,0.60,447.14,522.63,,30/06/2003,ALPA4
91,6.18,0.69,0.34,NA,NA,0.42,5.47,1.32,-5.14,5.21,NA,0.32,NA,NA,0.40,315.71,297.46,,31/03/2003,ALPA4
92,4.86,0.51,0.25,NA,NA,0.25,3.79,0.92,-1.06,4.41,NA,0.29,NA,NA,0.29,238.09,260.58,,31/12/2002,ALPA4
93,10.98,0.57,0.31,NA,NA,0.35,5.05,1.18,-3.37,5.03,NA,0.31,NA,NA,0.35,262.73,252.42,,30/09/2002,ALPA4
94,7.84,0.49,0.27,NA,NA,0.32,5.41,1.03,-6.82,6.29,NA,0.31,NA,NA,0.37,241.13,246.9,,30/06/2002,ALPA4
95,6.89,0.48,0.25,NA,NA,0.31,5.79,1.23,-3.03,6.52,NA,0.29,NA,NA,0.35,237.01,230.63,,31/03/2002,ALPA4
96,7.11,0.54,0.28,NA,NA,0.30,6.04,1.39,-1.42,7.47,NA,0.35,NA,NA,0.38,256.48,277.63,,31/12/2001,ALPA4
97,4.80,0.66,0.37,NA,NA,0.45,4.72,1.57,-13.87,4.43,NA,0.34,NA,NA,0.42,274.06,257.65,,30/06/2001,ALPA4
98,4.39,0.66,0.37,NA,NA,0.44,4.56,1.54,-8.70,4.12,NA,0.33,NA,NA,0.40,277.64,247.07,,31/03/2001,ALPA4
99,4.61,0.76,0.41,NA,NA,0.45,5.51,1.67,-2.98,5.57,NA,0.42,NA,NA,0.45,308.95,309.89,,31/12/2000,ALPA4
100,3.07,0.64,0.36,NA,NA,0.45,3.20,1.54,-408.27,3.52,NA,0.40,NA,NA,0.50,282.08,279.0,,30/09/2000,ALPA4
101,3.39,0.70,0.38,NA,NA,0.48,3.16,1.68,-30.08,3.22,NA,0.39,NA,NA,0.49,267.89,268.91,,30/06/2000,ALPA4
102,2.91,0.57,0.32,NA,NA,0.39,2.68,1.33,-12.47,2.75,NA,0.33,NA,NA,0.40,220.65,214.57,,31/03/2000,ALPA4
0,675.03,2.67,0.53,1.78,NA,0.37,3.80,-8.06,-0.41,8.49,4.24,1.18,3.98,NA,0.82,951.79,2130.0,0.0,16/12/2025,ALPK3
1,640.81,2.53,0.50,1.69,NA,0.35,3.61,-7.65,-0.38,8.30,4.14,1.15,3.89,NA,0.80,903.54,2080.0,0.0,30/09/2025,ALPK3
2,-185.42,1.84,0.38,1.40,NA,0.25,2.79,-8.25,-0.28,8.15,3.94,1.10,4.10,NA,0.72,646.73,1890.0,0.0,30/06/2025,ALPK3
3,-133.84,1.77,0.37,-2.59,NA,0.25,2.76,-2.14,-0.26,8.43,4.01,1.14,-7.92,NA,0.77,614.18,1880.0,0.0,31/03/2025,ALPK3
4,-40.85,1.86,0.41,1.55,NA,0.26,3.09,-3.26,-0.28,8.98,4.16,1.20,4.51,NA,0.76,651.07,1900.0,0.0,31/12/2024,ALPK3
5,-31.83,1.91,0.45,1.63,NA,0.26,3.31,-3.27,-0.27,9.35,4.30,1.27,4.60,NA,0.73,681.46,1930.0,0.0,30/09/2024,ALPK3
6,-21.01,2.25,0.54,1.86,NA,0.30,4.08,-3.65,-0.32,10.43,4.69,1.39,4.76,NA,0.77,798.65,2040.0,0.0,30/06/2024,ALPK3
7,-15.25,2.52,0.62,-3.47,NA,0.36,4.85,-2.74,-0.36,11.70,5.10,1.51,-8.36,NA,0.86,887.63,2140.0,0.0,31/03/2024,ALPK3
8,-12.92,2.60,0.70,2.17,NA,0.38,5.55,-2.76,-0.38,12.66,5.36,1.61,4.95,NA,0.87,954.91,2180.0,0.0,31/12/2023,ALPK3
9,-8.20,2.33,0.69,0.77,4.60,0.34,6.36,-2.96,-0.36,15.01,5.62,1.62,1.81,10.85,0.81,887.73,2100.0,0.0,30/09/2023,ALPK3
