,preço_lucro,preço_vpa,preço_receita_líquida,preço_fco,preço_fcf,preço_ativo_total,preço_ebit,preço_capital_giro,preço_ncav,ev_ebit,ev_ebitda,ev_receita_líquida,ev_fco,ev_fcf,ev_ativo_total,market_cap_empresa,enterprise_value,dividend_yield,datas,tic
10,-8.60,3.01,0.89,-5.74,0.96,0.41,8.96,-3.79,-0.42,18.85,6.52,1.88,-12.07,2.02,0.87,1100.0,2320.0,0.0,30/06/2023,ALPK3
11,-1.99,0.77,0.25,-2.14,NA,0.11,3.05,-1.16,-0.11,15.54,4.59,1.28,-10.90,NA,0.56,295.91,1510.0,0.0,31/03/2023,ALPK3
12,-1.67,0.65,0.24,0.68,NA,0.10,3.53,-0.42,-0.10,19.79,4.90,1.35,3.79,NA,0.59,268.03,1500.0,0.0,31/12/2022,ALPK3
13,-2.81,1.01,0.43,-3.27,-3.12,0.18,6.74,-1.23,-0.18,25.19,5.79,1.61,-12.21,-11.67,0.67,465.31,1740.0,0.0,30/09/2022,ALPK3
14,-3.40,1.23,0.60,-3.61,-3.56,0.24,15.59,-1.20,-0.24,48.64,6.98,1.88,-11.26,-11.12,0.74,608.97,1900.0,0.0,30/06/2022,ALPK3
15,-3.85,1.53,0.85,-3.92,NA,0.31,748.26,-1.49,-0.31,1.980.86,8.76,2.26,-10.39,NA,0.82,780.43,2070.0,0.0,31/03/2022,ALPK3
16,-3.83,1.54,1.02,3.29,NA,0.33,-26.42,-2.07,-0.35,-65.60,10.36,2.55,8.17,NA,0.83,855.76,2130.0,0.0,31/12/2021,ALPK3
17,-5.20,1.96,1.31,-6.83,-6.75,0.38,-121.90,-1.84,-0.38,-295.11,10.26,3.17,-16.54,-16.35,0.92,989.1,2390.0,0.0,30/09/2021,ALPK3
18,-5.81,2.25,1.88,-5.61,-47.88,0.47,-41.56,-2.11,-0.46,-89.31,11.78,4.05,-12.05,-102.90,1.01,1250.0,2680.0,0.0,30/06/2021,ALPK3
19,-7.37,2.52,2.71,-5.62,NA,0.57,-54.64,-3.11,-0.59,-105.84,13.12,5.25,-10.88,NA,1.10,1550.0,3000.0,0.0,31/03/2021,ALPK3
20,-8.10,2.04,2.13,14.98,NA,0.51,169.14,-2.28,-0.53,344.71,10.65,4.35,30.53,NA,1.05,1390.0,2820.0,0.0,31/12/2020,ALPK3
21,-11.95,2.78,2.59,-4.62,-5.93,0.55,80.43,-4.62,-0.60,146.92,12.47,4.74,-8.45,-10.83,1.01,1930.0,3520.0,0.0,30/09/2020,ALPK3
22,-18.99,2.35,2.03,-5.58,-5.72,0.57,21.99,-3.14,-0.61,38.61,9.95,3.56,-9.80,-10.04,1.01,1800.0,3160.0,0.0,30/06/2020,ALPK3
23,-28.41,2.71,1.38,-6.49,54.31,0.62,11.53,-5.31,-0.69,23.22,8.34,2.77,-13.08,109.42,1.24,1480.0,2970.0,0.0,31/03/2020,ALPK3
24,-35.39,2.71,1.43,4.02,NA,0.64,11.23,-6.22,-0.73,21.65,8.35,2.75,7.74,NA,1.23,1540.0,2970.0,0.0,31/12/2019,ALPK3
0,2.16,0.45,0.14,0.31,0.31,0.20,1.52,0.61,-0.92,1.20,1.09,0.11,0.25,0.25,0.16,762.3,602.11,0.3282,16/12/2025,ALLD3
1,2.73,0.57,0.18,0.39,0.40,0.26,1.93,0.77,-1.17,1.61,1.46,0.15,0.33,0.33,0.21,965.35,805.17,0.1997,30/09/2025,ALLD3
2,7.53,0.56,0.16,0.45,0.45,0.25,4.78,0.81,-1.05,6.00,4.64,0.20,0.57,0.57,0.32,840.17,1050.0,0.1459,30/06/2025,ALLD3
3,6.06,0.42,0.13,0.49,0.49,0.19,3.69,0.60,-0.94,4.45,3.45,0.15,0.59,0.59,0.23,669.4,805.99,0.18289999999999998,31/03/2025,ALLD3
4,4.66,0.43,0.12,0.52,0.53,0.19,3.59,0.61,-0.87,4.00,3.13,0.14,0.58,0.59,0.22,678.17,755.93,0.3283,31/12/2024,ALLD3
5,4.61,0.47,0.13,0.52,0.53,0.21,3.24,0.74,-0.77,4.30,3.45,0.17,0.70,0.70,0.28,716.89,953.11,0.2664,30/09/2024,ALLD3
6,5.02,0.48,0.14,0.59,0.59,0.21,3.73,0.70,-0.82,4.60,3.60,0.17,0.72,0.72,0.26,774.13,953.1,0.24670000000000003,30/06/2024,ALLD3
7,4.52,0.45,0.12,0.44,0.44,0.20,3.32,0.64,-0.90,4.26,3.31,0.15,0.56,0.56,0.26,705.68,904.72,0.26890000000000003,31/03/2024,ALLD3
8,6.09,0.47,0.13,0.35,0.35,0.22,3.44,0.65,-1.16,3.48,2.68,0.13,0.36,0.36,0.22,745.77,753.86,0.1207,31/12/2023,ALLD3
9,7.66,0.38,0.10,0.27,0.27,0.17,2.97,0.58,-0.65,4.25,3.16,0.14,0.39,0.39,0.24,582.63,834.4,0.056600000000000004,30/09/2023,ALLD3
10,9.86,0.40,0.11,0.25,0.25,0.17,3.19,0.63,-0.58,4.38,3.21,0.16,0.34,0.34,0.24,618.99,851.08,0.0533,30/06/2023,ALLD3
11,6.43,0.30,0.09,0.19,0.19,0.12,2.32,0.42,-0.41,4.04,2.95,0.15,0.32,0.33,0.21,450.26,783.71,0.0733,31/03/2023,ALLD3
12,5.69,0.29,0.08,0.21,0.21,0.12,2.09,0.42,-0.38,4.44,3.28,0.18,0.44,0.44,0.25,433.48,921.12,0.1989,31/12/2022,ALLD3
13,9.39,0.46,0.13,1.56,1.62,0.19,3.55,0.66,-0.59,6.27,4.54,0.23,2.75,2.86,0.33,693.56,1230.0,0.1167,30/09/2022,ALLD3
14,8.26,0.75,0.20,1.61,1.66,0.27,4.61,1.01,-0.71,5.97,4.59,0.25,2.09,2.16,0.35,1120.0,1460.0,0.1105,30/06/2022,ALLD3
15,4.82,0.83,0.21,3.84,4.13,0.32,3.20,1.41,-0.83,3.92,3.32,0.26,4.71,5.07,0.39,1270.0,1560.0,0.0975,31/03/2022,ALLD3
16,5.24,1.00,0.26,12.15,17.20,0.33,3.70,1.66,-0.72,2.87,2.45,0.20,9.43,13.35,0.26,1510.0,1170.0,0.047,31/12/2021,ALLD3
17,4.60,1.03,0.27,7.14,8.66,0.38,3.25,1.64,-0.94,3.13,2.75,0.26,6.88,8.35,0.36,1560.0,1510.0,0.0276,30/09/2021,ALLD3
18,7.72,1.83,0.47,-6.66,-6.01,0.68,5.32,2.87,-1.76,5.77,5.12,0.51,-7.24,-6.53,0.74,2690.0,2920.0,0.0,30/06/2021,ALLD3
19,8.09,1.44,0.33,15.95,34.58,0.44,5.17,2.23,-0.89,5.64,4.72,0.36,17.40,37.71,0.48,1660.0,1810.0,0.0,31/03/2021,ALLD3
20,8.24,1.22,0.29,4.23,5.12,0.37,5.11,1.97,-0.73,5.34,4.39,0.31,4.41,5.35,0.39,1380.0,1440.0,0.0,31/12/2020,ALLD3
21,10.96,1.28,0.32,4.52,5.49,0.38,6.96,2.07,-0.72,7.68,6.04,0.36,4.99,6.05,0.42,1370.0,1510.0,0.0,30/09/2020,ALLD3
22,18.70,1.40,0.36,1.97,2.17,0.41,10.12,2.37,-0.78,8.85,6.46,0.32,1.72,1.90,0.36,1370.0,1200.0,0.0,30/06/2020,ALLD3
23,13.70,1.40,0.36,3.11,3.58,0.45,7.70,2.27,-0.93,7.95,6.32,0.37,3.21,3.69,0.46,1370.0,1410.0,0.0,31/03/2020,ALLD3
24,108.75,11.28,2.95,425.77,-624.50,3.44,60.93,17.42,-6.92,62.10,50.08,3.01,433.94,-636.49,3.51,10940.0,11150.0,0.0,31/12/2019,ALLD3
0,19.03,1.06,5.06,8.80,8.89,0.54,8.99,5.60,-1.38,8.96,6.45,5.04,8.77,8.85,0.54,14280.0,14230.0,0.0499,16/12/2025,ALOS3
1,18.20,1.02,4.84,8.41,8.50,0.52,8.60,5.35,-1.32,8.57,6.17,4.82,8.38,8.47,0.52,13660.0,13610.0,0.044800000000000006,30/09/2025,ALOS3
2,16.74,0.92,4.41,7.42,7.48,0.47,7.94,4.92,-1.18,7.87,5.64,4.37,7.36,7.42,0.46,12340.0,12240.0,0.0484,30/06/2025,ALOS3
3,13.54,0.87,4.25,7.25,7.39,0.44,7.20,4.53,-1.10,7.18,5.21,4.24,7.23,7.37,0.44,11670.0,11630.0,0.0369,31/03/2025,ALOS3
4,15.12,0.79,3.85,6.29,6.39,0.39,7.27,5.26,-0.89,7.23,5.07,3.84,6.26,6.36,0.39,10560.0,10510.0,0.08789999999999999,31/12/2024,ALOS3
5,15.50,0.85,4.34,6.75,6.82,0.40,9.99,3.18,-0.99,9.95,6.53,4.33,6.73,6.80,0.40,11860.0,11820.0,0.06,30/09/2024,ALOS3
6,18.73,0.90,4.65,7.04,7.10,0.46,11.60,5.34,-1.14,11.57,7.34,4.63,7.02,7.08,0.46,12670.0,12630.0,0.048,30/06/2024,ALOS3
7,23.49,0.85,4.32,6.77,6.80,0.43,11.83,14.39,-0.94,11.80,7.10,4.31,6.75,6.78,0.43,11820.0,11780.0,0.054400000000000004,31/03/2024,ALOS3
8,4.21,1.02,5.26,9.90,9.97,0.52,2.64,8.46,-1.19,2.63,2.33,5.25,9.87,9.94,0.51,14270.0,14230.0,0.0209,31/12/2023,ALOS3
9,4.51,0.96,6.32,10.18,10.25,0.51,2.68,13.79,-1.15,2.67,2.41,6.31,10.15,10.23,0.50,14150.0,14120.0,0.021099999999999997,30/09/2023,ALOS3
10,4.32,0.94,7.45,11.10,11.18,0.49,2.65,10.46,-1.13,2.64,2.43,7.44,11.07,11.15,0.49,13840.0,13810.0,0.0215,30/06/2023,ALOS3
11,3.66,0.76,7.69,12.75,12.86,0.39,2.24,7.37,-0.91,2.23,2.09,7.65,12.69,12.80,0.39,11270.0,11210.0,0.0264,31/03/2023,ALOS3
12,27.11,0.62,3.80,4.55,4.55,0.34,9.00,1.88,-1.31,8.96,6.26,3.79,4.53,4.53,0.34,4230.0,4210.0,0.0241,31/12/2022,ALOS3
13,17.63,0.73,4.69,6.29,6.30,0.41,8.43,2.13,-1.68,8.40,6.40,4.68,6.27,6.28,0.41,5090.0,5070.0,0.020099999999999996,30/09/2022,ALOS3
14,19.62,0.75,4.78,7.53,7.54,0.44,9.04,4.02,-1.49,8.98,6.59,4.74,7.47,7.48,0.44,5020.0,4980.0,0.0203,30/06/2022,ALOS3
15,17.51,0.74,5.02,7.68,7.70,0.43,9.02,3.00,-1.60,8.95,6.66,4.98,7.62,7.64,0.43,5060.0,5020.0,0.0202,31/03/2022,ALOS3
16,22.92,0.93,6.72,10.49,10.56,0.57,12.85,6.01,-1.90,12.82,9.22,6.70,10.47,10.54,0.57,6300.0,6280.0,0.0096,31/12/2021,ALOS3
17,34.46,0.85,6.46,10.91,11.10,0.51,17.44,4.62,-1.76,24.05,15.16,8.91,15.05,15.31,0.70,5670.0,7820.0,0.0106,30/09/2021,ALOS3
18,56.76,1.10,8.98,17.99,18.40,0.67,26.61,8.06,-2.22,33.67,19.95,11.36,22.76,23.28,0.85,7270.0,9190.0,0.0083,30/06/2021,ALOS3
19,66.84,1.09,9.35,24.72,25.47,0.66,30.92,5.14,-2.48,39.47,21.89,11.93,31.55,32.50,0.84,7150.0,9130.0,0.0084,31/03/2021,ALOS3
20,37.57,0.97,7.96,20.90,21.36,0.58,19.84,4.45,-2.18,19.79,12.53,7.95,20.86,21.31,0.58,6350.0,6340.0,0.0,31/12/2020,ALOS3
21,27.00,1.08,8.36,23.44,23.72,0.66,15.32,4.99,-2.51,15.29,10.97,8.34,23.40,23.67,0.66,7140.0,7130.0,0.0,30/09/2020,ALOS3
22,82.27,1.21,8.98,21.60,21.83,0.73,24.27,5.05,-2.87,24.26,15.82,8.98,21.60,21.82,0.73,7940.0,7940.0,0.0,30/06/2020,ALOS3
23,64.28,0.96,7.47,12.13,12.22,0.58,18.62,4.11,-2.21,18.59,12.94,7.46,12.12,12.20,0.58,6310.0,6300.0,0.0,31/03/2020,ALOS3
24,435.09,1.49,12.90,20.47,20.60,0.88,37.72,7.35,-3.03,37.60,25.61,12.85,20.40,20.53,0.88,9580.0,9550.0,0.0126,31/12/2019,ALOS3
25,166.34,1.85,20.21,51.26,51.34,0.95,22.38,13.13,-2.28,22.36,21.36,20.19,51.21,51.28,0.95,9640.0,9630.0,0.011200000000000002,30/09/2019,ALOS3
26,14.35,0.96,6.89,12.29,12.33,0.48,5.62,17.11,-1.02,6.91,6.88,8.47,15.11,15.16,0.59,2670.0,3290.0,0.013000000000000001,30/06/2019,ALOS3
27,13.82,0.96,7.05,13.91,13.96,0.48,4.74,7.99,-1.10,5.54,5.53,8.25,16.28,16.34,0.56,2670.0,3130.0,0.013000000000000001,31/03/2019,ALOS3
28,14.13,0.97,7.15,14.27,14.34,0.49,4.77,29.79,-1.01,5.64,5.62,8.45,16.86,16.94,0.57,2670.0,3160.0,0.013000000000000001,31/12/2018,ALOS3
29,19.42,1.00,7.35,15.18,15.38,0.51,6.50,59.60,-1.05,7.71,7.67,8.72,18.02,18.25,0.60,2670.0,3170.0,0.013000000000000001,30/09/2018,ALOS3
30,20.15,1.01,7.44,14.81,15.02,0.51,6.63,65.60,-1.04,7.91,7.87,8.89,17.69,17.94,0.61,2670.0,3190.0,0.013000000000000001,30/06/2018,ALOS3
31,18.37,1.02,7.45,15.52,15.75,0.52,6.86,60.74,-1.06,8.14,8.10,8.85,18.42,18.70,0.61,2670.0,3170.0,0.013000000000000001,31/03/2018,ALOS3
32,19.32,1.03,7.54,15.65,15.85,0.50,7.00,13.87,-1.05,8.37,8.32,9.02,18.72,18.97,0.60,2670.0,3200.0,0.013000000000000001,31/12/2017,ALOS3
33,17.75,1.04,7.57,15.16,15.26,0.51,5.99,12.22,-1.08,7.21,7.17,9.11,18.23,18.35,0.61,2670.0,3220.0,0.013000000000000001,30/09/2017,ALOS3
34,18.32,1.05,7.65,15.77,15.87,0.54,6.05,-65.23,-1.08,7.32,7.28,9.25,19.07,19.19,0.65,2670.0,3230.0,0.013000000000000001,30/06/2017,ALOS3
35,28.08,1.07,7.78,16.50,16.62,0.54,7.00,-62.27,-1.08,8.41,8.35,9.34,19.81,19.96,0.65,2670.0,3210.0,0.013000000000000001,31/03/2017,ALOS3
36,27.77,1.08,7.81,16.44,16.53,0.54,6.92,30.66,-1.10,8.37,8.31,9.45,19.87,19.99,0.65,2670.0,3230.0,0.013000000000000001,31/12/2016,ALOS3
37,105.60,1.09,7.97,15.61,15.67,0.55,9.85,24.30,-1.17,12.00,11.88,9.70,19.01,19.09,0.67,2670.0,3260.0,0.013000000000000001,30/09/2016,ALOS3
38,86.56,1.10,7.96,15.17,15.27,0.55,9.78,25.24,-1.17,11.94,11.83,9.73,18.54,18.66,0.68,2670.0,3270.0,0.013000000000000001,30/06/2016,ALOS3
39,27.72,1.10,8.02,15.16,15.25,0.55,7.84,24.23,-1.17,9.52,9.45,9.75,18.42,18.53,0.67,2670.0,3250.0,0.013000000000000001,31/03/2016,ALOS3
40,27.54,1.11,8.08,16.45,16.59,0.55,7.98,27.18,-1.12,9.85,9.77,9.97,20.30,20.48,0.67,2670.0,3300.0,0.013000000000000001,31/12/2015,ALOS3
41,14.32,1.09,8.07,22.76,23.06,0.55,5.77,18.07,-1.20,7.14,7.10,9.99,28.15,28.52,0.68,2670.0,3310.0,0.013000000000000001,30/09/2015,ALOS3
42,14.17,1.10,8.14,27.90,28.31,0.55,5.78,16.87,-1.20,7.19,7.15,10.13,34.71,35.21,0.69,2670.0,3330.0,0.013000000000000001,30/06/2015,ALOS3
43,16.60,1.13,8.21,30.92,31.53,0.56,6.21,12.32,-1.25,7.62,7.58,10.07,37.92,38.66,0.69,2670.0,3280.0,0.013000000000000001,31/03/2015,ALOS3
44,17.04,1.14,8.39,36.53,37.64,0.56,6.33,12.72,-1.23,7.75,7.70,10.27,44.70,46.05,0.69,2670.0,3270.0,0.013000000000000001,31/12/2014,ALOS3
45,17.21,1.16,8.62,40.17,41.57,0.58,6.09,10.57,-1.32,7.39,7.34,10.45,48.72,50.41,0.71,2670.0,3240.0,0.013000000000000001,30/09/2014,ALOS3
46,17.69,1.17,9.01,33.42,34.51,0.58,6.23,10.20,-1.31,7.53,7.49,10.89,40.38,41.71,0.70,2670.0,3230.0,0.013000000000000001,30/06/2014,ALOS3
47,12.06,1.19,9.37,27.42,28.44,0.59,4.88,10.97,-1.32,5.80,5.77,11.13,32.57,33.78,0.70,2670.0,3180.0,0.013000000000000001,31/03/2014,ALOS3
48,11.84,1.20,9.70,56.25,61.44,0.59,4.88,10.40,-1.31,5.76,5.73,11.44,66.35,72.47,0.70,2670.0,3160.0,0.013000000000000001,31/12/2013,ALOS3
49,14.90,1.19,9.98,31.40,32.99,0.61,6.18,7.55,-1.50,7.15,7.11,11.54,36.32,38.16,0.71,2670.0,3090.0,0.013000000000000001,30/09/2013,ALOS3
50,14.14,1.20,10.08,28.66,29.85,0.62,6.03,6.45,-1.57,6.80,6.76,11.36,32.29,33.64,0.69,2670.0,3010.0,0.013000000000000001,30/06/2013,ALOS3
51,14.63,1.27,10.10,31.43,32.33,0.66,6.30,5.97,-1.76,6.79,6.76,10.88,33.87,34.84,0.71,2670.0,2880.0,0.013000000000000001,31/03/2013,ALOS3
52,14.42,1.28,10.41,15.31,15.41,0.66,6.42,5.81,-1.76,6.58,6.55,10.67,15.68,15.79,0.67,2670.0,2740.0,0.013000000000000001,31/12/2012,ALOS3
53,12.84,1.28,10.80,16.08,16.31,0.67,6.08,6.10,-1.85,6.46,6.44,11.48,17.09,17.34,0.71,2670.0,2840.0,0.013000000000000001,30/09/2012,ALOS3
54,11.27,1.30,11.23,16.71,16.99,0.68,5.43,5.07,-2.03,5.60,5.58,11.57,17.22,17.51,0.71,2670.0,2760.0,0.013000000000000001,30/06/2012,ALOS3
55,14.04,1.36,11.83,15.60,15.87,0.72,7.00,4.28,-2.37,6.93,6.90,11.71,15.43,15.70,0.71,2670.0,2650.0,0.013000000000000001,31/03/2012,ALOS3
56,11.58,1.38,12.20,15.95,16.26,0.82,5.94,8.56,-2.63,5.85,5.83,12.02,15.71,16.01,0.81,2670.0,2630.0,0.013000000000000001,31/12/2011,ALOS3
57,11.18,1.40,12.75,17.07,17.17,0.85,5.95,6.60,-3.21,5.71,5.70,12.24,16.38,16.48,0.82,2670.0,2570.0,0.013000000000000001,30/09/2011,ALOS3
58,12.86,1.45,13.36,17.58,17.73,0.89,6.67,6.29,-3.66,6.28,6.26,12.56,16.54,16.68,0.84,2670.0,2520.0,0.013000000000000001,30/06/2011,ALOS3
59,14.82,1.49,13.90,20.82,21.05,0.95,7.76,7.09,-4.09,7.17,7.15,12.85,19.25,19.46,0.88,2670.0,2470.0,0.013000000000000001,31/03/2011,ALOS3
60,133.70,14.57,100.59,175.27,177.27,7.97,66.00,-436.90,-16.91,66.50,66.22,101.35,176.59,178.60,8.03,18610.0,18750.0,0.013000000000000001,31/12/2010,ALOS3
61,443.56,15.21,102.20,179.19,-151.84,8.41,1.143.92,-219.92,-17.35,1.151.56,NA,102.89,180.39,-152.86,8.47,18530.0,18650.0,0.013000000000000001,30/09/2010,ALOS3
62,490.46,15.62,104.76,196.25,-142.37,8.73,196.97,-209.53,-18.06,198.24,NA,105.44,197.52,-143.29,8.78,18530.0,18650.0,0.013000000000000001,30/06/2010,ALOS3
63,480.90,16.03,111.28,174.98,-156.90,8.91,194.08,-234.64,-18.50,195.17,NA,111.90,175.96,-157.77,8.96,18530.0,18630.0,0.013000000000000001,31/03/2010,ALOS3
64,704.31,28.55,120.04,197.52,-141.84,17.27,261.15,-280.89,-37.84,262.53,NA,120.67,198.55,-142.59,17.36,18500.0,18600.0,0.013000000000000001,31/12/2009,ALOS3
0,-4.38,0.41,0.06,0.37,0.66,0.03,0.36,0.10,-0.04,7.06,4.18,1.23,7.27,13.02,0.52,451.01,8880.0,0.0,16/12/2025,AMBP3
1,-23.32,2.20,0.33,1.97,3.52,0.14,1.91,0.52,-0.21,8.61,5.10,1.49,8.87,15.89,0.64,2400.0,10830.0,0.0,30/06/2025,AMBP3
2,-96.59,16.51,3.15,18.19,25.75,1.26,17.77,4.38,-1.99,24.15,14.96,4.29,24.72,35.00,1.72,21720.0,29520.0,0.0,31/03/2025,AMBP3
3,-69.74,12.32,3.13,17.72,21.81,1.37,17.11,4.89,-2.25,22.68,14.81,4.15,23.48,28.90,1.81,20060.0,26590.0,0.0,31/12/2024,AMBP3
4,-91.37,14.72,4.23,22.74,29.30,1.83,21.56,6.65,-3.06,25.73,17.98,5.05,27.14,34.98,2.19,26000.0,31040.0,0.0,30/09/2024,AMBP3
5,-43.37,9.07,2.64,24.27,69.96,1.04,12.40,3.59,-1.76,17.33,12.11,3.69,33.92,97.76,1.46,13750.0,19220.0,0.0,30/06/2024,AMBP3
6,-8.66,1.26,0.36,6.10,-11.82,0.15,1.69,0.51,-0.25,6.47,4.59,1.40,23.40,-45.34,0.57,1820.0,6990.0,0.0123,31/03/2024,AMBP3
7,-45.88,1.50,0.53,9.48,-8.45,0.22,2.89,0.93,-0.37,7.76,5.32,1.44,25.46,-22.71,0.60,2610.0,7000.0,0.0086,31/12/2023,AMBP3
8,-13.43,1.72,0.36,5.84,-6.06,0.16,1.96,0.68,-0.24,8.15,5.61,1.50,24.31,-25.23,0.67,1700.0,7090.0,0.0089,30/09/2023,AMBP3
9,-20.59,2.21,0.52,15.52,-9.79,0.22,2.95,0.74,-0.36,8.41,5.79,1.49,44.27,-27.92,0.62,2360.0,6730.0,0.0064,30/06/2023,AMBP3
10,-26.23,1.78,0.52,10.81,21.77,0.21,3.26,0.72,-0.35,9.38,6.09,1.48,31.08,62.61,0.60,2150.0,6170.0,0.0,31/03/2023,AMBP3
11,33.89,2.05,0.57,5.68,-29.03,0.22,3.04,0.84,-0.35,9.00,6.12,1.69,16.84,-86.07,0.65,2160.0,6410.0,0.0158,31/12/2022,AMBP3
12,37.11,3.31,1.04,-247.74,-12.12,0.42,5.95,1.56,-0.71,11.32,7.36,1.98,-470.93,-23.04,0.81,3420.0,6500.0,0.01,30/09/2022,AMBP3
13,25.24,2.93,1.04,13.68,292.59,0.48,6.38,2.61,-0.74,11.63,7.18,1.90,24.94,533.42,0.88,3040.0,5540.0,0.0113,30/06/2022,AMBP3
14,21.03,3.24,1.38,15.01,-36.92,0.56,8.14,2.65,-0.92,13.64,8.66,2.32,25.17,-61.90,0.95,3350.0,5610.0,0.0102,31/03/2022,AMBP3
15,24.56,3.01,1.85,21.51,148.69,0.73,10.77,5.87,-1.15,16.47,10.48,2.83,32.90,227.41,1.11,3540.0,5410.0,0.003,31/12/2021,AMBP3
16,35.95,4.14,3.33,15.63,66.47,1.03,18.77,6.49,-1.75,24.69,16.22,4.38,20.55,87.43,1.36,4870.0,6400.0,0.0022,30/09/2021,AMBP3
17,61.43,5.17,5.75,-75.11,-28.43,1.59,31.51,6.75,-3.48,36.68,24.32,6.69,-87.43,-33.09,1.85,5860.0,6820.0,0.0018,30/06/2021,AMBP3
18,45.13,2.43,3.67,67.90,-37.34,1.55,20.13,5.88,-15.50,18.84,12.27,3.44,63.53,-34.94,1.45,3020.0,2820.0,0.0034999999999999996,31/03/2021,AMBP3
19,59.06,2.20,3.77,277.98,-33.18,1.61,20.50,3.78,10.25,17.52,11.45,3.23,237.61,-28.36,1.38,2650.0,2260.0,0.0,31/12/2020,AMBP3
20,151.53,2.47,5.00,891.77,NA,1.90,28.17,3.92,7.47,23.67,14.97,4.20,749.27,NA,1.60,2990.0,2510.0,0.0,30/09/2020,AMBP3
21,55.29,8.14,3.46,33.70,NA,2.01,18.62,8.07,-3.98,21.66,14.24,4.02,39.20,NA,2.33,1890.0,2200.0,0.0,30/06/2020,AMBP3
22,60.70,9.43,3.91,36.17,NA,2.85,21.54,23.21,-4.97,24.65,16.38,4.48,41.40,NA,3.27,2029.9999999999998,2320.0,0.0,31/03/2020,AMBP3
23,64.37,10.39,4.19,27.78,NA,3.26,23.96,21.37,-6.10,26.83,17.21,4.69,31.11,NA,3.65,2029.9999999999998,2270.0,0.0,31/12/2019,AMBP3
0,32.55,1.77,0.35,7.34,8.50,0.25,2.08,-1.98,-0.25,5.27,3.16,0.89,18.61,21.53,0.62,523.73,1330.0,0.0,16/12/2025,AMAR3
1,35.101.73,1.911.76,378.16,7.920.72,9.165.94,265.09,2.241.40,-2.133.11,-268.96,2.244.59,1.347.49,378.70,7.931.98,9.178.97,265.47,564790.0,565590.0,0.0,30/09/2025,AMAR3
2,-11.536.71,2.431.08,465.68,4.281.37,4.541.92,348.54,3.829.80,-1.673.30,-327.29,3.833.41,1.995.20,466.12,4.285.40,4.546.20,348.87,703420.0,704080.0,0.0,30/06/2025,AMAR3
3,-4.726.74,2.716.55,543.09,-8.881.47,-8.726.94,381.81,11.053.35,-2.090.19,-366.38,11.062.34,3.271.49,543.54,-8.888.70,-8.734.04,382.12,780430.0,781070.0,0.0,31/03/2025,AMAR3
4,-2.63,2.92,0.60,-10.31,-9.44,0.44,-19.11,-2.70,-0.43,-31.68,11.23,0.99,-17.08,-15.64,0.72,831.94,1380.0,0.0,31/12/2024,AMAR3
5,-0.71,1.10,0.23,-1.92,-1.84,0.15,-1.35,-0.91,-0.15,-4.17,-17.89,0.71,-5.96,-5.69,0.47,306.34,948.92,0.0,30/09/2024,AMAR3
6,-0.14,-0.33,0.07,-0.64,-0.61,0.04,-0.25,-0.10,-0.03,-4.12,-9.24,1.10,-10.52,-10.07,0.65,80.91,1330.0,0.0,30/06/2024,AMAR3
7,-0.19,-0.69,0.07,0.43,0.46,0.04,-0.35,-0.13,-0.03,-3.43,-10.00,0.70,4.28,4.51,0.41,99.43,985.22,0.0,31/03/2024,AMAR3
8,-0.26,292.19,0.08,0.40,0.41,0.06,-0.47,-0.21,-0.04,-2.83,-9.99,0.50,2.42,2.46,0.33,136.45,817.42,0.0,31/12/2023,AMAR3
9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,0.0,30/09/2023,AMAR3
10,-0.48,0.95,0.11,0.46,0.47,0.11,-0.92,-69.98,-0.12,-4.29,-19.51,0.53,2.15,2.18,0.50,287.99,1340.0,0.0,30/06/2023,AMAR3
11,-0.38,0.60,0.08,0.33,0.33,0.08,-0.80,-15.95,-0.09,-5.23,-101.25,0.53,2.13,2.17,0.49,219.42,1440.0,0.0,31/03/2023,AMAR3
12,-0.42,0.42,0.08,0.44,0.46,0.07,-0.91,1.68,-0.09,-5.97,54.92,0.52,2.91,3.01,0.46,219.42,1440.0,0.0,31/12/2022,AMAR3
13,-2.93,0.62,0.22,6.72,9.48,0.17,-20.06,1.40,-0.28,-70.91,8.87,0.77,23.76,33.52,0.60,603.39,2130.0,0.0,30/09/2022,AMAR3
14,-14.18,0.85,0.32,14.84,26.89,0.25,53.99,1.56,-0.46,142.38,8.16,0.85,39.12,70.90,0.66,905.09,2390.0,0.0,30/06/2022,AMAR3
15,-7.25,0.63,0.26,-12.38,-8.19,0.21,-30.35,1.70,-0.38,-86.94,7.85,0.74,-35.47,-23.46,0.59,692.53,1980.0,0.0,31/03/2022,AMAR3
16,-9.88,0.71,0.28,159.10,-43.23,0.21,147.64,2.04,-0.34,397.70,6.80,0.76,428.57,-116.44,0.56,709.12,1910.0,0.0,31/12/2021,AMAR3
17,3.61,1.30,0.50,8.98,9.95,0.36,-79.55,4.89,-0.55,-159.72,8.99,1.00,18.02,19.97,0.72,1210.0,2430.0,0.0,30/09/2021,AMAR3
18,11.89,2.24,0.85,11.62,13.26,0.61,-15.96,8.14,-0.92,-25.66,19.50,1.37,18.69,21.33,0.97,1970.0,3170.0,0.0,30/06/2021,AMAR3
