,capex_tres_meses,fluxo_caixa_livre_tres_meses,capex_doze_meses,fluxo_caixa_livre_doze_meses,datas,tic
42,-1160.0,-950.26,-5020.0,-2320.0,31/03/2014,BRKM5
43,-1430.0,-445.7,-4960.0,-2510.0,31/12/2013,BRKM5
44,-1620.0,-1940.0,-4370.0,-2340.0,30/09/2013,BRKM5
45,-978.54,854.92,-3190.0,-177.45,30/06/2013,BRKM5
46,-937.43,-976.95,-2780.0,-1690.0,31/03/2013,BRKM5
47,-832.32,-279.16,-2680.0,-105.2,31/12/2012,BRKM5
48,-444.98,223.73,-2600.0,-292.94,30/09/2012,BRKM5
49,-567.32,-654.46,-2800.0,169.71,30/06/2012,BRKM5
50,-832.39,604.69,-2750.0,1310.0,31/03/2012,BRKM5
51,-756.63,-466.9,-2230.0,548.97,31/12/2011,BRKM5
52,-643.53,686.38,-2250.0,860.17,30/09/2011,BRKM5
53,-515.9,488.71,-1940.0,657.95,30/06/2011,BRKM5
54,-312.48,-159.23,-1740.0,172.44,31/03/2011,BRKM5
0,-276.19,-69.0,-685.25,1.04,30/09/2024,BRST3
1,-164.79,22.83,-508.46,99.69,30/06/2024,BRST3
2,-153.97,-37.18,-432.33,127.07,31/03/2024,BRST3
3,,,-381.41,150.22,31/12/2023,BRST3
0,-46.45,,-154.66,,30/09/2024,BRSR3
1,-48.68,,-147.46,,30/06/2024,BRSR3
2,-48.68,,-147.46,,31/03/2024,BRSR3
3,-20.9,,-138.44,,31/12/2023,BRSR3
4,-39.25,,-148.33,,30/09/2023,BRSR3
5,-43.77,,-141.26,,30/06/2023,BRSR3
6,-34.51,,-96.6,,31/03/2023,BRSR3
7,-30.8,,-71.52,,31/12/2022,BRSR3
8,-32.18,,-55.22,,30/09/2022,BRSR3
9,,,7.42,,30/06/2022,BRSR3
10,-9.44,,-57.2,,31/03/2022,BRSR3
11,-44.58,,-73.86,,31/12/2021,BRSR3
12,-17.01,,-84.17,,30/09/2021,BRSR3
13,-14.7,,-93.14,,30/06/2021,BRSR3
14,-22.16,,-102.53,,31/03/2021,BRSR3
15,-183.8,,-213.08,,31/12/2020,BRSR3
16,-25.98,,-97.2,,30/09/2020,BRSR3
17,-24.09,,-93.6,,30/06/2020,BRSR3
18,-26.64,,-93.01,,31/03/2020,BRSR3
19,-356.06,,-385.35,,31/12/2019,BRSR3
20,-22.38,,-76.74,,30/09/2019,BRSR3
21,-23.5,,-64.03,,30/06/2019,BRSR3
22,-9.24,,-49.44,,31/03/2019,BRSR3
23,-25.99,,-55.27,,31/12/2018,BRSR3
24,-9.67,,-37.53,,30/09/2018,BRSR3
25,-8.92,,-35.78,,30/06/2018,BRSR3
26,-7.76,,-35.32,,31/03/2018,BRSR3
27,-4.32,,-33.6,,31/12/2017,BRSR3
28,-7.92,,-28.85,,30/09/2017,BRSR3
29,-8.46,,-26.43,,30/06/2017,BRSR3
30,-4.11,,-24.23,,31/03/2017,BRSR3
31,-35.98,,-65.26,,31/12/2016,BRSR3
32,-5.49,,-23.71,,30/09/2016,BRSR3
33,-6.26,,-28.33,,30/06/2016,BRSR3
34,-6.5,,-31.64,,31/03/2016,BRSR3
35,-52.17,,-81.45,,31/12/2015,BRSR3
36,-10.11,,-47.52,,30/09/2015,BRSR3
37,-9.58,,-47.78,,30/06/2015,BRSR3
38,-16.25,,-51.2,,31/03/2015,BRSR3
39,-62.03,,-91.31,,31/12/2014,BRSR3
40,-10.37,,-39.83,,30/09/2014,BRSR3
41,-12.99,,-39.71,,30/06/2014,BRSR3
42,-10.3,,-45.68,,31/03/2014,BRSR3
43,-52.45,,-81.74,,31/12/2013,BRSR3
44,-10.24,,-59.8,,30/09/2013,BRSR3
45,-18.97,,-61.61,,30/06/2013,BRSR3
46,-12.14,,-50.95,,31/03/2013,BRSR3
47,-31.93,,-61.21,,31/12/2012,BRSR3
48,-12.06,,-35.86,,30/09/2012,BRSR3
49,-8.3,,-31.97,,30/06/2012,BRSR3
50,-6.96,,-27.77,,31/03/2012,BRSR3
51,-16.6,,-45.88,,31/12/2011,BRSR3
52,-8.17,,-34.97,,30/09/2011,BRSR3
53,-4.1,,-38.71,,30/06/2011,BRSR3
54,-13.92,,-32.62,,31/03/2011,BRSR3
0,-46.45,,-154.66,,30/09/2024,BRSR6
1,-48.68,,-147.46,,30/06/2024,BRSR6
2,-38.63,,-142.55,,31/03/2024,BRSR6
3,-20.9,,-138.44,,31/12/2023,BRSR6
4,-39.25,,-148.33,,30/09/2023,BRSR6
5,-43.77,,-141.26,,30/06/2023,BRSR6
6,-34.51,,-96.6,,31/03/2023,BRSR6
7,-30.8,,-71.52,,31/12/2022,BRSR6
8,-32.18,,-55.22,,30/09/2022,BRSR6
9,,,7.42,,30/06/2022,BRSR6
10,-9.44,,-57.2,,31/03/2022,BRSR6
11,-44.58,,-73.86,,31/12/2021,BRSR6
12,-17.01,,-84.17,,30/09/2021,BRSR6
13,-14.7,,-93.14,,30/06/2021,BRSR6
14,-22.16,,-102.53,,31/03/2021,BRSR6
15,-183.8,,-213.08,,31/12/2020,BRSR6
16,-25.98,,-97.2,,30/09/2020,BRSR6
17,-24.09,,-93.6,,30/06/2020,BRSR6
18,-26.64,,-93.01,,31/03/2020,BRSR6
19,-356.06,,-385.35,,31/12/2019,BRSR6
20,-22.38,,-76.74,,30/09/2019,BRSR6
21,-23.5,,-64.03,,30/06/2019,BRSR6
22,-9.24,,-49.44,,31/03/2019,BRSR6
23,-25.99,,-55.27,,31/12/2018,BRSR6
24,-9.67,,-37.53,,30/09/2018,BRSR6
25,-8.92,,-35.78,,30/06/2018,BRSR6
26,-7.76,,-35.32,,31/03/2018,BRSR6
27,-4.32,,-33.6,,31/12/2017,BRSR6
28,-7.92,,-28.85,,30/09/2017,BRSR6
29,-8.46,,-26.43,,30/06/2017,BRSR6
30,-4.11,,-24.23,,31/03/2017,BRSR6
31,-35.98,,-65.26,,31/12/2016,BRSR6
32,-5.49,,-23.71,,30/09/2016,BRSR6
33,-6.26,,-28.33,,30/06/2016,BRSR6
34,-6.5,,-31.64,,31/03/2016,BRSR6
35,-52.17,,-81.45,,31/12/2015,BRSR6
36,-10.11,,-47.52,,30/09/2015,BRSR6
37,-9.58,,-47.78,,30/06/2015,BRSR6
38,-16.25,,-51.2,,31/03/2015,BRSR6
39,-62.03,,-91.31,,31/12/2014,BRSR6
40,-10.37,,-39.83,,30/09/2014,BRSR6
41,-12.99,,-39.71,,30/06/2014,BRSR6
42,-10.3,,-45.68,,31/03/2014,BRSR6
43,-52.45,,-81.74,,31/12/2013,BRSR6
44,-10.24,,-59.8,,30/09/2013,BRSR6
45,-18.97,,-61.61,,30/06/2013,BRSR6
46,-12.14,,-50.95,,31/03/2013,BRSR6
47,-31.93,,-61.21,,31/12/2012,BRSR6
48,-12.06,,-35.86,,30/09/2012,BRSR6
49,-8.3,,-31.97,,30/06/2012,BRSR6
50,-6.96,,-27.77,,31/03/2012,BRSR6
51,-16.6,,-45.88,,31/12/2011,BRSR6
52,-8.17,,-34.97,,30/09/2011,BRSR6
53,-4.1,,-38.71,,30/06/2011,BRSR6
54,-13.92,,-32.62,,31/03/2011,BRSR6
0,-17.44,,-91.57,,30/09/2024,BSLI3
1,-15.99,,-99.87,,30/06/2024,BSLI3
2,,,,,31/03/2024,BSLI3
3,,,,,31/12/2023,BSLI3
4,,,,,30/09/2023,BSLI3
5,,,,,30/06/2023,BSLI3
6,,,,,31/03/2023,BSLI3
7,,,,,31/12/2022,BSLI3
8,,,,,30/09/2022,BSLI3
9,,,,,30/06/2022,BSLI3
10,,,,,31/03/2022,BSLI3
11,,,,,31/12/2021,BSLI3
12,-22.34,,-37.49,,30/09/2021,BSLI3
13,-7.03,,-26.21,,30/06/2021,BSLI3
14,-3.33,,-25.01,,31/03/2021,BSLI3
15,,,,,31/12/2020,BSLI3
16,-11.06,,-30.33,,30/09/2020,BSLI3
17,-5.83,,-26.75,,30/06/2020,BSLI3
18,-10.74,,-21.14,,31/03/2020,BSLI3
19,,,,,31/12/2019,BSLI3
20,-7.48,,-12.82,,30/09/2019,BSLI3
21,,,-6.62,,30/06/2019,BSLI3
22,-2.4,,-6.58,,31/03/2019,BSLI3
23,,,,,31/12/2018,BSLI3
24,-1.29,,-7.26,,30/09/2018,BSLI3
25,,,-7.53,,30/06/2018,BSLI3
26,-5.61,,-8.19,,31/03/2018,BSLI3
27,,,,,31/12/2017,BSLI3
28,-1.55,,-3.54,,30/09/2017,BSLI3
29,,,-6.24,,30/06/2017,BSLI3
30,,,-5.59,,31/03/2017,BSLI3
31,,,,,31/12/2016,BSLI3
32,-4.26,,-21.05,,30/09/2016,BSLI3
33,,,-19.59,,30/06/2016,BSLI3
34,,,-20.24,,31/03/2016,BSLI3
35,6.54,,,,31/12/2015,BSLI3
36,-2.8,,-8.69,,30/09/2015,BSLI3
37,,,-8.88,,30/06/2015,BSLI3
38,-1.74,,-9.05,,31/03/2015,BSLI3
39,6.54,,,,31/12/2014,BSLI3
40,-2.98,,-9.73,,30/09/2014,BSLI3
41,-1.02,,-10.33,,30/06/2014,BSLI3
42,-3.24,,-17.57,,31/03/2014,BSLI3
43,6.54,,,,31/12/2013,BSLI3
44,-3.58,,-18.84,,30/09/2013,BSLI3
45,-8.26,,-18.7,,30/06/2013,BSLI3
46,-2.31,,-13.71,,31/03/2013,BSLI3
47,6.54,,,,31/12/2012,BSLI3
48,-3.44,,-9.57,,30/09/2012,BSLI3
49,-3.26,,-7.74,,30/06/2012,BSLI3
50,-2.37,,-5.57,,31/03/2012,BSLI3
51,2.25,,-4.29,,31/12/2011,BSLI3
52,-1.61,,-3.58,,30/09/2011,BSLI3
53,-1.1,,-5.03,,30/06/2011,BSLI3
54,,,-4.17,,31/03/2011,BSLI3
0,-17.44,,-91.57,,30/09/2024,BSLI4
1,-15.99,,-99.87,,30/06/2024,BSLI4
2,,,,,31/03/2024,BSLI4
3,,,,,31/12/2023,BSLI4
4,,,,,30/09/2023,BSLI4
5,,,,,30/06/2023,BSLI4
6,,,,,31/03/2023,BSLI4
7,,,,,31/12/2022,BSLI4
8,,,,,30/09/2022,BSLI4
9,,,,,30/06/2022,BSLI4
10,,,,,31/03/2022,BSLI4
11,,,,,31/12/2021,BSLI4
12,-22.34,,-37.49,,30/09/2021,BSLI4
13,-7.03,,-26.21,,30/06/2021,BSLI4
14,-3.33,,-25.01,,31/03/2021,BSLI4
15,,,,,31/12/2020,BSLI4
16,-11.06,,-30.33,,30/09/2020,BSLI4
17,-5.83,,-26.75,,30/06/2020,BSLI4
18,-10.74,,-21.14,,31/03/2020,BSLI4
19,,,,,31/12/2019,BSLI4
20,-7.48,,-12.82,,30/09/2019,BSLI4
21,,,-6.62,,30/06/2019,BSLI4
22,-2.4,,-6.58,,31/03/2019,BSLI4
23,,,,,31/12/2018,BSLI4
24,-1.29,,-7.26,,30/09/2018,BSLI4
25,,,-7.53,,30/06/2018,BSLI4
26,-5.61,,-8.19,,31/03/2018,BSLI4
27,,,,,31/12/2017,BSLI4
28,-1.55,,-3.54,,30/09/2017,BSLI4
29,,,-6.24,,30/06/2017,BSLI4
30,,,-5.59,,31/03/2017,BSLI4
31,,,,,31/12/2016,BSLI4
32,-4.26,,-21.05,,30/09/2016,BSLI4
33,,,-19.59,,30/06/2016,BSLI4
34,,,-20.24,,31/03/2016,BSLI4
35,6.54,,,,31/12/2015,BSLI4
36,-2.8,,-8.69,,30/09/2015,BSLI4
37,,,-8.88,,30/06/2015,BSLI4
38,-1.74,,-9.05,,31/03/2015,BSLI4
39,6.54,,,,31/12/2014,BSLI4
40,-2.98,,-9.73,,30/09/2014,BSLI4
41,-1.02,,-10.33,,30/06/2014,BSLI4
42,-3.24,,-17.57,,31/03/2014,BSLI4
43,6.54,,,,31/12/2013,BSLI4
44,-3.58,,-18.84,,30/09/2013,BSLI4
45,-8.26,,-18.7,,30/06/2013,BSLI4
46,-2.31,,-13.71,,31/03/2013,BSLI4
47,6.54,,,,31/12/2012,BSLI4
48,-3.44,,-9.57,,30/09/2012,BSLI4
49,-3.26,,-7.74,,30/06/2012,BSLI4
50,-2.37,,-5.57,,31/03/2012,BSLI4
51,2.25,,-4.29,,31/12/2011,BSLI4
52,-1.61,,-3.58,,30/09/2011,BSLI4
53,-1.1,,-5.03,,30/06/2011,BSLI4
54,,,-4.17,,31/03/2011,BSLI4
0,-3.49,21.51,-22.0,85.5,30/09/2024,CAMB3
1,-12.92,13.29,-21.2,107.34,30/06/2024,CAMB3
2,-4.14,19.04,-10.72,126.8,31/03/2024,CAMB3
3,-1.45,31.67,-9.1,127.38,31/12/2023,CAMB3
4,-2.69,43.35,-12.02,112.35,30/09/2023,CAMB3
5,-2.44,32.75,-15.53,71.13,30/06/2023,CAMB3
6,-2.52,19.61,-21.78,31.82,31/03/2023,CAMB3
7,-4.37,16.63,-25.62,17.13,31/12/2022,CAMB3
8,-6.21,2.13,-25.59,-13.05,30/09/2022,CAMB3
9,-8.69,-6.56,-20.93,-26.49,30/06/2022,CAMB3
10,-6.35,4.93,-14.03,-21.16,31/03/2022,CAMB3
11,-4.35,-13.55,-9.09,-20.27,31/12/2021,CAMB3
12,-1.54,-11.31,-6.57,-17.94,30/09/2021,CAMB3
13,-1.78,-1.23,-6.1,-11.04,30/06/2021,CAMB3
14,-1.42,5.82,-5.03,7.96,31/03/2021,CAMB3
15,-1.83,-11.22,-5.47,11.87,31/12/2020,CAMB3
16,-1.07,-4.42,-32.65,17.28,30/09/2020,CAMB3
17,,17.77,-7.11,41.93,30/06/2020,CAMB3
18,-1.86,9.73,-10.22,19.28,31/03/2020,CAMB3
19,-29.01,-5.81,-9.29,1.49,31/12/2019,CAMB3
20,24.47,20.24,15.72,7.2,30/09/2019,CAMB3
21,-3.82,-4.88,-7.17,-9.01,30/06/2019,CAMB3
22,,-8.06,-4.36,-2.93,31/03/2019,CAMB3
23,-1.61,8.83,-4.01,-1.96,31/12/2018,CAMB3
24,,-4.91,-3.24,-8.05,30/09/2018,CAMB3
25,-1.01,1.2,-3.7,4.09,30/06/2018,CAMB3
26,,-7.09,-4.13,,31/03/2018,CAMB3
27,,2.75,-5.4,3.73,31/12/2017,CAMB3
28,-1.27,7.23,-7.33,,30/09/2017,CAMB3
29,-1.44,-2.42,-8.01,-19.76,30/06/2017,CAMB3
30,-1.85,-3.82,-8.23,7.26,31/03/2017,CAMB3
31,-2.78,-1.47,-7.73,19.98,31/12/2016,CAMB3
32,-1.95,-12.05,,25.95,30/09/2016,CAMB3
33,-1.66,29.02,,27.77,30/06/2016,CAMB3
34,-1.35,4.48,,15.94,31/03/2016,CAMB3
35,4.37,4.38,,2.47,31/12/2015,CAMB3
36,-1.21,,-6.05,-10.21,30/09/2015,CAMB3
37,-3.1,-2.32,-5.01,-8.86,30/06/2015,CAMB3
38,,,,,31/03/2015,CAMB3
39,-1.74,2.54,-2.73,,31/12/2014,CAMB3
40,,-9.08,-1.81,,30/09/2014,CAMB3
41,,9.14,-2.18,13.24,30/06/2014,CAMB3
42,,-2.5,-1.04,20.79,31/03/2014,CAMB3
43,,2.26,-2.52,8.82,31/12/2013,CAMB3
44,,4.35,-2.0,8.46,30/09/2013,CAMB3
45,,16.69,-1.46,,30/06/2013,CAMB3
46,-2.13,-14.47,-4.62,-26.83,31/03/2013,CAMB3
47,-5.91,-49.13,-4.17,-22.32,31/12/2012,CAMB3
48,6.45,50.54,-1.68,22.01,30/09/2012,CAMB3
49,-1.0,-11.76,-11.08,-32.13,30/06/2012,CAMB3
50,-3.71,-11.97,-15.88,-30.27,31/03/2012,CAMB3
51,-3.42,-4.8,-14.52,-35.91,31/12/2011,CAMB3
52,-2.95,-3.6,-9.95,-25.96,30/09/2011,CAMB3
53,-5.81,-9.9,-12.49,-19.06,30/06/2011,CAMB3
54,-2.35,-17.61,-11.34,-25.22,31/03/2011,CAMB3
0,-83.65,-299.45,-298.78,-23.12,30/11/2024,CAML3
1,-65.98,-244.67,-294.64,-281.73,31/08/2024,CAML3
2,-62.91,-406.89,-257.39,248.2,31/05/2024,CAML3
3,-86.25,927.88,-289.85,265.0,28/02/2024,CAML3
4,-79.51,-558.06,-291.5,-443.92,30/11/2023,CAML3
5,-32.84,281.15,-287.71,-224.92,31/08/2023,CAML3
6,-91.26,-385.97,-350.75,-497.02,31/05/2023,CAML3
7,-87.89,218.96,-303.89,-442.8,28/02/2023,CAML3
8,-75.72,-339.06,157.61,-61.77,30/11/2022,CAML3
9,-95.87,9.05,-204.8,25.55,31/08/2022,CAML3
10,-44.4,-331.75,-139.8,26.85,31/05/2022,CAML3
11,373.61,599.99,-132.34,353.26,28/02/2022,CAML3
12,-438.13,-251.75,-578.21,155.18,30/11/2021,CAML3
13,-30.87,10.35,-225.04,468.41,31/08/2021,CAML3
14,-36.94,-5.34,-211.83,368.44,31/05/2021,CAML3
15,-72.26,401.91,-192.8,280.26,28/02/2021,CAML3
16,-84.97,61.48,-146.31,442.6,30/11/2020,CAML3
17,-17.65,-89.62,-87.92,303.89,31/08/2020,CAML3
18,-17.91,-93.52,-109.59,231.93,31/05/2020,CAML3
19,-25.77,489.6,-115.66,384.24,29/02/2020,CAML3
20,-26.58,-41.42,-257.92,-92.38,30/11/2019,CAML3
21,-39.32,-140.15,-281.29,-118.48,31/08/2019,CAML3
22,-23.98,76.2,-288.59,-161.99,31/05/2019,CAML3
23,-168.04,12.99,-292.95,-199.04,28/02/2019,CAML3
24,-49.94,-67.53,-150.83,57.06,30/11/2018,CAML3
25,-46.63,-183.65,-124.45,283.27,31/08/2018,CAML3
26,-28.34,39.15,-106.91,349.58,31/05/2018,CAML3
27,-25.92,269.09,-91.64,396.38,28/02/2018,CAML3
28,-23.56,158.69,-90.87,350.93,30/11/2017,CAML3
29,-29.09,-117.58,-81.82,422.66,31/08/2017,CAML3
30,-13.07,86.18,-66.36,301.92,31/05/2017,CAML3
31,,,-61.35,228.27,28/02/2017,CAML3
0,,16.12,,29.22,30/09/2024,CASH3
1,,-12.17,,62.33,30/06/2024,CASH3
2,,14.82,,-4.71,31/03/2024,CASH3
3,,10.45,,-134.43,31/12/2023,CASH3
4,,49.19,,-155.33,30/09/2023,CASH3
5,,-79.16,,-212.94,30/06/2023,CASH3
6,,-114.9,,-173.35,31/03/2023,CASH3
7,,-10.47,,-43.06,31/12/2022,CASH3
8,,-23.73,-2.18,-66.94,30/09/2022,CASH3
9,,-24.24,-4.26,-38.47,30/06/2022,CASH3
10,,15.39,-4.12,-27.46,31/03/2022,CASH3
11,-1.82,-34.36,-4.34,-37.13,31/12/2021,CASH3
12,-2.04,4.74,-3.17,-6.9,30/09/2021,CASH3
13,,-13.23,-2.33,11.34,30/06/2021,CASH3
14,,5.72,-1.47,24.56,31/03/2021,CASH3
15,,-4.13,,18.84,31/12/2020,CASH3
16,,22.97,9.64,32.95,30/09/2020,CASH3
17,,14.59,-1.02,19.51,30/06/2020,CASH3
18,,5.05,-1.42,6.14,31/03/2020,CASH3
19,,,-1.57,,31/12/2019,CASH3
0,-90.55,1950.0,-304.78,7010.0,30/09/2024,CCRO3
1,-65.45,1770.0,-280.49,6590.0,30/06/2024,CCRO3
2,-62.02,1310.0,-275.43,6550.0,31/03/2024,CCRO3
3,-86.75,1970.0,-299.38,6520.0,31/12/2023,CCRO3
4,-66.26,1540.0,-458.2,6430.0,30/09/2023,CCRO3
5,-60.39,1720.0,-413.15,6920.0,30/06/2023,CCRO3
6,-85.97,1280.0,-386.61,6620.0,31/03/2023,CCRO3
7,-245.58,1890.0,-296.3,6190.0,31/12/2022,CCRO3
8,-21.21,2029.9999999999998,-223.15,5780.0,30/09/2022,CCRO3
9,-33.86,1420.0,-194.92,4950.0,30/06/2022,CCRO3
10,4.34,850.81,-177.16,4520.0,31/03/2022,CCRO3
11,-172.43,1480.0,-179.32,4410.0,31/12/2021,CCRO3
12,7.03,1200.0,-60.75,4100.0,30/09/2021,CCRO3
13,-16.1,998.65,-100.05,3890.0,30/06/2021,CCRO3
14,2.18,738.38,-122.34,3570.0,31/03/2021,CCRO3
15,-53.86,1170.0,-164.65,3990.0,31/12/2020,CCRO3
16,-32.28,978.81,-174.5,4380.0,30/09/2020,CCRO3
17,-38.38,682.36,-160.9,4610.0,30/06/2020,CCRO3
18,-40.13,1160.0,-171.64,4950.0,31/03/2020,CCRO3
19,-63.71,1560.0,-152.25,4840.0,31/12/2019,CCRO3
20,-18.68,1210.0,-168.24,4400.0,30/09/2019,CCRO3
21,-49.12,1030.0,-208.58,4150.0,30/06/2019,CCRO3
22,-20.75,1050.0,-253.07,3710.0,31/03/2019,CCRO3
23,-79.69,1120.0,-276.88,3410.0,31/12/2018,CCRO3
24,-59.02,954.07,-526.17,3260.0,30/09/2018,CCRO3
25,-93.62,593.04,-431.05,2800.0,30/06/2018,CCRO3
26,-44.55,741.93,-244.3,3020.0,31/03/2018,CCRO3
27,-328.98,966.47,-238.69,3100.0,31/12/2017,CCRO3
28,36.11,501.41,-13.79,3170.0,30/09/2017,CCRO3
29,93.13,813.33,-112.87,4480.0,30/06/2017,CCRO3
30,-38.94,819.81,-262.45,4290.0,31/03/2017,CCRO3
31,-104.08,1030.0,-326.1,3860.0,31/12/2016,CCRO3
32,-62.98,1820.0,-314.08,3430.0,30/09/2016,CCRO3
33,-56.45,615.05,-318.18,2150.0,30/06/2016,CCRO3
34,-102.59,394.1,-314.73,2120.0,31/03/2016,CCRO3
35,-92.06,606.41,-256.05,2090.0,31/12/2015,CCRO3
36,-67.08,533.44,-236.06,2040.0,30/09/2015,CCRO3
37,-53.0,585.94,-229.94,2080.0,30/06/2015,CCRO3
38,-43.91,367.99,-229.87,1960.0,31/03/2015,CCRO3
39,-72.07,555.34,-219.38,1970.0,31/12/2014,CCRO3
40,-60.96,566.85,-216.92,2029.9999999999998,30/09/2014,CCRO3
41,-52.94,471.34,-219.05,2190.0,30/06/2014,CCRO3
42,-33.42,374.78,-200.26,2230.0,31/03/2014,CCRO3
43,-50.58,636.83,-193.13,2270.0,31/12/2013,CCRO3
44,-82.11,710.57,-223.8,2390.0,30/09/2013,CCRO3
45,-34.15,510.81,-192.18,2230.0,30/06/2013,CCRO3
46,-26.29,413.23,-206.29,2120.0,31/03/2013,CCRO3
47,-64.18,566.74,-215.78,2210.0,31/12/2012,CCRO3
48,-55.21,678.93,-181.15,2009.9999999999998,30/09/2012,CCRO3
49,-55.56,466.34,-156.37,1910.0,30/06/2012,CCRO3
50,-40.83,499.02,-137.26,1850.0,31/03/2012,CCRO3
51,-29.55,370.79,-118.97,1770.0,31/12/2011,CCRO3
52,-30.43,577.07,-118.34,1960.0,30/09/2011,CCRO3
53,-36.45,401.16,-104.78,1730.0,30/06/2011,CCRO3
54,-22.54,422.27,-115.88,1440.0,31/03/2011,CCRO3
0,-140.68,334.08,-225.43,873.61,30/09/2024,CEAB3
1,22.86,239.94,-228.16,790.4,30/06/2024,CEAB3
2,-54.17,39.24,-215.39,848.1,31/03/2024,CEAB3
3,-53.44,260.34,-234.42,725.83,31/12/2023,CEAB3
4,-51.36,342.92,-264.02,1340.0,30/09/2023,CEAB3
5,-56.42,205.59,-309.65,1280.0,30/06/2023,CEAB3
6,-73.21,-83.03,-367.13,1100.0,31/03/2023,CEAB3
7,-83.03,876.88,-471.59,618.79,31/12/2022,CEAB3
8,-96.99,284.02,-628.84,-18.79,30/09/2022,CEAB3
9,-113.9,18.98,-655.81,-99.5,30/06/2022,CEAB3
10,-177.67,-561.09,-676.44,-288.79,31/03/2022,CEAB3
11,-240.28,239.31,-571.32,-90.53,31/12/2021,CEAB3
12,-123.96,203.31,-462.67,53.25,30/09/2021,CEAB3
13,-134.54,-170.31,-390.55,21.57,30/06/2021,CEAB3
14,-72.55,-362.84,-299.95,54.52,31/03/2021,CEAB3
15,-131.62,383.09,-260.0,344.65,31/12/2020,CEAB3
16,-51.85,171.63,-208.67,341.63,30/09/2020,CEAB3
17,-43.94,-137.37,-234.56,344.46,30/06/2020,CEAB3
18,-32.6,-72.7,-264.04,428.18,31/03/2020,CEAB3
19,-80.29,380.07,-321.31,530.58,31/12/2019,CEAB3
20,-77.74,174.47,-315.7,308.78,30/09/2019,CEAB3
21,-102.84,-83.07,-297.47,345.48,30/06/2019,CEAB3
22,-60.44,59.12,-237.6,226.58,31/03/2019,CEAB3
23,,,-246.41,112.13,31/12/2018,CEAB3
0,,74.84,-2.94,250.24,30/09/2024,CEBR6
1,-1.76,55.52,-2.79,297.41,30/06/2024,CEBR6
2,,,,,31/03/2024,CEBR6
3,,119.88,-36.51,206.87,31/12/2023,CEBR6
4,,122.01,-37.38,183.96,30/09/2023,CEBR6
5,-35.48,-35.02,-37.31,96.73,30/06/2023,CEBR6
6,,,,,31/03/2023,CEBR6
7,-1.15,96.97,-3.64,195.26,31/12/2022,CEBR6
8,-2.49,98.29,-2520.0,-2280.0,30/09/2022,CEBR6
9,,,,,30/06/2022,CEBR6
10,,,,,31/03/2022,CEBR6
11,-2520.0,-2380.0,-4.33,-389.48,31/12/2021,CEBR6
12,2510.0,1990.0,2510.0,2009.9999999999998,30/09/2021,CEBR6
13,,,,,30/06/2021,CEBR6
14,,,,,31/03/2021,CEBR6
15,,20.68,-4.09,226.58,31/12/2020,CEBR6
16,-3.81,205.89,-26.48,366.77,30/09/2020,CEBR6
17,,,,,30/06/2020,CEBR6
18,,,,,31/03/2020,CEBR6
19,,188.04,-23.85,350.35,31/12/2019,CEBR6
20,-23.31,162.32,-7.35,188.61,30/09/2019,CEBR6
21,,,,,30/06/2019,CEBR6
22,,,,,31/03/2019,CEBR6
23,15.96,26.29,-32.08,84.45,31/12/2018,CEBR6
24,-8.33,36.1,-67.03,-99.76,30/09/2018,CEBR6
25,-22.55,12.51,-68.96,-63.26,30/06/2018,CEBR6
26,-17.15,9.55,-60.69,-83.83,31/03/2018,CEBR6
27,-18.99,-157.92,-59.85,-41.84,31/12/2017,CEBR6
28,-10.26,72.61,-47.95,171.87,30/09/2017,CEBR6
29,-14.28,-8.06,-44.79,107.94,30/06/2017,CEBR6
30,-16.31,51.54,-43.83,106.87,31/03/2017,CEBR6
31,-7.1,55.78,-39.62,58.87,31/12/2016,CEBR6
32,-7.1,8.68,-37.24,48.72,30/09/2016,CEBR6
33,-13.32,-9.13,-36.96,-91.14,30/06/2016,CEBR6
34,-12.1,3.54,-27.24,-46.2,31/03/2016,CEBR6
35,-4.72,45.63,-19.14,-43.11,31/12/2015,CEBR6
36,-6.82,-131.18,-23.35,-144.8,30/09/2015,CEBR6
37,-3.6,35.81,-20.15,-40.66,30/06/2015,CEBR6
38,-4.0,6.63,-25.47,-77.07,31/03/2015,CEBR6
39,-8.93,-56.06,-42.98,-72.18,31/12/2014,CEBR6
40,-3.61,-27.04,-48.35,-12.32,30/09/2014,CEBR6
41,-8.92,,-80.1,78.89,30/06/2014,CEBR6
42,-21.52,11.52,-88.78,99.81,31/03/2014,CEBR6
43,-14.3,3.81,-83.61,74.8,31/12/2013,CEBR6
44,-35.36,64.16,-93.77,26.39,30/09/2013,CEBR6
45,-17.6,20.32,-107.62,-63.24,30/06/2013,CEBR6
46,-16.35,-13.49,-59.58,-43.96,31/03/2013,CEBR6
47,-22.47,-46.73,-34.65,-54.11,31/12/2012,CEBR6
48,-50.42,-24.69,1.18,-1.93,30/09/2012,CEBR6
49,29.81,39.32,38.59,30.06,30/06/2012,CEBR6
50,8.44,-22.02,-3.45,23.94,31/03/2012,CEBR6
51,11.99,-4.84,-37.44,29.89,31/12/2011,CEBR6
52,-11.65,7.79,-24.32,8.19,30/09/2011,CEBR6
53,-12.22,34.26,61.48,94.52,30/06/2011,CEBR6
54,-25.56,-7.32,-16.57,98.91,31/03/2011,CEBR6
