,capex_tres_meses,fluxo_caixa_livre_tres_meses,capex_doze_meses,fluxo_caixa_livre_doze_meses,datas,tic
37,-2.42,,-5.18,,30/06/2015,BPAN4
38,,,-3.28,,31/03/2015,BPAN4
39,,,,,31/12/2014,BPAN4
40,-1.22,,-16.79,,30/09/2014,BPAN4
41,,,-20.71,,30/06/2014,BPAN4
42,,,-25.11,,31/03/2014,BPAN4
43,,,,,31/12/2013,BPAN4
44,-5.14,,-16.04,,30/09/2013,BPAN4
45,-4.92,,-11.16,,30/06/2013,BPAN4
46,-5.0,,-6.94,,31/03/2013,BPAN4
47,,,,,31/12/2012,BPAN4
48,,,-1.72,,30/09/2012,BPAN4
49,,,-1.61,,30/06/2012,BPAN4
50,,,-1.0,,31/03/2012,BPAN4
51,,,,,31/12/2011,BPAN4
52,,,,,30/09/2011,BPAN4
53,,,,,30/06/2011,BPAN4
54,,,,,31/03/2011,BPAN4
0,-6.92,,-160.82,,30/09/2024,BPAC11
1,-107.26,,-326.46,,30/06/2024,BPAC11
2,-12.56,,-107.8,,31/03/2024,BPAC11
3,-34.08,,-138.17,,31/12/2023,BPAC11
4,-172.57,,-308.42,,30/09/2023,BPAC11
5,68.47,,-135.86,,30/06/2023,BPAC11
6,-42.94,,485.89,,31/03/2023,BPAC11
7,-204.33,,-277.18,,31/12/2022,BPAC11
8,,,-201.66,,30/09/2022,BPAC11
9,,,-261.18,,30/06/2022,BPAC11
10,-72.85,,-297.45,,31/03/2022,BPAC11
11,,,-231.07,,31/12/2021,BPAC11
12,-29.17,,-60.99,,30/09/2021,BPAC11
13,-15.54,,-39.35,,30/06/2021,BPAC11
14,-3.23,,-31.1,,31/03/2021,BPAC11
15,,,-90.2,,31/12/2020,BPAC11
16,-7.52,,-45.57,,30/09/2020,BPAC11
17,-7.29,,-45.28,,30/06/2020,BPAC11
18,-31.34,,-45.38,,31/03/2020,BPAC11
19,,,,,31/12/2019,BPAC11
20,-7.24,,-20.12,,30/09/2019,BPAC11
21,-7.39,,-14.48,,30/06/2019,BPAC11
22,-3.19,,-20.75,,31/03/2019,BPAC11
23,,,,,31/12/2018,BPAC11
24,-1.6,,-7.85,,30/09/2018,BPAC11
25,-13.66,,-7.36,,30/06/2018,BPAC11
26,8.02,,5.63,,31/03/2018,BPAC11
27,,,-36.56,,31/12/2017,BPAC11
28,-1.11,,-2.2,,30/09/2017,BPAC11
29,,,-1.81,,30/06/2017,BPAC11
30,,,-1.13,,31/03/2017,BPAC11
31,,,100.94,,31/12/2016,BPAC11
32,,,-3.4,,30/09/2016,BPAC11
33,,,-4.56,,30/06/2016,BPAC11
34,-5.79,,-9.1,,31/03/2016,BPAC11
35,,,15.74,,31/12/2015,BPAC11
36,-1.88,,-10.88,,30/09/2015,BPAC11
37,-4.54,,-6.7,,30/06/2015,BPAC11
38,,,-7.63,,31/03/2015,BPAC11
39,,,40.44,,31/12/2014,BPAC11
40,2.3,,-8.67,,30/09/2014,BPAC11
41,-5.47,,-13.73,,30/06/2014,BPAC11
42,,,-17.39,,31/03/2014,BPAC11
43,,,,,31/12/2013,BPAC11
44,-3.27,,-5.56,,30/09/2013,BPAC11
45,-9.12,,-35.9,,30/06/2013,BPAC11
46,,,-69.4,,31/03/2013,BPAC11
47,,,9.18,,31/12/2012,BPAC11
48,-33.61,,91.38,,30/09/2012,BPAC11
49,-42.62,,64.68,,30/06/2012,BPAC11
50,-21.88,,107.0,,31/03/2012,BPAC11
51,,,34.06,,31/12/2011,BPAC11
52,-60.31,,-77.01,,30/09/2011,BPAC11
53,,,-162.46,,30/06/2011,BPAC11
54,11.69,,-161.6,,31/03/2011,BPAC11
0,-6.92,,-160.82,,30/09/2024,BPAC3
1,-107.26,,-326.46,,30/06/2024,BPAC3
2,-12.56,,-107.8,,31/03/2024,BPAC3
3,-34.08,,-138.17,,31/12/2023,BPAC3
4,-172.57,,-308.42,,30/09/2023,BPAC3
5,68.47,,-135.86,,30/06/2023,BPAC3
6,-42.94,,485.89,,31/03/2023,BPAC3
7,-204.33,,-277.18,,31/12/2022,BPAC3
8,,,-201.66,,30/09/2022,BPAC3
9,,,-261.18,,30/06/2022,BPAC3
10,-72.85,,-297.45,,31/03/2022,BPAC3
11,,,-231.07,,31/12/2021,BPAC3
12,-29.17,,-60.99,,30/09/2021,BPAC3
13,-15.54,,-39.35,,30/06/2021,BPAC3
14,-3.23,,-31.1,,31/03/2021,BPAC3
15,,,-90.2,,31/12/2020,BPAC3
16,-7.52,,-45.57,,30/09/2020,BPAC3
17,-7.29,,-45.28,,30/06/2020,BPAC3
18,-31.34,,-45.38,,31/03/2020,BPAC3
19,,,,,31/12/2019,BPAC3
20,-7.24,,-20.12,,30/09/2019,BPAC3
21,-7.39,,-14.48,,30/06/2019,BPAC3
22,-3.19,,-20.75,,31/03/2019,BPAC3
23,,,,,31/12/2018,BPAC3
24,-1.6,,-7.85,,30/09/2018,BPAC3
25,-13.66,,-7.36,,30/06/2018,BPAC3
26,8.02,,5.63,,31/03/2018,BPAC3
27,8.02,,5.63,,31/12/2017,BPAC3
28,-1.11,,-2.2,,30/09/2017,BPAC3
29,,,-1.81,,30/06/2017,BPAC3
30,,,-1.13,,31/03/2017,BPAC3
31,,,100.94,,31/12/2016,BPAC3
32,,,-3.4,,30/09/2016,BPAC3
33,,,-4.56,,30/06/2016,BPAC3
34,-5.79,,-9.1,,31/03/2016,BPAC3
35,,,15.74,,31/12/2015,BPAC3
36,-1.88,,-10.88,,30/09/2015,BPAC3
37,-4.54,,-6.7,,30/06/2015,BPAC3
38,,,-7.63,,31/03/2015,BPAC3
39,,,40.44,,31/12/2014,BPAC3
40,2.3,,-8.67,,30/09/2014,BPAC3
41,-5.47,,-13.73,,30/06/2014,BPAC3
42,,,-17.39,,31/03/2014,BPAC3
43,,,,,31/12/2013,BPAC3
44,-3.27,,-5.56,,30/09/2013,BPAC3
45,-9.12,,-35.9,,30/06/2013,BPAC3
46,,,-69.4,,31/03/2013,BPAC3
47,,,9.18,,31/12/2012,BPAC3
48,-33.61,,91.38,,30/09/2012,BPAC3
49,-42.62,,64.68,,30/06/2012,BPAC3
50,-21.88,,107.0,,31/03/2012,BPAC3
51,,,34.06,,31/12/2011,BPAC3
52,-60.31,,-77.01,,30/09/2011,BPAC3
53,,,-162.46,,30/06/2011,BPAC3
54,11.69,,-161.6,,31/03/2011,BPAC3
0,-6.92,,-160.82,,30/09/2024,BPAC5
1,-107.26,,-326.46,,30/06/2024,BPAC5
2,-12.56,,-107.8,,31/03/2024,BPAC5
3,-34.08,,-138.17,,31/12/2023,BPAC5
4,-172.57,,-308.42,,30/09/2023,BPAC5
5,68.47,,-135.86,,30/06/2023,BPAC5
6,-42.94,,485.89,,31/03/2023,BPAC5
7,-204.33,,-277.18,,31/12/2022,BPAC5
8,,,-201.66,,30/09/2022,BPAC5
9,,,-261.18,,30/06/2022,BPAC5
10,-72.85,,-297.45,,31/03/2022,BPAC5
11,,,-231.07,,31/12/2021,BPAC5
12,-29.17,,-60.99,,30/09/2021,BPAC5
13,-15.54,,-39.35,,30/06/2021,BPAC5
14,-3.23,,-31.1,,31/03/2021,BPAC5
15,,,-90.2,,31/12/2020,BPAC5
16,-7.52,,-45.57,,30/09/2020,BPAC5
17,-7.29,,-45.28,,30/06/2020,BPAC5
18,-31.34,,-45.38,,31/03/2020,BPAC5
19,,,,,31/12/2019,BPAC5
20,-7.24,,-20.12,,30/09/2019,BPAC5
21,-7.39,,-14.48,,30/06/2019,BPAC5
22,-3.19,,-20.75,,31/03/2019,BPAC5
23,,,,,31/12/2018,BPAC5
24,-1.6,,-7.85,,30/09/2018,BPAC5
25,-13.66,,-7.36,,30/06/2018,BPAC5
26,8.02,,5.63,,31/03/2018,BPAC5
27,,,-36.56,,31/12/2017,BPAC5
28,-1.11,,-2.2,,30/09/2017,BPAC5
29,,,-1.81,,30/06/2017,BPAC5
30,,,-1.13,,31/03/2017,BPAC5
31,,,100.94,,31/12/2016,BPAC5
32,,,-3.4,,30/09/2016,BPAC5
33,,,-4.56,,30/06/2016,BPAC5
34,-5.79,,-9.1,,31/03/2016,BPAC5
35,,,15.74,,31/12/2015,BPAC5
36,-1.88,,-10.88,,30/09/2015,BPAC5
37,-4.54,,-6.7,,30/06/2015,BPAC5
38,,,-7.63,,31/03/2015,BPAC5
39,,,40.44,,31/12/2014,BPAC5
40,2.3,,-8.67,,30/09/2014,BPAC5
41,-5.47,,-13.73,,30/06/2014,BPAC5
42,,,-17.39,,31/03/2014,BPAC5
43,,,,,31/12/2013,BPAC5
44,-3.27,,-5.56,,30/09/2013,BPAC5
45,-9.12,,-35.9,,30/06/2013,BPAC5
46,,,-69.4,,31/03/2013,BPAC5
47,,,9.18,,31/12/2012,BPAC5
48,-33.61,,91.38,,30/09/2012,BPAC5
49,-42.62,,64.68,,30/06/2012,BPAC5
50,-21.88,,107.0,,31/03/2012,BPAC5
51,,,34.06,,31/12/2011,BPAC5
52,-60.31,,-77.01,,30/09/2011,BPAC5
53,,,-162.46,,30/06/2011,BPAC5
54,11.69,,-161.6,,31/03/2011,BPAC5
0,,263.27,-1.1,1130.0,30/09/2024,BRAP3
1,,32.33,-1.1,1110.0,30/06/2024,BRAP3
2,-1.09,464.71,-1.1,1080.0,31/03/2024,BRAP3
3,,368.8,,989.16,31/12/2023,BRAP3
4,,243.82,,733.27,30/09/2023,BRAP3
5,,2.28,,1020.0,30/06/2023,BRAP3
6,,374.26,,1020.0,31/03/2023,BRAP3
7,,112.91,,1260.0,31/12/2022,BRAP3
8,,532.42,,1180.0,30/09/2022,BRAP3
9,,3.29,,3050.0,30/06/2022,BRAP3
10,,610.7,,3680.0,31/03/2022,BRAP3
11,,31.13,,4250.0,31/12/2021,BRAP3
12,,2400.0,,4190.0,30/09/2021,BRAP3
13,,637.67,,2800.0,30/06/2021,BRAP3
14,,1180.0,,2160.0,31/03/2021,BRAP3
15,,-31.26,,978.55,31/12/2020,BRAP3
16,,1010.0,,1010.0,30/09/2020,BRAP3
17,,-2.51,,9.72,30/06/2020,BRAP3
18,,-1.56,,56.05,31/03/2020,BRAP3
19,,-1.88,,121.07,31/12/2019,BRAP3
20,,15.67,,1310.0,30/09/2019,BRAP3
21,,43.82,,287.62,30/06/2019,BRAP3
22,,839.2,,243.64,31/03/2019,BRAP3
23,,,,,31/12/2018,BRAP3
24,,-1010.0,,-593.83,30/09/2018,BRAP3
25,,,,423.76,30/06/2018,BRAP3
26,,1.72,,634.33,31/03/2018,BRAP3
27,,,,,31/12/2017,BRAP3
28,,7.46,,627.03,30/09/2017,BRAP3
29,,210.42,,633.1,30/06/2017,BRAP3
30,,-5.58,,425.48,31/03/2017,BRAP3
31,,,,,31/12/2016,BRAP3
32,,13.54,,221.34,30/09/2016,BRAP3
33,,2.79,,215.48,30/06/2016,BRAP3
34,,-209.72,,414.28,31/03/2016,BRAP3
35,,,,,31/12/2015,BRAP3
36,,7.68,,414.08,30/09/2015,BRAP3
37,,201.59,,268.15,30/06/2015,BRAP3
38,,-209.91,,415.33,31/03/2015,BRAP3
39,,,,,31/12/2014,BRAP3
40,,-138.26,,425.57,30/09/2014,BRAP3
41,,348.77,,567.63,30/06/2014,BRAP3
42,,4.05,,417.8,31/03/2014,BRAP3
43,,211.01,,414.73,31/12/2013,BRAP3
44,,3.8,,496.91,30/09/2013,BRAP3
45,,198.93,,507.7,30/06/2013,BRAP3
46,,,,559.88,31/03/2013,BRAP3
47,,293.26,,557.13,31/12/2012,BRAP3
48,,14.52,,535.31,30/09/2012,BRAP3
49,,251.12,,668.74,30/06/2012,BRAP3
50,,-1.76,,646.45,31/03/2012,BRAP3
51,,271.43,,637.7,31/12/2011,BRAP3
52,,147.95,-1170.0,1100.0,30/09/2011,BRAP3
53,179.8,-205.28,-1170.0,988.84,30/06/2011,BRAP3
54,-179.81,423.59,-1150.0,1400.0,31/03/2011,BRAP3
0,,263.27,-1.1,1130.0,30/09/2024,BRAP4
1,,32.33,-1.1,1110.0,30/06/2024,BRAP4
2,-1.09,464.71,-1.1,1080.0,31/03/2024,BRAP4
3,,368.8,,989.16,31/12/2023,BRAP4
4,,243.82,,733.27,30/09/2023,BRAP4
5,,2.28,,1020.0,30/06/2023,BRAP4
6,,374.26,,1020.0,31/03/2023,BRAP4
7,,112.91,,1260.0,31/12/2022,BRAP4
8,,532.42,,1180.0,30/09/2022,BRAP4
9,,3.29,,3050.0,30/06/2022,BRAP4
10,,610.7,,3680.0,31/03/2022,BRAP4
11,,31.13,,4250.0,31/12/2021,BRAP4
12,,2400.0,,4190.0,30/09/2021,BRAP4
13,,637.67,,2800.0,30/06/2021,BRAP4
14,,1180.0,,2160.0,31/03/2021,BRAP4
15,,-31.26,,978.55,31/12/2020,BRAP4
16,,1010.0,,1010.0,30/09/2020,BRAP4
17,,-2.51,,9.72,30/06/2020,BRAP4
18,,-1.56,,56.05,31/03/2020,BRAP4
19,,-1.88,,121.07,31/12/2019,BRAP4
20,,15.67,,1310.0,30/09/2019,BRAP4
21,,43.82,,287.62,30/06/2019,BRAP4
22,,839.2,,243.64,31/03/2019,BRAP4
23,,,,,31/12/2018,BRAP4
24,,-1010.0,,-593.83,30/09/2018,BRAP4
25,,,,423.76,30/06/2018,BRAP4
26,,1.72,,634.33,31/03/2018,BRAP4
27,,,,,31/12/2017,BRAP4
28,,7.46,,627.03,30/09/2017,BRAP4
29,,210.42,,633.1,30/06/2017,BRAP4
30,,-5.58,,425.48,31/03/2017,BRAP4
31,,,,,31/12/2016,BRAP4
32,,13.54,,221.34,30/09/2016,BRAP4
33,,2.79,,215.48,30/06/2016,BRAP4
34,,-209.72,,414.28,31/03/2016,BRAP4
35,,,,,31/12/2015,BRAP4
36,,7.68,,414.08,30/09/2015,BRAP4
37,,201.59,,268.15,30/06/2015,BRAP4
38,,-209.91,,415.33,31/03/2015,BRAP4
39,,,,,31/12/2014,BRAP4
40,,-138.26,,425.57,30/09/2014,BRAP4
41,,348.77,,567.63,30/06/2014,BRAP4
42,,4.05,,417.8,31/03/2014,BRAP4
43,,211.01,,414.73,31/12/2013,BRAP4
44,,3.8,,496.91,30/09/2013,BRAP4
45,,198.93,,507.7,30/06/2013,BRAP4
46,,,,559.88,31/03/2013,BRAP4
47,,293.26,,557.13,31/12/2012,BRAP4
48,,14.52,,535.31,30/09/2012,BRAP4
49,,251.12,,668.74,30/06/2012,BRAP4
50,,-1.76,,646.45,31/03/2012,BRAP4
51,,271.43,,637.7,31/12/2011,BRAP4
52,,147.95,-1170.0,1100.0,30/09/2011,BRAP4
53,179.8,-205.28,-1170.0,988.84,30/06/2011,BRAP4
54,-179.81,423.59,-1150.0,1400.0,31/03/2011,BRAP4
0,-614.72,-486.5,-1550.0,264.66,30/09/2024,BRAV3
1,-422.62,535.52,-1330.0,803.27,30/06/2024,BRAV3
2,-462.26,-348.56,-1110.0,-33.35,31/03/2024,BRAV3
3,-47.34,564.19,-803.02,205.68,31/12/2023,BRAV3
4,-399.64,52.12,-795.96,-451.22,30/09/2023,BRAV3
5,-198.4,-301.1,-639.94,-717.97,30/06/2023,BRAV3
6,-157.64,-109.53,-532.93,-398.56,31/03/2023,BRAV3
7,-40.28,-92.7,-447.99,-357.68,31/12/2022,BRAV3
8,-243.61,-214.64,-473.71,-424.57,30/09/2022,BRAV3
9,-91.4,18.31,-272.52,-197.96,30/06/2022,BRAV3
10,-72.7,-68.66,-206.88,-203.08,31/03/2022,BRAV3
11,-66.0,-159.58,-147.66,-84.82,31/12/2021,BRAV3
12,-42.43,11.98,-70.77,187.73,30/09/2021,BRAV3
13,-25.75,13.18,-28.27,150.58,30/06/2021,BRAV3
14,-13.48,49.61,-3.64,68.07,31/03/2021,BRAV3
15,10.9,112.97,9.47,65.02,31/12/2020,BRAV3
16,,-25.17,-8.9,-41.89,30/09/2020,BRAV3
17,-1.13,-69.33,-9.94,-12.91,30/06/2020,BRAV3
18,,46.55,-4.93,50.05,31/03/2020,BRAV3
19,,,-8.7,-15.06,31/12/2019,BRAV3
0,-3.47,-1030.0,-3.6,-285.41,30/09/2024,BRBI11
1,,770.03,-1.37,692.63,30/06/2024,BRBI11
2,,-94.59,-2.07,57.83,31/03/2024,BRBI11
3,,64.58,-2.23,230.55,31/12/2023,BRBI11
4,-1.24,-47.4,-35.23,166.28,30/09/2023,BRBI11
5,,135.23,-33.48,212.66,30/06/2023,BRBI11
6,,78.14,-43.46,10.65,31/03/2023,BRBI11
7,-33.13,,-45.67,103.89,31/12/2022,BRBI11
8,-9.92,-1.02,-12.69,97.54,30/09/2022,BRBI11
9,-13.05,-66.78,-14.08,82.58,30/06/2022,BRBI11
10,-2.62,171.38,-5.81,-155.27,31/03/2022,BRBI11
11,,-6.04,-3.53,-304.79,31/12/2021,BRBI11
12,-3.37,-298.75,-4.31,-322.5,30/09/2021,BRBI11
13,,,,,30/06/2021,BRBI11
14,,,,,31/03/2021,BRBI11
15,,,,,31/12/2020,BRBI11
0,-170.57,3650.0,-542.27,9130.0,30/09/2024,BRFS3
1,-109.21,2160.0,-508.56,6280.0,30/06/2024,BRFS3
2,-103.34,1820.0,-492.63,4770.0,31/03/2024,BRFS3
3,-159.15,1500.0,-624.11,3320.0,31/12/2023,BRFS3
4,-136.87,801.23,-731.4,2830.0,30/09/2023,BRFS3
5,-93.28,650.0,-960.23,2980.0,30/06/2023,BRFS3
6,-234.82,359.59,-1270.0,2810.0,31/03/2023,BRFS3
7,-266.43,1010.0,-1390.0,486.2,31/12/2022,BRFS3
8,-365.7,958.81,-1620.0,-33.38,30/09/2022,BRFS3
9,-404.58,482.0,-1660.0,323.54,30/06/2022,BRFS3
10,-353.48,-1970.0,-1620.0,-1260.0,31/03/2022,BRFS3
11,-495.09,494.89,-1500.0,2430.0,31/12/2021,BRFS3
12,-407.07,1320.0,-1210.0,32.1,30/09/2021,BRFS3
13,-360.19,-649.91,-1050.0,469.09,30/06/2021,BRFS3
14,-234.24,1270.0,-807.5,2280.0,31/03/2021,BRFS3
15,-205.17,-897.91,-678.07,3740.0,31/12/2020,BRFS3
16,-253.3,1300.0,-2250.0,3190.0,30/09/2020,BRFS3
17,-114.8,609.25,-2029.9999999999998,3440.0,30/06/2020,BRFS3
18,-104.81,2720.0,-621.73,4720.0,31/03/2020,BRFS3
19,-118.0,212.6,-202.02,2320.0,31/12/2019,BRFS3
20,-1700.0,-110.1,-8.75,2330.0,30/09/2019,BRFS3
21,1300.0,1890.0,1560.0,2130.0,30/06/2019,BRFS3
22,314.9,327.2,142.23,265.84,31/03/2019,BRFS3
23,111.68,265.05,-316.46,-20.78,31/12/2018,BRFS3
24,-144.25,-329.59,-535.62,495.56,30/09/2018,BRFS3
25,-96.27,35.23,-545.62,818.54,30/06/2018,BRFS3
26,-187.62,8.54,-675.89,1220.0,31/03/2018,BRFS3
27,-96.34,891.93,-736.75,-83.94,31/12/2017,BRFS3
28,-160.66,-62.93,-850.28,-487.82,30/09/2017,BRFS3
29,-231.27,379.0,-1190.0,237.59,30/06/2017,BRFS3
30,-248.48,-1290.0,-1390.0,-498.17,31/03/2017,BRFS3
31,-209.88,488.05,-1550.0,271.34,31/12/2016,BRFS3
32,-497.16,662.49,-1530.0,-61.67,30/09/2016,BRFS3
33,-431.02,-356.76,-1390.0,460.86,30/06/2016,BRFS3
34,-411.78,-522.43,-1340.0,1210.0,31/03/2016,BRFS3
35,-190.08,155.03,-1040.0,3090.0,31/12/2015,BRFS3
36,-357.36,1190.0,-1040.0,4400.0,30/09/2015,BRFS3
37,-380.24,387.95,-966.72,4130.0,30/06/2015,BRFS3
38,-116.77,1360.0,-815.25,4720.0,31/03/2015,BRFS3
39,-149.26,1510.0,-850.41,4150.0,31/12/2014,BRFS3
40,-294.21,907.5,-959.86,3420.0,30/09/2014,BRFS3
41,-241.59,947.83,-911.48,3290.0,30/06/2014,BRFS3
42,-165.36,781.47,-750.23,2970.0,31/03/2014,BRFS3
43,-258.71,779.72,-1000.0,2320.0,31/12/2013,BRFS3
44,-245.82,777.84,-1250.0,1820.0,30/09/2013,BRFS3
45,-80.34,629.83,-1400.0,1190.0,30/06/2013,BRFS3
46,-417.65,128.77,-1810.0,565.14,31/03/2013,BRFS3
47,-503.21,279.67,-1830.0,610.26,31/12/2012,BRFS3
48,-403.12,159.46,-1850.0,388.54,30/09/2012,BRFS3
49,-482.14,,-1670.0,559.94,30/06/2012,BRFS3
50,-444.71,171.83,-1410.0,284.8,31/03/2012,BRFS3
51,-523.02,65.26,-1120.0,23.31,31/12/2011,BRFS3
52,-224.91,323.55,-1180.0,-65.62,30/09/2011,BRFS3
53,-219.45,-275.83,-1170.0,495.5,30/06/2011,BRFS3
54,-151.9,-89.66,-1110.0,1940.0,31/03/2011,BRFS3
0,-838.0,-1630.0,-3870.0,-1240.0,30/09/2024,BRKM3
1,-1830.0,-390.0,-4260.0,-3300.0,30/06/2024,BRKM3
2,,964.0,-4380.0,-2890.0,31/03/2024,BRKM3
3,-1200.0,-182.35,-4460.0,-6730.0,31/12/2023,BRKM3
4,-1220.0,-3690.0,-4790.0,-5770.0,30/09/2023,BRKM3
5,-874.52,1100.0,-5080.0,-652.67,30/06/2023,BRKM3
6,-1160.0,-3960.0,-5310.0,-870.03,31/03/2023,BRKM3
7,-1530.0,780.71,-4850.0,4110.0,31/12/2022,BRKM3
8,-1510.0,1430.0,-4690.0,6180.0,30/09/2022,BRKM3
9,-1110.0,887.49,-4000.0,9670.0,30/06/2022,BRKM3
10,-698.0,1010.0,-3600.0,10590.0,31/03/2022,BRKM3
11,-1380.0,2860.0,-3380.0,11410.0,31/12/2021,BRKM3
12,-819.21,4920.0,-2810.0,11580.0,30/09/2021,BRKM3
13,-708.94,1800.0,-2450.0,7180.0,30/06/2021,BRKM3
14,-475.07,1830.0,-2300.0,4160.0,31/03/2021,BRKM3
15,-809.55,3030.0,-2730.0,3570.0,31/12/2020,BRKM3
16,-455.62,515.61,-2800.0,571.65,30/09/2020,BRKM3
17,-559.22,-1220.0,-3250.0,-48.33,30/06/2020,BRKM3
18,-902.26,1240.0,-3120.0,246.23,31/03/2020,BRKM3
19,-881.78,35.3,-2670.0,-404.66,31/12/2019,BRKM3
20,-906.4,-104.37,-2680.0,-318.78,30/09/2019,BRKM3
21,-425.73,-923.85,-2350.0,1320.0,30/06/2019,BRKM3
22,-456.03,588.27,-2660.0,5830.0,31/03/2019,BRKM3
23,-886.89,121.17,-2610.0,6640.0,31/12/2018,BRKM3
24,-580.13,1530.0,-2420.0,7160.0,30/09/2018,BRKM3
25,-740.65,3590.0,-2600.0,6330.0,30/06/2018,BRKM3
26,-403.52,1400.0,-2340.0,1360.0,31/03/2018,BRKM3
27,-691.96,637.96,-2210.0,256.04,31/12/2017,BRKM3
28,-773.44,698.28,-2600.0,91.69,30/09/2017,BRKM3
29,-468.11,-1380.0,-2360.0,1220.0,30/06/2017,BRKM3
30,-272.07,296.49,-2550.0,2520.0,31/03/2017,BRKM3
31,-836.81,-112.16,-2840.0,1910.0,31/12/2016,BRKM3
32,-532.37,2310.0,-3120.0,3240.0,30/09/2016,BRKM3
33,-718.43,-292.84,-3700.0,2850.0,30/06/2016,BRKM3
34,-750.98,4.23,-3990.0,2650.0,31/03/2016,BRKM3
35,-1120.0,1220.0,-4059.9999999999995,4070.0000000000005,31/12/2015,BRKM3
36,-1110.0,1920.0,-4600.0,3100.0,30/09/2015,BRKM3
37,-1010.0,-491.38,-4470.0,1250.0,30/06/2015,BRKM3
38,-815.82,1420.0,-4950.0,871.27,31/03/2015,BRKM3
39,-1670.0,251.03,-5290.0,-1500.0,31/12/2014,BRKM3
40,-975.08,70.03,-4660.0,-1810.0,30/09/2014,BRKM3
41,-1490.0,-870.07,-5460.0,-3970.0,30/06/2014,BRKM3
42,-1160.0,-950.26,-5020.0,-2320.0,31/03/2014,BRKM3
43,-1430.0,-445.7,-4960.0,-2510.0,31/12/2013,BRKM3
44,-1620.0,-1940.0,-4370.0,-2340.0,30/09/2013,BRKM3
45,-978.54,854.92,-3190.0,-177.45,30/06/2013,BRKM3
46,-937.43,-976.95,-2780.0,-1690.0,31/03/2013,BRKM3
47,-832.32,-279.16,-2680.0,-105.2,31/12/2012,BRKM3
48,-444.98,223.73,-2600.0,-292.94,30/09/2012,BRKM3
49,-567.32,-654.46,-2800.0,169.71,30/06/2012,BRKM3
50,-832.39,604.69,-2750.0,1310.0,31/03/2012,BRKM3
51,-756.63,-466.9,-2230.0,548.97,31/12/2011,BRKM3
52,-643.53,686.38,-2250.0,860.17,30/09/2011,BRKM3
53,-515.9,488.71,-1940.0,657.95,30/06/2011,BRKM3
54,-312.48,-159.23,-1740.0,172.44,31/03/2011,BRKM3
0,-838.0,-1630.0,-3870.0,-1240.0,30/09/2024,BRKM5
1,-1830.0,-390.0,-4260.0,-3300.0,30/06/2024,BRKM5
2,-1830.0,-390.0,-4260.0,-3300.0,31/03/2024,BRKM5
3,-1200.0,-182.35,-4460.0,-6730.0,31/12/2023,BRKM5
4,-1220.0,-3690.0,-4790.0,-5770.0,30/09/2023,BRKM5
5,-874.52,1100.0,-5080.0,-652.67,30/06/2023,BRKM5
6,-1160.0,-3960.0,-5310.0,-870.03,31/03/2023,BRKM5
7,-1530.0,780.71,-4850.0,4110.0,31/12/2022,BRKM5
8,-1510.0,1430.0,-4690.0,6180.0,30/09/2022,BRKM5
9,-1110.0,887.49,-4000.0,9670.0,30/06/2022,BRKM5
10,-698.0,1010.0,-3600.0,10590.0,31/03/2022,BRKM5
11,-1380.0,2860.0,-3380.0,11410.0,31/12/2021,BRKM5
12,-819.21,4920.0,-2810.0,11580.0,30/09/2021,BRKM5
13,-708.94,1800.0,-2450.0,7180.0,30/06/2021,BRKM5
14,-475.07,1830.0,-2300.0,4160.0,31/03/2021,BRKM5
15,-809.55,3030.0,-2730.0,3570.0,31/12/2020,BRKM5
16,-455.62,515.61,-2800.0,571.65,30/09/2020,BRKM5
17,-559.22,-1220.0,-3250.0,-48.33,30/06/2020,BRKM5
18,-902.26,1240.0,-3120.0,246.23,31/03/2020,BRKM5
19,-881.78,35.3,-2670.0,-404.66,31/12/2019,BRKM5
20,-906.4,-104.37,-2680.0,-318.78,30/09/2019,BRKM5
21,-425.73,-923.85,-2350.0,1320.0,30/06/2019,BRKM5
22,-456.03,588.27,-2660.0,5830.0,31/03/2019,BRKM5
23,-886.89,121.17,-2610.0,6640.0,31/12/2018,BRKM5
24,-580.13,1530.0,-2420.0,7160.0,30/09/2018,BRKM5
25,-740.65,3590.0,-2600.0,6330.0,30/06/2018,BRKM5
26,-403.52,1400.0,-2340.0,1360.0,31/03/2018,BRKM5
27,-691.96,637.96,-2210.0,256.04,31/12/2017,BRKM5
28,-773.44,698.28,-2600.0,91.69,30/09/2017,BRKM5
29,-468.11,-1380.0,-2360.0,1220.0,30/06/2017,BRKM5
30,-272.07,296.49,-2550.0,2520.0,31/03/2017,BRKM5
31,-836.81,-112.16,-2840.0,1910.0,31/12/2016,BRKM5
32,-532.37,2310.0,-3120.0,3240.0,30/09/2016,BRKM5
33,-718.43,-292.84,-3700.0,2850.0,30/06/2016,BRKM5
34,-750.98,4.23,-3990.0,2650.0,31/03/2016,BRKM5
35,-1120.0,1220.0,-4059.9999999999995,4070.0000000000005,31/12/2015,BRKM5
36,-1110.0,1920.0,-4600.0,3100.0,30/09/2015,BRKM5
37,-1010.0,-491.38,-4470.0,1250.0,30/06/2015,BRKM5
38,-815.82,1420.0,-4950.0,871.27,31/03/2015,BRKM5
39,-1670.0,251.03,-5290.0,-1500.0,31/12/2014,BRKM5
40,-975.08,70.03,-4660.0,-1810.0,30/09/2014,BRKM5
41,-1490.0,-870.07,-5460.0,-3970.0,30/06/2014,BRKM5
