,datas,caixa_equivalentes_caixa,ativo_total,divida_curto_prazo,divida_longo_razo,divida_bruta,divida_liquida,patrimonio_liquido,valor_patrimonial_acao,acoes_ordinarias,acoes_preferenciais,total_acoes,tic
68,31/12/2006,,296360.0,,,,,20760.0,25.15,825.316.423,0,825.316.423,BBAS3
69,30/09/2006,,281620.0,,,,,20200.0,24.47,825.316.423,0,825.316.423,BBAS3
70,30/06/2006,,273840.0,,,,,19180.0,23.24,825.313.502,0,825.313.502,BBAS3
71,31/03/2006,,264630.0,,,,,19210.0,23.70,810.617.415,0,810.617.415,BBAS3
72,31/12/2005,,252980.0,,,,,16850.0,20.79,810.617.415,0,810.617.415,BBAS3
73,30/09/2005,,245510.0,,,,,16830.0,20.76,810.617.415,0,810.617.415,BBAS3
74,30/06/2005,,233790.0,,,,,15390.0,18.99,810.617.415,0,810.617.415,BBAS3
75,31/03/2005,,245690.0,,,,,14930.0,18.42,810.617.415,0,810.617.415,BBAS3
76,31/12/2004,,239010.0,,,,,14110.0,17.40,810.617.415,0,810.617.415,BBAS3
77,30/09/2004,,235600.0,,,,,13770.0,18.53,743.275.506,0,743.275.506,BBAS3
78,30/06/2004,,227370.0,,,,,12860.0,17.31,743.275.506,0,743.275.506,BBAS3
79,31/03/2004,,231110.0,,,,,12690.0,17.07,743.275.506,0,743.275.506,BBAS3
80,31/12/2003,,230140.0,,,,,12170.0,0.02,743.275.506.000,0,743.275.506.000,BBAS3
81,30/09/2003,,215130.0,,,,,11690.0,0.02,743.275.506.000,0,743.275.506.000,BBAS3
82,30/06/2003,,205760.0,,,,,10870.0,0.01,743.275.506.000,0,743.275.506.000,BBAS3
83,31/03/2003,,209240.0,,,,,10160.0,0.01,743.275.506.000,0,743.275.506.000,BBAS3
84,31/12/2002,,204590.0,,,,,9200.0,0.01,743.275.506.000,0,743.275.506.000,BBAS3
85,30/09/2002,,213410.0,,,,,8410.0,0.01,743.275.506.000,0,743.275.506.000,BBAS3
86,30/06/2002,,169910.0,,,,,7980.0,0.01,399.197.698.000,312.798.008.000,711.995.706.000,BBAS3
87,31/03/2002,,168590.0,,,,,9100.0,0.01,399.197.698.000,312.798.008.000,711.995.706.000,BBAS3
88,31/12/2001,,165120.0,,,,,8750.0,0.01,399.197.698.000,312.798.008.000,711.995.706.000,BBAS3
89,31/03/2001,,145020.0,,,,,8100.0,0.01,399.184.582.000,312.787.731.000,711.972.313.000,BBAS3
90,31/12/2000,,138360.0,,,,,7970.0,0.01,399.184.582.000,312.787.731.000,711.972.313.000,BBAS3
91,30/09/2000,,142380.0,,,,,7900.0,0.01,399.184.582.000,312.787.731.000,711.972.313.000,BBAS3
92,30/06/2000,,145070.0,,,,,7530.0,0.01,399.184.582.000,312.787.731.000,711.972.313.000,BBAS3
0,31/03/2024,,1960000.0,,,,,165860.0,15.59,5.330.305.000,5.311.865.000,10.642.170.000,BBDC3
1,31/12/2023,,1930000.0,,,,,166330.0,15.63,5.330.305.000,5.311.865.000,10.642.170.000,BBDC3
2,30/09/2023,,1900000.0,,,,,166230.0,15.62,5.330.305.000,5.311.866.000,10.642.171.000,BBDC3
3,30/06/2023,,1860000.0,,,,,166450.0,15.64,5.330.305.000,5.311.865.000,10.642.170.000,BBDC3
4,31/03/2023,,1830000.0,,,,,162490.0,15.24,5.338.394.000,5.320.094.000,10.658.488.000,BBDC3
5,31/12/2022,,1800000.0,,,,,158270.0,14.85,5.338.394.000,5.320.094.000,10.658.488.000,BBDC3
6,30/09/2022,,1860000.0,,,,,161360.0,15.14,5.338.394.000,5.320.094.000,10.658.488.000,BBDC3
7,30/06/2022,,1740000.0,,,,,156430.0,14.68,5.338.394.000,5.320.094.000,10.658.488.000,BBDC3
8,31/03/2022,,1700000.0,,,,,153780.0,14.43,5.338.394.000,5.320.094.000,10.658.488.000,BBDC3
9,31/12/2021,,1680000.0,,,,,149780.0,15.41,4.870.579.000,4.848.500.000,9.719.079.000,BBDC3
10,30/09/2021,,1440000.0,,,,,147610.0,15.19,4.870.579.000,4.848.500.000,9.719.079.000,BBDC3
11,30/06/2021,,1400000.0,,,,,146490.0,15.07,4.870.579.000,4.848.500.000,9.719.079.000,BBDC3
12,31/03/2021,,1390000.0,,,,,144240.0,14.84,4.870.579.000,4.848.500.000,9.719.079.000,BBDC3
13,31/12/2020,,1600000.0,,,,,145620.0,16.42,4.435.107.000,4.435.106.000,8.870.213.000,BBDC3
14,30/09/2020,,1410000.0,,,,,137460.0,15.50,4.435.107.000,4.435.106.000,8.870.213.000,BBDC3
15,30/06/2020,,1330000.0,,,,,135130.0,15.23,4.435.107.000,4.435.106.000,8.870.213.000,BBDC3
16,31/03/2020,,1240000.0,,,,,129550.00000000001,14.60,4.435.107.000,4.435.106.000,8.870.213.000,BBDC3
17,31/12/2019,,1380000.0,,,,,135100.0,16.75,4.031.915.000,4.031.915.000,8.063.830.000,BBDC3
18,30/09/2019,,1140000.0,,,,,138310.0,17.15,4.031.915.000,4.031.915.000,8.063.830.000,BBDC3
19,30/06/2019,,1130000.0,,,,,133640.0,16.57,4.031.915.000,4.031.915.000,8.063.830.000,BBDC3
20,31/03/2019,,1120000.0,,,,,126670.0,15.71,4.031.915.000,4.031.915.000,8.063.830.000,BBDC3
21,31/12/2018,,1310000.0,,,,,124280.0,18.49,3.359.929.000,3.359.929.000,6.719.858.000,BBDC3
22,30/09/2018,,1090000.0,,,,,115670.0,17.21,3.359.929.000,3.359.929.000,6.719.858.000,BBDC3
23,30/06/2018,,1040000.0,,,,,113040.0,16.82,3.359.929.000,3.359.929.000,6.719.858.000,BBDC3
24,31/03/2018,,1040000.0,,,,,113780.0,16.93,3.359.929.000,3.359.929.000,6.719.858.000,BBDC3
25,31/12/2017,,1220000.0,,,,,117400.0,19.22,3.054.481.000,3.054.481.000,6.108.962.000,BBDC3
26,30/09/2017,,1090000.0,,,,,110300.0,18.06,3.054.481.000,3.054.481.000,6.108.962.000,BBDC3
27,30/06/2017,,1060000.0,,,,,106810.0,17.48,3.054.481.000,3.054.481.000,6.108.962.000,BBDC3
28,31/03/2017,,1080000.0,,,,,104560.0,17.12,3.054.481.000,3.054.481.000,6.108.962.000,BBDC3
29,31/12/2016,,1190000.0,,,,,105300.0,18.96,2.776.801.000,2.776.800.000,5.553.601.000,BBDC3
30,30/09/2016,,972200.0,,,,,98550.0,17.75,2.776.801.000,2.776.801.000,5.553.602.000,BBDC3
31,30/06/2016,,953760.0,,,,,96360.0,17.35,2.776.801.000,2.776.801.000,5.553.602.000,BBDC3
